Predictions_prob_1,Predictions_prob_0,oscar_label,text,speech_par_id,uncertainty,already_annotated,already_sampled,drawn,yuchen_label,agreement,bart_label
0.231935516,0.768064484,inclusive,"It was a miracle that we stayed together, that we solved, at least in law, the issue of slavery. He gave his life for the Union. It happened because in the end enough of our people had the courage to change, not to listen to the people who said, we'd better not fight for this, we'd better give it up, we'd better just pack it in. America was a nice experiment. We'll let it go.",3011_36,0.536128968,FALSE,,uncertainty,neither,FALSE,inclusive
0.568494684,0.431505316,inclusive,"Every day I think about how much is at stake for this country. This isn't just the fight of my life, it's the fight ofour lives – together – to save our country. I refuse to let another generation of American children be excluded from the American Dream. Our whole country loses when young people of limitless potential are denied the opportunity to contribute their talents because we failed to provide them the opportunities they deserved. Let our children be dreamers too.",2016-08-18-charlotte-north-carolina_12,0.136989368,FALSE,,uncertainty,neither,FALSE,neither
0.629766874,0.370233126,inclusive,"And in this election – in this election, we have a chance to show that comprehensive immigration reform isn't just the smart thing to do, it's what the American people demand. And you know how we'll show that? Well, I hope to have a Democratic Congress next January. But no matter what, on my first day in office I will reach out to Republicans and say, this is your chance to help millions of families and show that your party, the party of Lincoln, is better than Donald Trump.",2016-09-15-institute-washington-dc_13,0.259533747,FALSE,,uncertainty,neither,FALSE,inclusive
0.303682312,0.696317688,inclusive,"Yet Hillary Clinton is proposing mass amnesty, mass immigration, and mass lawlessness. Her plan will overwhelm your schools and hospitals, further reduce your jobs and wages, and make it harder for recent immigrants to escape the tremendous cycle of poverty that they're going through right now and make it almost impossible to join the middle class. I have a different vision for our workers. It begins with a new, fair trade policy that protects our jobs and stands up to countries that cheat, of which there are many. It's been a signature message of my campaign from day one, and it will be a signature feature of my presidency from the moment I take the oath of office.",2016-07-21-national-convention-cleveland_52,0.392635375,FALSE,,uncertainty,neither,FALSE,neither
0.777505655,0.222494345,inclusive,"I've got a plan to give Americans a greater chance to gain the skills they need to compete. Education was a gateway of opportunity for me. Let's face it, a mixed kid from Hawaii born to a single mom is not likely to become President of the United States. But in America, it can happen because of education, because somebody gave me opportunity.",2012-09-13-rally-golden-colorado_32,0.55501131,FALSE,,uncertainty,neither,FALSE,inclusive
0.524874438,0.475125562,inclusive,"That's what we're fighting for. And that's why I need you, Ohio: to make sure their voices are heard, to make sure your voices are heard. We've come too far to turn back now. We've come too far to grow fainthearted. Now is the time to keep pushing. Now is the time to keep pushing forward: to educate all our kids and train all our workers and to create new jobs and rebuild our infrastructure, discover new sources of energy, broaden opportunity, grow our middle class, restore our democracy, and make sure that no matter what you look like or where you come from or how you started out, you can make it in America if you try. That's what we're fighting for. That's why I need your vote.",2012-11-02-campaign-rally-springfield_47,0.049748877,FALSE,,uncertainty,neither,FALSE,inclusive
0.586191825,0.413808175,inclusive,"A few years back I was the honoree at the B'nai B'rith dinner in Hot Springs, Arkansas, where I grew up, so I'm an old friend of your organization. Today we join together once again to pay tribute to your extraordinary contributions to the struggle for justice here in America and around the world. You've been there to help those in need in your own neighborhoods, establishing local volunteer efforts, helping the blind, settling refugees from the former Soviet Union, combating the scourge of drugs, and working to strengthen the education of young Americans.",2995_1,0.172383651,FALSE,,uncertainty,neither,FALSE,inclusive
0.640781257,0.359218743,inclusive,"We stand foursquare on the side of human liberty. And I pledge to you that we will maintain that stand as long as I am in this office. Anyone who has contemplated the horror inflicted on Jews during World War II, the deaths of millions in Cambodia, or the travail of the Mesquito Indians in Nicaragua must understand that if free men and women remain silent in the face of oppression, we risk the destruction of entire peoples. I know that B'nai B'rith has been among the most concerned of the groups advocating American support for the Genocide Convention. With a cautious view, in part due to the human rights abuses performed by some nations that have already ratified the documents, our administration has conducted a long and exhaustive study of the convention. And yesterday, as a result of that review, we announced that we will vigorously support, consistent with the United States Constitution, the ratification of the Genocide Convention. And I want you to know that we intend to use the convention in our efforts to expand human freedom and fight human rights abuses around the world. Like you, I say in a forthright voice, """"Never again!""""",2777_14,0.281562514,FALSE,,uncertainty,neither,FALSE,inclusive
0.235966423,0.764033577,inclusive,"Think of how dangerous that is. Imagine a person in the Oval Office who traffics in conspiracy theories and refuses to let them go – no matter what the facts are. Imagine someone who distorts the truth to fit a very narrow view of the world. Imagine a president who sees someone who doesn't look like him, and doesn't agree with him, and thinks, 'That person must not be a real American.'",2016-09-16-symposium-washington-dc_19,0.528067155,FALSE,,uncertainty,neither,FALSE,inclusive
0.434628793,0.565371207,inclusive,"Let those who have the responsibility to enforce our laws and our judges who have the responsibility to interpret them be dedicated to the great principles of civil rights. But let them also recognize that the first civil right of every American is to be free from domestic violence, and that right must be guaranteed in this country. And if we are to restore order and respect for law in this country there is one place we are going to begin. We are going to have a new attorney general of the United States of America.",2148_27,0.130742415,FALSE,,uncertainty,neither,FALSE,neither
0.346935772,0.653064228,inclusive,"Thank you, Dr. Jemison, for that kind introduction.  It is a great honor to be introduced by a man who led a bus boycott before Montgomery and has been a fighter for freedom and justice for more than three decades. I want to commend two other outstanding leaders of the National Baptist Convention who have inspired millions by their service in the cause of justice--Dr. W. Franklin Richardson and Dr. C. A. W. Clark.",2893_0,0.306128456,FALSE,,uncertainty,neither,FALSE,inclusive
0.222221686,0.777778314,neither,"We're doing great with the Hispanic community. And the lines are four, five and six blocks long. They've never seen anything like it. And the polls have just come up. We're way up in Florida. I shouldn't say that, because I want you to go vote.",2016-11-02-amphitheater-miami-florida_22,0.555556629,FALSE,,uncertainty,inclusive,FALSE,inclusive
0.299360502,0.700639498,neither,"I want a program for all the people of this country, equal opportunity for all and special privilege for none. I want every man and woman that wants a job to have a job. There are 5 million more working now than there were when Jack Kennedy took the oath of office. We have done something about it but not enough.",1972_55,0.401278997,FALSE,,uncertainty,inclusive,FALSE,neither
0.639775137,0.360224863,neither,"Neither do I intend to preside over a nation torn to pieces by violent extremists, be they black or white, left or right.  I believe that violence is intolerable but so is injustice.  I believe the remedy for violence is justice and not repression.  And I deeply believe that we must be one nation or none.  Violence is not the way of liberalism.  Violence is the way of the demagogue and the dictator--whether of the right or the left.  Violence is the method of intolerance--whether of the young rebel of the old reactionary.",2053_12,0.279550274,FALSE,,uncertainty,inclusive,FALSE,neither
0.427023274,0.572976726,neither,"What we've seen over the last week, week and a half, is something that actually we've seen in the past, where there is an offensive video or cartoon directed at the prophet Muhammad. And this is obviously something that then is used as an excuse by some to carry out inexcusable violent acts directed at Westerners or Americans. And my number-one priority is always to keep our diplomats safe and to keep our Embassies safe. And so, when the initial events happened in Cairo and all across the region, we worked with Secretary Clinton to redouble our security and to send a message to the leaders of these countries essentially saying, although we had nothing to do with the video, we find it offensive, it's not representative of America's views, how we treat each other with respect when it comes to their religious beliefs, but we will not tolerate violence.",2012-09-20-question-and-answer_8,0.145953451,FALSE,,uncertainty,inclusive,FALSE,inclusive
0.404736666,0.595263334,neither,"Nor do I except from this alignment the members of the political party of the opposition in America--the Republican party. I do not accuse them, as their leaders do me, of being """"soft toward Communism."""" But I do say that it seems to me high time that the leaders of the Republican party--or at least of one wing of it--start realizing that their opposition to the programs of social justice in America is opposition to the building of our strongest defenses against Communism.",1004_18,0.190526667,FALSE,,uncertainty,inclusive,FALSE,inclusive
0.385092665,0.614907335,neither,"I am a product of that middle class. And when I am President you will be forgotten no more. We meet at a special moment in history, you and I. The Cold War is over; Soviet Communism has collapsed; and our values--freedom, democracy, individual rights and free enterprise--they have triumphed all around the world. And yet just as we have won the Cold War abroad, we are losing the battles for economic opportunity and social justice here at home. Now that we have changed the world, it's time to change America.",2988_3,0.229814671,FALSE,,uncertainty,inclusive,FALSE,inclusive
0.426851718,0.573148282,neither,"I don't need to tell you--although I have particular reason to know!--that Averell Harriman is a fighting Democrat. But he has shown us that it isn't enough just to be a fighter. It is what you are fighting for that matters. He is fighting for social justice for individual human beings--for the consumer, the farmer, the small businessman, the worker, the teacher.",1328_10,0.146296563,FALSE,,uncertainty,inclusive,FALSE,neither
0.417986237,0.582013763,neither,"Now, if America could bring down inflation from 12.4 percent to four, then we can bring inflation down from four to 0.0, and we're going to do it. If lowering your tax rates led to the best expansion we've had in thirty years--and it was the key, as I said--then we can lower them again and keep America growing into the twenty-first century. If we could create six million new jobs in twenty-one months and then make it possible for every American--young, old, black, or white--who wants a job to find a job; if our states and municipalities can establish enterprise zones to create economic growth, then we can elect people to Congress who will free our enterprise zones, the federal bill that has been buried in a committee in the House of Representatives for two years--buried there by Speaker Tip O'Neill--and bring it out to the floor for a vote so we can provide hope and opportunity for the most distressed areas of America, whether they be in the cities or rural.",2859_31,0.164027527,FALSE,,uncertainty,inclusive,FALSE,inclusive
0.347411614,0.652588386,neither,"What I am getting at, ladies and gentlemen, is that all of these rights that are given to humans are a single bundle.  Endanger one and you can endanger all.  Included in them, you know, is the right of free speech, the right of free worship, all of those rights that we treasure so much which make America what it is.  I don't think that any man in the steel strike or anywhere else was deliberately trying to break down the Constitution of the United States.  But, we have had a government that has been long in power.  It has grown arrogant, complacent.  It has grown to believe that it is all-powerful, not only in wisdom but in its power to execute.  That is the kind of situation that becomes dangerous, and look what it leads to.",1175_3,0.305176771,FALSE,,uncertainty,inclusive,FALSE,neither
0.762459228,0.237540772,neither,"I share the view that its experience is like that, that Oscar Wilde described as """"Experience is the name that you give to your mistakes.""""  And I must say in the field of foreign and domestic policy, I don't believe that this administration has demonstrated its awareness of how swiftly the world is changing around us, of how hazardous is our present position. Lincoln said 100 years ago, """"This nation cannot exist half slave and half free.""""  Now the question is whether the world will exist half slave and half free, and if it does not, which way it will go?  Will they come with us or with them?  ",1579_15,0.524918457,FALSE,,uncertainty,inclusive,FALSE,neither
0.567616893,0.432383107,neither,"I would say the first thing we must do is to keep clear its spiritual opportunities.  By that I mean its opportunities for the freedom of man's spirit.  We must never allow anything to touch his right to freedom of worship, his right to freedom of speech, his right to a secret vote to express himself.  If we keep that clear, most of the other things will come into line because all of them relate back to it.  For example, economic freedom, or what we sometimes call competitive enterprise, I conceive to be only the economic base of all our other freedoms.  I believe if we would lose the right to free enterprise, the right to earn and save, we would eventually lose all our other freedoms.",1297_2,0.135233787,FALSE,,uncertainty,inclusive,FALSE,neither
0.746154311,0.253845689,neither,"With equal opportunity to all, with special privilege to none--with equal opportunity to all and special privilege to none--we will get this program passed, if God is willing and you will help. There is not even three weeks left. You wouldn't hesitate to give your life to defend your country. Yet your country is never going to need you more than on the November election day.",1948_41,0.492308621,FALSE,,uncertainty,inclusive,FALSE,neither
0.649751369,0.350248631,neither,Do you think Ed Koch would be with me today if he had any doubt on that?  Do you think Steve Solarz and I would work together for over a decade if there were any question about that?  Do you think some of the leading rabbis of almost every aspect of the Hebrew faith would have come out for me as leaders if they had any doubt about that?,2768_7,0.299502739,FALSE,,uncertainty,inclusive,FALSE,inclusive
0.601353045,0.398646955,neither,"I could say to you, too, that my two colleagues in the Senate, Ken Keating and Jack Javits, have done as much as any two men in the whole Congress of the United States in this field.  And now I want to tell you why it's important.  The easy thing, again, would be to say the obvious thing.  It's important because politically there are a lot of people that vote that do not have equality of opportunity.  But, my friends, this is not the reason we do this.  We must see that every American has his equal chance.  With the World Series beginning today we may not all be able to hit home runs, but we're all entitled to our time at bat.  We must see to it that the American people have that equal chance one, because it's right; because the moral and spiritual ideals of this country require it; because America cannot be proud of itself, deep inside, and no American can ever feel right unless we practice what we preach as far as American ideals are concerned.  ",1792_12,0.20270609,FALSE,,uncertainty,inclusive,FALSE,neither
0.335146465,0.664853535,inclusive,"And speaking of floods, I hear that Johnstown is now safe, due to the expenditure of large federal funds during the administration of President Roosevelt. Another problem that we all face is the McCarran Immigration Law. I am sorry to say that this act, which also discriminates unfairly against the people of Southern and Eastern Europe, bears the name of a Democratic senator. As all of you know, this aspect of the law was vigorously opposed by President Truman, and the Congress passed it over his veto, largely with Republican votes, including the votes of Senator Martin of Pennsylvania and Congressman Saylor of your Twenty-Sixth District. Another issue at stake in this campaign is the future prosperity of our nation, on which rests not only our welfare but perhaps the peace of the world. Most of you can remember what happened the last time the Republicans got into power--and if some of you younger people by any chance don't remember, ask your fathers.",1071_3,0.32970707,FALSE,,uncertainty,inclusive,TRUE,
0.480433411,0.519566589,inclusive,"Finally, we must, by scholarships, by loans, and by other means, provide medical education to more students from minority and low-income families and also to more women, and we must encourage young health professionals to train and practice in rural and inner-city areas. In some countries, there has been a dramatic recent shift toward more women becoming medical doctors. This really ought to be done in our own country. And I'll do all I can to help with that.",2400_24,0.039133179,FALSE,,uncertainty,inclusive,TRUE,
0.414823465,0.585176535,inclusive,"I believe we did the right thing in saying that a young girl who was brought here, has gone to school here, and pledged allegiance to our flag, shouldn't suddenly be deported to some country she's never been to. I believe women are very capable of making health care decisions by themselves. That's what I believe. And I believe in a Supreme Court that believes that.",2012-09-28-2012-fundraiser-7_17,0.170353069,FALSE,,uncertainty,inclusive,TRUE,
0.681303969,0.318696031,inclusive,"And it is not just Social Security. Franklin Roosevelt said, """"This generation of Americans has a rendezvous with destiny,"""" and so does this one, so does this one twenty-five years later. It is not only medical care for the aged. It is minimum wage, it is housing for the elderly, public housing. It is all under Social Security. It is an end to racial discrimination. It is the same fight begun by Woodrow Wilson in 1913 and carried on then by the Democratic party since its earliest inception. And anyone who thinks the fight is over, that there are no longer any major issues, that all the things that had to be done in the 1930s or the 1940s and that the only function of government is to be a caretaker, they should vote Republican. But anyone who believes, regardless of their age, anyone who is still young in heart, who looks to the future, not to the past, who sees the unfinished business of this society, they should come with us across a new frontier of this country in 1960.",1489_2,0.362607938,FALSE,,uncertainty,inclusive,TRUE,
0.569342058,0.430657942,inclusive,"Now, freedom is not restricted to the fundamental rights of which we so often speak, including freedom of worship, freedom of speech, freedom of assembly. Your forebears in the labor movement recognized that the industrial revolution had created new problems, requiring a new approach by worker and employer alike--an approach that stressed the equal dignity, the equal responsibility of labor and management. Consequently, your brotherhood stands for freedom to organize, freedom to bargain, freedom to strike, above all, freedom to vote with complete independence--that was one of the first resolutions, I am told, your brotherhood called for seventy-five years ago.",1426_6,0.138684116,FALSE,,uncertainty,inclusive,TRUE,
0.639552187,0.360447813,inclusive,"So let's get it straight here and all in this great assemblage, there are people today who make their basic appeal to the more evil and baser instincts of man--to fear, to racial prejudice, to escapism, to the darker side of the human character. And they are dangerous. And there are others in our society--and they are not these fresh-faced young idealists that we love so much. But there are those who are preaching the same doctrine of disorder and anarchy and they are using totalitarian tactics of the street, the very tactics that brought dictatorship to Europe, that brought Hitler to power.",2042_10,0.279104373,FALSE,,uncertainty,inclusive,TRUE,
0.529946882,0.470053118,inclusive,"You know what his record is. It was only after Americans were brutally shot down by Castro's Castro air force that Bill Clinton was pressured into signing the Helms-Burton Libertad Act--only after that. But almost as soon as he signed it, as Lincoln and Ileana and Connie know, he undermined it. He made it impossible for Americans to use the U.S. courts to defend their confiscated property in Cuba. So this president places a higher premium on his relationship with Castro than on his responsibility to the Cuban-American community. And that will not happen in a Dole administration.",3369_38,0.059893763,FALSE,,uncertainty,inclusive,TRUE,
0.701312848,0.298687152,inclusive,"It is traditional for presidential candidates who come to Springfield, Illinois, to invoke the name of Abraham Lincoln, and I invoked his name the other night, on Monday night, in the so-called debates or discussions, the precedent of which was, of course, the Lincoln-Douglas debates of 102 years ago. I pointed out that in that 102-year-ago discussion that Abraham Lincoln set the issue here in Springfield, a house divided against itself cannot stand. """"I believe this government cannot endure permanently half slave and half free.""""",1566_5,0.402625695,FALSE,,uncertainty,inclusive,TRUE,
0.412371174,0.587628826,inclusive,"Fifty million immigrants came to this country in the last 200 years. Some of the most recent have crawled over walls and under barbed wire and through mine fields, and some of them risked their lives in makeshift boats. And I know that all of them felt as the immigrants of the early part of this century felt. So many of them steamed into New York, and as they would see the approaching skyline and the Statute of Liberty, they'd crowd to the side of the boat and say, """"America! America!"""" And in that word they heard the sound of a new world. In that word they heard everything.",2806_7,0.175257652,FALSE,,uncertainty,inclusive,TRUE,
0.342436996,0.657563004,inclusive,"A century ago, at the time of our Civil War, the American spirit demanded an end to slavery and an end to sectionalism. And so the nation was born again, this time into a deeper unity. At the turn of this century, the American spirit demanded a fair share for all in the fruits of our economic system; trust-busting was born and the labor movement gained momentum.",2171_5,0.315126007,FALSE,,uncertainty,inclusive,TRUE,
0.496206841,0.503793159,inclusive,"But there is much we can do, as much as we have been doing, both at home and abroad. In the first two years of this administration, I have worked hard to build a positive and expanding relationship with the people and the Government of Poland. A powerful motivation for that policy has been the knowledge that for many, many Americans, Poland is the home of their ancestors and their relatives.",2436_5,0.007586319,FALSE,,uncertainty,inclusive,TRUE,
0.735928038,0.264071962,inclusive,"Someday, a duly elected leader from Iraq will be sitting down with the President of the United States talking about peace in the Middle East, and our children and our grandchildren will be better off for it. Extending freedom also means confronting the evil of anti-Semitism. Today I signed the Global Anti-Semitism Review Act of 2004. This law commits the Government to keep a record of anti-Semitic acts throughout the world and also a record of responses to them. This Nation will keep watch and will make sure that the ancient impulse of anti-Semitism never finds a home in the modern world.",2004-10-16-beach-florida-0_57,0.471856075,FALSE,,uncertainty,inclusive,TRUE,
0.49386706,0.50613294,inclusive,"We have a lot of members of our administration here tonight: our Energy Secretary Hazel O'Leary, the Commerce Secretary Mickey Kantor, Assistant Attorney General Deval Patrick--thank you for sticking up for the civil rights of all Americans, Deval--Federal Highway Administrator Rodney Slater, Assistant to the President for Appointments Bob Nash. If you get one, credit me; if you don't, blame him. I'm glad to see my friend, Mayor Dinkins, here tonight. The Director of the Office of Drug Policy Control in the White House, General Barry McCaffrey; former Deputy Chairman of the African National Congress, Walter Susulu is here. Thank you, Walter. And the future Speaker of the House of Representatives is here and we're glad to see him.",3210_3,0.012265879,FALSE,,uncertainty,inclusive,TRUE,
0.761246834,0.238753166,inclusive,You are standing in the middle of a Model Cities project area and you are going to be living in some new housing because I and a lot of other Democrats fought for it--while the Republicans in Congress voted 93 percent against. There is a Job Corps today because Democrats think every American ought to have the right to learn a skill and hold a decent job.  Mr. Nixon wants the Job Corps abolished.  And you know the record when it comes to civil rights.,2134_4,0.522493668,FALSE,,uncertainty,inclusive,TRUE,
0.764921408,0.235078592,inclusive,"There was a great change in our country in 1969 when the Kennedy-Johnson administration ended and the Nixon-Ford administration began. The Congress did not change; the 200 or more million Americans did not change; but the president changed. And the attitude and the consciousness of our government changed, and our country. There was a forgetting of human rights and civil rights, basic human dignity, and a pride in one's own self-respect.",2382_0,0.529842816,FALSE,,uncertainty,inclusive,TRUE,
0.466446254,0.533553746,inclusive,"My general reaction, however, is one of deep concern.  I am deeply troubled at the bitter expressions of anti-Semitism from certain extremists concerning this and related matters.  No facts could justify such behavior.  No cause justifies such insult.",2091_1,0.067107492,FALSE,,uncertainty,inclusive,TRUE,
0.55015883,0.44984117,inclusive,"We know we've got work to do in building our American family. We know there's still too many kids who don't think drugs will kill them. We know that 3,000 children start smoking every day and a thousand will die sooner as a result, even though it's illegal. We know that even though we have removed a lot of assault weapons from our streets and made it harder for criminals to get guns there's still too many completely innocent children being killed. We know that even though we have demonstrated in our administration that you can have diversity and excellence--in my appointments to the Cabinet, to the federal branch and throughout the country--there are still too many people who are literally afraid to deal as equals with people who are different from them. We know that.",3291_21,0.10031766,FALSE,,uncertainty,inclusive,TRUE,
0.312399211,0.687600789,inclusive,"(At this point Governor Ribicoff spoke, and Senator Kennedy spoke further as follows:)  Now I will speak for a while again.  I will close by telling you of a letter which Lincoln wrote in a campaign very much like this, 100 years ago, when the issues were the same.  He wrote to a friend, """"I know there is a God, and I know He hates injustice.  I see the storm coming and I know His hand is in it.  But if He has a place and a part for me, I believe that I am ready.""""  Now, 100 years later, when the issue is still freedom or slavery, we know there is a God and we know He hates injustice.  We see the storm coming, and we know His hand is in it.  But if He has a place and a part for me, I believe that we are ready.  ",1735_8,0.375201577,FALSE,,uncertainty,inclusive,TRUE,
0.317661266,0.682338734,inclusive,"Let me lay it on the line, ladies and gentlemen.  These things did not happen because of Nixon Republicans, did they?  They did not.  It was not Mr. Nixon and his cohorts that fought for aid to education to a child, whether that child goes to public or parochial school.  It was not the Nixon Republicans that gave you Medicare.  It was not the Nixon Republicans that gave you civil rights.",2015_13,0.364677468,FALSE,,uncertainty,inclusive,TRUE,
0.442406498,0.557593502,inclusive,"As we look forward to the beginning of the Jewish High Holidays Sunday night, I want to extend my warmest wishes to all those celebrating the New Year. This is a joyful time for millions of people around the world. But Rosh Hashanah and Yom Kippur are also opportunities for reflection. They represent a chance to take stock of our lives and look forward to the coming year with clear eyes and renewed purpose.",2012-09-13-and-yom-kippur_0,0.115187004,FALSE,,uncertainty,inclusive,TRUE,
0.295205472,0.704794528,inclusive,"Those who believe that they have crushed the Polish spirit with guns and brute force are wrong. They should remember the Polish Home Army and remember that lesson of history: Poland may be temporarily subdued, but the Polish people will never be defeated. It wasn't that long ago when a new force for freedom emerged in Poland, the Solidarity union movement. And four years ago, when I kicked off my campaign, I was joined on the platform in the shadow of the Statue of Liberty by the stepfather of Lech Walesa, a working man with strong arms who emigrated to this country and could speak to us only through an interpreter. He's passed away, I'm sad to say, since that day. But his son lives on, and no matter how they try to suppress it, so does the spirit of Solidarity.",2779_7,0.409589057,FALSE,,uncertainty,inclusive,TRUE,
0.754381084,0.245618916,inclusive,"Well, my friends, I suggest that you read the platforms.  I suggest that you listen to the speeches, and then I suggest that you make up your minds. I don't mean there aren't instances in which you may not like our platform as well as not like the other platform.  As I have indicated on my previous visit to this state, I realize that on the issue of civil rights there are many people in this state, in the South, who do not like our provisions, as they do not like the provisions in the Democratic platform as well.  I have stated my convictions on that issue.  They are well known.  I state them again tonight, not for the purpose of indicating that we are here to preach to the people of the South, because I say, having attended school here for three years, I recognize that this is not just a southern problem--it's a northern problem and an eastern problem and a western problem, and we've all got to solve it together.  But, my friends, I will have only this to say about this issue: I have my convictions, you have yours, but together, we must move forward to solve it.  Move forward to solve it--why?  Well, one great reason is this: We must not continue to have a situation exist where Mr. Khrushchev, a man who has enslaved millions, a man who has slaughtered thousands, is able to come to the United States of America, as he did a couple of days ago, and point the finger at us and say that we are denying rights to our people--and I say that we can and will move together in solving this problem.  With your assistance and with men of good will working together, it can be solved.",1785_6,0.508762169,FALSE,,uncertainty,inclusive,TRUE,
0.218755318,0.781244682,inclusive,"And while the administration was doing nothing to change the immigration laws, it was also stalling on the admission of the 214,000 refugees from tyranny for whom Congress had specifically provided in 1953. Today, thousands of persons, many of them refugees from Communist tyranny, look to America as a place where they might begin a new life of freedom. To them, America now turns a suspicious and unwelcoming face. To change this face, to erase the bigotry and discrimination from our immigration laws, is one of the urgent duties that faces the New America.",1351_14,0.562489363,FALSE,,uncertainty,inclusive,TRUE,
0.756697082,0.243302918,inclusive,"We marched toward those goals with John Kennedy, and then with Lyndon Johnson. And we passed Medicare, and more aid to education than any other administration, and more civil rights legislation, more job training, more opportunity. Democrats did all of this.  And we are mighty proud of this record.",2026_5,0.513394164,FALSE,,uncertainty,inclusive,TRUE,
0.511149949,0.488850051,inclusive,"Now, we--we in the United States, we in this administration, and we on this stage--we believe that the best future for America is one that consists of our saying, you may be different from us, you may even do things we don't think are right; we don't care as long as you believe in the same values that are embodied in the Constitution, you're willing to work, you're willing to be responsible, you're willing to treat your neighbors who are different from you with respect. You can be part of our country, you will be part of our community and you will walk across the bridge to the twenty-first century. And that's important.",3258_14,0.022299899,FALSE,,uncertainty,inclusive,TRUE,
0.666649122,0.333350878,inclusive,"Who are the people who make America? I saw them on the streets today. This is no master race. Americans came from all the continents, from all the religions, from all the countries of the world, and we saw them all today, and that's why we're grateful--and we tap the best creative energies of all the people of the world.",1865_13,0.333298243,FALSE,,uncertainty,inclusive,TRUE,
0.544970173,0.455029827,inclusive,"President Ford does not believe that the Polish people over the long run--whether they are in Poland or whether they are Polish Americans here--will ever condone domination by any foreign force. REPORTER. Mr. President, today, in virtually all of Eastern Europe, does the Soviet Union have military dominance?",2458_2,0.089940347,FALSE,,uncertainty,inclusive,TRUE,
