Predictions_prob_1,Predictions_prob_0,text,speech_par_id,uncertainty,already_annotated,already_sampled,drawn,auth_bb,auth_yl,agree
4.29E-05,0.999957087,"Mr. Carter's platform calls for new government programs that would cost between $100 billion and $200 billion each year. He never puts a price tag on those programs. He just says he will soak the rich, close the loopholes, and everything will be just fine.",2459_4,0.999914173,FALSE,FALSE,random,0,0,1
3.84E-05,0.999961573,"But they're going to pay for it because we're protecting these people. If it weren't for the United States, those countries wouldn't even exist. They'd be gone. The power we have is so enormous, but we have people that don't know what they're doing. We have an incompetent president. We have people that don't know what they're doing.",2016-08-12-arena-erie-pennsylvania_85,0.999923146,FALSE,FALSE,random,0,0,1
0.766891217,0.233108783,Our drive to restore excellence in education reversed a twenty-year decline in the Scholastic Aptitude Test scores. We're going to keep raising those scores and restore American academic excellence second to none. Our crackdown on crime produced the sharpest drop ever in the Crime Index. And we're going to keep cracking down until your families and friends can walk your streets again without being afraid.,2863_28,0.533782434,FALSE,,uncertainty,0,0,1
0.209845326,0.790154674,"Why do we fear Communists?  Why, in the paper this morning, I saw that in the West, there were eighteen new Communists arrested who have all these years apparently succeeded in hiding their identity or at least their connections with that party.  We fear Communism abroad, and we fear its infiltration at home.  Why do we have to do that?  We are not accustomed to the kind of leadership that leaves us bewildered, helpless.  We want to get rid of those people soon. ",1129_5,0.580309347,FALSE,,uncertainty,0,1,0
0.665542387,0.334457613,"The United States condemns in the strongest terms this outrageous and shocking attack. We're working with the Government of Libya to secure our diplomats. I've also directed my administration to increase our security at diplomatic posts around the world. And make no mistake, we will work with the Libyan Government to bring to justice the killers who attacked our people.",2012-09-12-mission-benghazi-libya_2,0.331084773,FALSE,,uncertainty,0,0,1
0.528535505,0.471464495,"And we're going to start with our youngest kids and their families to give them the support that they need. And we're going to take a hard look at what we need to do to make sure every child has the chance to attend good schools with good teachers, no matter what their ZIP code is. And we will reform our criminal justice system from end-to-end. It is wrong, my friends, that black men are far more likely to be stopped by police, charged and sentenced to longer prison terms than white men for the same offenses.",2016-11-03-raleigh-north-carolina_39,0.05707101,FALSE,,uncertainty,0,0,1
0.685966715,0.314033285,"I want to call upon you young people to set the example in this election.  When you see somebody that denies another man the right to speak, I don't care who he is, what his political party, what he says or how he thinks; if he is denied the right to speak by a government, by a mob, or by an unruly group that decides they are going to shout him down, you stand up and say that you, sir, and you, that group, you are the enemy of freedom and we want you to know it.  Point your finger at them and say shame and let them know that they do not represent what this country stands for.  As somebody once said to me, every man and woman has a right to be heard; he does not necessarily have to be taken seriously, but he has a right to be heard.",2036_21,0.37193343,FALSE,,uncertainty,0,0,1
0.557036585,0.442963415,"Let me tell you why.  Because when you're dealing with dictators, my friends, when you're dealing with dictators, the way to war is to give in to their blackmail.  Let me put it in terms all of us will understand.  You go here today and ask the chief of police--I think he's standing right down here in front of me.  You ask the chief of police how he keeps crime under control.  You know what he'll tell you?  He'll tell you that you've got to make it so that crime doesn't pay.  If crime doesn't pay, people don't engage in it.",1844_9,0.11407317,FALSE,,uncertainty,0,0,1
0.729384903,0.270615097,And on this we must agree: There is no speech that justifies mindless violence. There are no words that excuse the killing of innocents. There's no video that justifies an attack on an Embassy. There's no slander that provides an excuse for people to burn a restaurant in Lebanon or destroy a school in Tunis or cause death and destruction in Pakistan.,2012-09-25-york-city-12_17,0.458769805,FALSE,,uncertainty,0,0,1
4.33E-05,0.999956735,"Now, if I could go on from there. In other words, what we're talking about here when you vote on November the 8th is this--you're making a decision. Every day, every housewife here, every homemaker, makes a decision. You go into a grocery store. You buy. You buy one item rather than another because if you buy the first item it means that you're going to be able to balance the family budget--pay the bills.",1866_9,0.99991347,FALSE,FALSE,random,0,0,1
0.203403721,0.796596279,"Thank you.  But you know, by the time my opponent decided that action in Grenada was justified, the students were long since home. After the Sandinista revolution in Nicaragua, he praised it, saying, """"Winds of democratic progress are stirring where they have long been stifled."""" But we know that the Sandinistas immediately began to persecute the genuine believers in democracy, to export terror. They went on to slaughter the Miskito Indians, abuse and deport church leaders, practice anti-Semitism, slander the Pope, and move to kill free speech. Don't you think it's time my opponent stood up, spoke out, and condemned these Sandinista crimes? ",2857_27,0.593192557,FALSE,,uncertainty,0,0,1
4.29E-05,0.999957063,He has been the commander-in-chief. It has been his job to decide. The choices have not been simple or easy.,2043_4,0.999914127,FALSE,FALSE,random,0,0,1
0.265539076,0.734460924,"Fourth, we should increase the payment to the families of public safety officers who are killed in the line of duty. Our police put their lives on the line every day--this is the least we can do. Finally, I'm going to meet with our U.S. attorneys and look closely to make sure they're doing everything possible to give victims and witnesses a fully fair shake under the Victim and Witness Protection Act.",2971_29,0.468921848,FALSE,,uncertainty,0,0,1
0.263138026,0.736861974,"This election comes down to five choices for your family. The first clear choice is the most important because it concerns the security of your family. All progress on every other issue depends on the safety of our citizens. Americans will go to the polls Tuesday in a time of war and ongoing threats. The terrorists who killed thousands of innocent people are still dangerous, and they're determined to strike. The outcome of this election will set the direction of the war against terror. The most solemn duty of the American President is to protect the American people.",2004-10-30-orlando-florida-0_9,0.473723948,FALSE,,uncertainty,0,0,1
0.71436534,0.28563466,"When I'm President, I will bring other nations to our side and train Iraqis so that we can succeed and bring our troops home. As president, I will fight a tougher, smarter, more effective war on terror. We will hunt down, capture, and kill the terrorists wherever they are. I defended this country as a young man and I will defend it as president.",2004-10-29-orlando-florida-2_15,0.428730681,FALSE,,uncertainty,0,0,1
0.318587863,0.681412137,"For example, we have respected the religious practices that are the oldest in our country--the practice of the Native Americans--our Indian people--more than ever before. We have tried to bend over backwards to respect the religious practices of Muslims wherever they live in America--even if the people involved are converts who happen to be in our penal institutions. Everywhere we have tried to work to say, the most important amendment in the Constitution is the first one--freedom of speech, freedom of association, freedom of assembly, and freedom of religion. So all these things--I think it made a difference to America. And that brings me to the point I want to make most strongly. The Mayor has gone over most of our record and there's lots of other stuff that's good, but he did as good a job as I could. I'll just leave that alone.",3259_17,0.362824274,FALSE,,uncertainty,0,0,1
0.207899426,0.792100574,"We passed tough new laws against drug dealers, including the death penalty for drug kingpins. We dramatically increased funds to help our schools keep our kids out of trouble in the first place with Safe and Drug-Free Schools Program. We said to the states, we want you to start drug testing parolees. If people want to be out on the streets, they ought to stay off of drugs. If they're going to get back in trouble, they ought to lose their rights to walk the streets. Don't get any more kids in trouble. Your vote will decide whether we finish this work with tobacco and drugs and gangs or whether we walk back on it.",3264_14,0.584201148,FALSE,,uncertainty,1,1,1
3.88E-05,0.999961244,"I have had a particular point of interest with respect to the accomplishments of you people in New Hampshire.  And with special reference to you of Nashua.  In the course of the development of our industrial fabric in this country, we have had great changes.  We had the industrial revolution, and as it came along there were adaptations necessarily made to the particular genius, the particular situation and the particular populations of the various areas.  Here the thing that has impressed me about Nashua is something that I have been studying lately in connection with certain experts.  It is the adaptability of your people, their readiness to adapt themselves to those changing conditions; specifically, when a great textile industry began to look sick, wasn't doing so well, your adaptability in imparting in its place and substituting for it a number of small businesses. ",1268_2,0.999922489,FALSE,FALSE,random,0,0,1
0.743517339,0.256482661,"New Jersey has shown what can be done at the state level. Under this good governor's leadership, you've added 7,000 prison cells. We must make that kind of crash effort at the federal level--and that's exactly what I propose. The message must be clear: If you commit a crime, you do time.",2971_7,0.487034679,FALSE,,uncertainty,1,1,1
0.2449063,0.7550937,"And I want to talk to you then finally of what I think is the third reality and the third issue before the American people, and that is what kind of a people are we and, ladies and gentlemen--ladies and gentlemen--we occasionally see some demonstrations of what kind of a people we are. If we are not a people that can respect one another, if we are not a people that believe with a passion in the freedom of speech and freedom of assembly and freedom of conscience, and if we are not a people that recognize the right of each and every one of us to have our chance, then, my dear friends, our country is in trouble. And might I say to loud and raucous voices, that you do a disservice to your democracy and to your education by that kind of action.",2097_52,0.510187401,FALSE,,uncertainty,0,0,1
4.23E-05,0.999957721,"I'd like to take a moment to talk about the heartbreak and devastation in Louisiana, a state that is very special to me. We are one nation. When one state hurts, we all hurt – and we must all work together to lift each other up. Working, building, restoring together.",2016-08-18-charlotte-north-carolina_0,0.999915441,FALSE,FALSE,random,0,0,1
5.24E-05,0.999947591,"Certainly for this audience I do not have to spell out the fact that there is no quick cure for every labor dispute.  Nor is the dispensation of favors from high places the easy road to winning strikes once they have begun--as the steel workers recently learned. Injunctions, seizures, and other such devices will not settle the underlying fundamental problems which cause a strike.  Where does the heavy hand of government intervention push us?  It pushes us into the waiting rooms of government officials far removed from the issue.  You can guarantee that men so remote from the problem will know practically nothing about it.",1127_23,0.999895182,FALSE,FALSE,random,0,0,1
0.796626728,0.203373272,"Today, Monday, September 16th, just as happens every other day, thousands, thousands of teenagers will try drugs for the first time. And for many of them, that terrible test will lead over the years--next few years--committing serious offenses, usually some kind of theft, followed by more theft, ending in a turn of violence, a holdup, a mugging, a rape, and a murder. And for most of these young criminals, it will be far more than just one act of violent crime. Crime and violence will become a lifestyle choice, believe it or not.",3312_31,0.593253456,FALSE,,uncertainty,0,0,1
0.668452521,0.331547479,"That is the promise of the First Amendment's guarantees of freedom of religion and separation of church and state, guarantees that my Southern Baptist church traditionally has supported strongly. Our freedom of conscience depends upon mutual respect. Each of us must never forget that, as John Kennedy reminded the Baptist ministers in Houston in 1960, when intolerance is turned loose, and I quote, """"today I may be the victim, but tomorrow it may be you.""""",2997_16,0.336905042,FALSE,,uncertainty,0,0,1
0.21537551,0.78462449,"Because let me make it very clear, that there is no people that need law and order anymore than the poor and the deprived.  They are the greatest victims of lawlessness.  They are the ones who are set upon more often.  They need protection, and there ought to be safe streets and safe neighborhoods.  But may I say that you don't get it by putting bumper stickers on your cars.  You get it by backing your law enforcement agencies, and you get it by being willing to pay the bill.",2118_19,0.569248979,FALSE,,uncertainty,0,0,1
3.96E-05,0.999960408,"Let me turn now to another aspect of this problem. Not only do we have the uncommitted areas of Asia and Africa and parts of Latin America, but we also have the satellite countries of Eastern Europe. And here we have a great tragedy--a great tragedy that has existed since World War II. ",1880_19,0.999920816,FALSE,FALSE,random,0,0,1
0.791748935,0.208251065,"We don't lump people by groups or special interests. And let me add, in the party of Lincoln, there is no room for intolerance and not even a small corner for anti-Semitism or bigotry of any kind. Many people are welcome in our house, but not the bigots.",2771_49,0.583497869,FALSE,,uncertainty,0,0,1
0.546388327,0.453611673,"Take the matter of wire-tapping. The Congress has passed carefully considered and carefully drawn legislation authorizing wire-tapping, with full constitutional safeguards, for the investigation of specific crimes. The three previous U.S. attorneys general not only outlined the need but also sponsored legislation to authorize wire-tapping.",2169_14,0.092776654,FALSE,,uncertainty,0,0,1
0.254028509,0.745971491,"One of the things I--because we have people of different faiths in this room, I want to say something else that I really have cared a great deal about. One of the great honors of my presidency that many people didn't hear about because there wasn't enough controversy associated with it--was to sign a bill called the Religious Freedom Restoration Act. And let me tell you what this bill did. This bill basically says that the federal government cannot interfere with, undermine or weaken the practice of anybody's religion in the United States unless there is some overwhelming reason for it and the public interest cannot be protected in any other way whatsoever.",3259_15,0.491942983,FALSE,,uncertainty,0,0,1
0.288332354,0.711667646,"And as our many and voracious criminals go to bed tonight, at, say, 6:00 in the morning, they had better pray that I lose this election. Because if I win, the lives of violent criminals are going to be hell. During the Reagan administration--during the Reagan administration, we abolished parole at the federal level. In the Dole administration, we will work with the nation's governors to abolish parole for violent criminals all across America.",3301_47,0.423335291,FALSE,,uncertainty,1,1,1
4.14E-05,0.99995863,"I especially want to see Iowa represented by two such fine leaders in the Senate because it was here in Iowa that so many good things began for me. I like to think that an Iowa team in the Senate might be working with a Reagan-Bush Administration putting into action common sense values we all share. Farming is by far the most significant factor in the kind of economic progress Iowa has made. But to Iowans farming is something more than a means of making a living--it is a way of life. It is, in most cases, the center of family life.",2660_2,0.99991726,FALSE,FALSE,random,0,0,1
0.707782787,0.292217213,"My firsthand inspections of our drug abuse enforcement efforts, together with the continuous reports I am receiving on the subject, have convinced me that those responsible for making the arrests, the seizures, and the investigations are doing their part and more. But others farther up the chain of our criminal justice system must also do their part. For the sake of America's children and our young people, we simply cannot tolerate a weak link anywhere in that chain--and this is why I am so distressed by some indications that some judges may now have become such a weak link.",2315_1,0.415565575,FALSE,,uncertainty,0,0,1
0.410557742,0.589442258,"And the final point in this blueprint, working with the governors to stop violent crime and to stop drugs, is to take real and effective federal action to keep guns out of the hands of violent criminals. And let me tell you about it--you don't read a lot about it, the press doesn't get very excited about it, it's called """"Instant Check"""". And I will make implementation of the National Instant Check System a top priority in my administration. Seventeen states already have it, and here's what it is very simply. No one who's been convicted of a serious crime should be able to buy a gun, any gun, a handgun, a shotgun, a rifle, any gun. And there are about eight categories already in the law. If you have a dishonorable discharge, if you're a convicted felon, if you're adjudicated mentally insane, and the categories go on.",3312_58,0.178884516,FALSE,,uncertainty,0,0,1
0.479651178,0.520348822,"Our popular culture has a duty to the fragile world of children. Free expression does not require the destruction of our children's character. They must stop the commercialization of drug abuse. Stop the glorification of slow suicide. Not because they are frightened of public outrage, but because they are responsible adults with duties and standards.",3315_14,0.040697643,FALSE,,uncertainty,0,0,1
0.790336212,0.209663788,His administration has waged war not on crime but on crime-control programs. They tried to wipe out the juvenile assistance program.  They tried to eliminate the office of juvenile justice and delinquency prevention.  And they even tried to kill the program that helps state and local governments track down drug pushers.,2908_6,0.580672424,FALSE,,uncertainty,0,0,1
0.464258629,0.535741371,"First, I will build a stronger, smarter military and intelligence capability to capture or kill our enemies. As president, I will expand our Army by 40,000 troops so that we have more soldiers to find and fight the enemy. I will double our Army Special Forces capacity. And we will accelerate the development and deployment of new technologies to track down and bring down terrorists.",2004-09-24-temple-university-philadelphia_19,0.071482742,FALSE,,uncertainty,0,0,1
0.501573602,0.498426398,"We've gone after these deadbeat dads; we're going to keep after them. And yes, I don't care what the liberal elite says, family is important. Family values are important. And we need to help all families, single parents, whatever it is. But we need to help them by getting crime out of our areas. We've got to have better crime legislation. We better get some that supports the police and some that has more compassion for the victims of crime and a little less for the criminals.",3181_20,0.003147204,FALSE,,uncertainty,1,1,1
0.781065866,0.218934134,"And in my view on day one, on January 20th in 1997, Bob Dole and Jack Kemp are going to start a war on drugs, and we're going to make it pay, and we're going to stop drugs at the border if necessary. And I've spoken to the National Guard, and they're willing to accept the mission. We will stop drugs before they come into America, and that's the best way for prevention.",3308_24,0.562131732,FALSE,,uncertainty,0,0,1
0.36527521,0.63472479,"In California, a 64-yeard old Air Force Veteran, Marilyn Pharis, was sexually assaulted and beaten to death with a hammer. Her killer had been arrested on multiple occasions, but was never deported. Also in California, my good friend, Jamiel Shaw, lost his amazing son at the age of 17 – he was viciously shot and killed by an illegal immigrant with three gun charges, as well as battery of a police officer – but despite these previous crimes, he had not been deported.",2016-10-04-prescott-valley-arizona_32,0.269449579,FALSE,,uncertainty,1,1,1
0.312119221,0.687880779,"America was shocked to its core when our police officers in Dallas were so brutally executed. In the days after Dallas, we have seen continued threats and violence against our law enforcement officials. Law officers have been shot or killed in recent days in Georgia, Missouri, Wisconsin, Kansas, Michigan and Tennessee.",2016-07-21-national-convention-cleveland_32,0.375761558,FALSE,,uncertainty,0,0,1
0.799342597,0.200657403,"This is real progress, not just because of the statistics but because Americans are beginning to feel safer in their own neighborhoods and on the streets of our cities. The role of the federal government in law enforcement is limited. We do not have a national police force, and we don't want one. But the federal government can serve as a model for law enforcement efforts at the state and local level. My administration is setting a good example.",2526_2,0.598685194,FALSE,,uncertainty,0,0,1
0.718503582,0.281496418,"You know, Barbara and I talk about family values. One family value is that a family ought to be able to grow up in a neighborhood free of crime and drugs. And I back our police officers. I don't want some left-wing judges appointed to the Supreme Court who don't care about the victims of crime and spend all their time worrying about the criminals. Let's turn it around. Let's have more compassion for the victims and less for the criminals.",3166_17,0.437007164,FALSE,,uncertainty,1,1,1
0.486758222,0.513241778,"And here they are: Number one, I want to strengthen the laws dealing with sexual and domestic violence. It's bad enough when a woman is brutally attacked in the first place. Then she takes the stand for testimony and gets attacked by some clever lawyers. I say that's two attacks too many. So we're going to go after tightening up these laws.",3161_16,0.026483555,FALSE,,uncertainty,0,0,1
0.620327613,0.379672387,"We face a fundamental choice in this election – the choice of a lifetime – and a choice that couldn't be clearer. I believe that we need a President who defends America and fights for the middle class. When I am President, we will make a fresh start in Iraq to bring our allies to our side and train the Iraqis so that we can succeed and bring our troops home. I will fight a tougher, smarter, more effective war on terror. We will hunt down, capture, and kill the terrorists wherever they are.",2004-10-21-columbus-ohio-9_2,0.240655226,FALSE,,uncertainty,0,0,1
4.01E-05,0.999959926,"So you say, thank you, God, for giving us this burden. If we can meet this challenge, there is no country better positioned for the twenty-first century than the United States, because it's going to be a global society and we've got somebody from everybody here already--from everywhere. So I say to you, when I talk about opening the doors of college education to all, or hooking up every classroom in America to the Information Superhighway so that children will be talking to each other in the poorest school districts and the richest and the most middle class in America--they'll be talking to kids halfway around the world in Africa and Asia and the Middle East, in Europe by e-mail before you know it. We'll have for the first time in American history--all of our children will have access to the same information in the same time and the same way. All those things--every one of these issues you have to think about this is a way to let people live up to the fullest of their God-given potential and to live by our values.",3259_26,0.999919852,FALSE,FALSE,random,0,0,1
0.778994425,0.221005575,"My fellow Americans, there is not a single dispute that we have, not a difference that we have amongst us, no problem that is in our midst, not one of them will be solved by taking our problems into the streets.  Not one of them will be solved; not one of those problems will be solved by violence and disorder.  We cannot tolerate that.",2014_8,0.55798885,FALSE,,uncertainty,0,0,1
4.08E-05,0.999959178,"Now, in the closing weeks of this campaign, Governor Romney has been using all his formidable talents as a salesman—[Laughter]—to dress up the very same policies that failed our country so badly, the very same policies we've been cleaning up after these last 4 years, and he's offering them up as change. He's saying he's the candidate of change. Now——",2012-11-01-rally-boulder-colorado_23,0.999918357,FALSE,FALSE,random,0,0,1
0.20032721,0.79967279,"Good morning. In the debate on Thursday night, I laid out my plan to win the war in Iraq and bring our troops home. I also stated clearly that as president, I will focus on the real enemy of 9-11 – Osama bin Laden and the al Qaeda network. And I will hunt down, capture and kill the terrorists before they get us.",2004-10-02-orlando-florida-4_0,0.59934558,FALSE,,uncertainty,0,0,1
0.382056021,0.617943979,"You remember that those people were--well, I want to be generous--they felt so strongly that they wouldn't even let their Republican Governor Rockefeller speak at the convention. They booed him down. They talk about the Constitution and free speech, and freedom to assemble, and then they come to our meetings and don't want us to talk.",1984_10,0.235887958,FALSE,,uncertainty,0,0,1
0.000205624,0.999794376,"But we are getting down to the home stretch, and so let me talk this morning about government's first and foremost domestic responsibility, function, and that is to protect every citizen at home and on the street. Let me start with a story that most of the domestic chiefs have heard about, probably the kind of story you hear about every day, but one that just sickened Barbara and me when we saw it on the news. I believe it was almost a month ago. In broad daylight, in a neighborhood near Washington, D.C., a woman was forced from her car at a stop sign by two men, who then drove off. But the woman got tangled in her seatbelt outside the car. Or maybe she hung on. What mother wouldn't? You see, her baby was locked inside. And that woman was dragged almost two miles before the thieves crushed her to death against a fence. And then they tossed her little baby out by the roadside, like some kind of a piece of trash. And I know that on this special Sunday in this special audience I am preaching to the choir, but this sort of thing must provoke outrage. People who act like animals have no place in decent society, and they should go to jail and stay in jail. I strongly support you and your effort to do just that.",3161_3,0.999588752,FALSE,FALSE,random,1,1,1
4.43E-05,0.999955672,"I am very proud to have at my side today the governor of South Carolina, Carroll Campbell, one of the outstanding governors in the entire United States. I'm glad he's here, and of course, my friend and supporter in the Senate, Strom Thurmond. I'll tell you, he does a great job for this country. May I thank Brooks Coleman, our master of ceremonies. And may I salute the world's best First Lady, Barbara Bush. I'm proud she's out here today.",3147_2,0.999911345,FALSE,FALSE,random,0,0,1
4.01E-05,0.999959879,"All across this country people ask me what we should do now. Every step of the way, from the time I first spoke about this in the Senate, I have set out specific recommendations about how we should and should not proceed. But over and over, when this administration has been presented with a reasonable alternative, they have rejected it and gone their own way. This is stubborn incompetence.",2004-09-20-new-york-university_47,0.999919758,FALSE,FALSE,random,0,0,1
0.376680621,0.623319379,"In California, a 64-years old Air Force Veteran, Marilyn Pharis, was sexually assaulted and beaten to death with a hammer. Her killer had been arrested on multiple occasions, but was never deported. Also in California, my good friend, Jamiel Shaw, lost his amazing son at the age of 17 – he was viciously shot and killed by an illegal immigrant. The killer had 3 gun charges, as well as battery of a police officer, prior to the shooting but he had not been deported from our country.",2016-10-05-pavilion-henderson-nevada_31,0.246638758,FALSE,,uncertainty,1,1,1
0.772735587,0.227264413,"A nation's greatness is measured not just by its gross national product or military power, but by the strength of its devotion to the principles and values that bind its people and define their character. Our civil rights--on that subject, we are enforcing the law with new determination. Since we took office, the Justice Department has filed more criminal charges on civil rights violations, brought more violators to trial, and achieved more civil rights convictions than anyone before us. I've said this before, and I'll say it again: As president, I will continue to enforce civil rights to the fullest extent of the law.",2853_4,0.545471173,FALSE,,uncertainty,0,0,1
0.622605787,0.377394213,"We must respond to the suffering of all the victims of crime in our society. Consider the great emphasis is now placed on the rights of the accused. We must pay more attention to the rights of the victim of crime. I am shocked; I am angered that our older and least advantaged citizens are too often brutally victimized day after day after day. It is equally shocking that the Congress has failed to act on my proposal to provide compensation for the victims of federal crime. I have urged that similar action be taken by state governments. Seventeen states have enacted crime compensation legislation, and a number of others are considering such statutes.",2443_2,0.245211575,FALSE,,uncertainty,0,0,1
0.536986555,0.463013445,"Combating international terrorism Let us turn now to the need for the United States to assume a leadership role in curbing the spread of international terrorism. In sharing the outrage against terrorism, I will direct the resources of my administration against this scourge of civilization and toward expansion of our cooperation with other nations in combating terrorism in its many forms. Terrorists seek to undermine, paralyze and, finally, destroy democratic governments. Israel has long been the victim of the most wanton acts of terrorism. Our allies in Europe and elsewhere have experienced terrorism with increasing frequency.",2692_43,0.073973109,FALSE,,uncertainty,0,0,1
0.308938207,0.691061793,"A couple of other things. Secondly is that in this different kind of war, it is important to send clear and understandable messages, such as, """"If you harbor a terrorist, you're just as guilty as the terrorist."""" See, it's one thing to go after the terrorist networks, which we'll continue to do, but we also got to go after those people who harbor them and support them. And that's what I meant when I told the Taliban to get rid of Al Qaida or face serious consequences. They didn't listen, and they're no longer in power.",2004-10-12-paradise-valley-arizona_24,0.382123586,FALSE,,uncertainty,0,0,1
0.42317364,0.57682636,"We're tackling each one of these issues, each one of these problems, with a new approach that we call """"Weed and Seed."""" """"Weed and Seed"""" is not so much a new spending program as a whole new method of operating. Let me tell you how it works. As the first step, federal, state, and local enforcement officers concentrate their efforts on neighborhoods like this one. Working with you, the community, they """"weed"""" out the gangs, the criminals, and the crack-heads and the drug dealers. As the streets are reclaimed from the criminals, community policing is put in place to help hold every inch of the ground that we've taken. Police commanders attend community meetings; officers patrol neighborhoods on foot; and residents feel safe knowing who is on the beat in their area.",3119_14,0.153652719,FALSE,,uncertainty,1,1,1
0.579313817,0.420686183,"Over the last few months, no single case has received as much notoriety as that of Willie Horton. That case has come to symbolize and represent--accurately, I believe--the misguided outlook of my opponent when it comes to crime. Yes, it is only one case. There are many others. And they continue--just this week, a Massachusetts inmate, serving time for armed robbery, was caught again, while out on furlough, breaking into a woman's home and threatening her with murder. According to the local district attorney, it was the third time this year, in just that one county that a prisoner has been arrested while on furlough or early release. """"The police,"""" said the district attorney, """"are even more upset than we are, and the victims can't understand what is going on.""""",2970_9,0.158627634,FALSE,,uncertainty,1,0,0
