Predictions_prob_1,Predictions_prob_0,text,speech_par_id,uncertainty,already_annotated,already_sampled,drawn,label_yl,label_bb,note_bb
3.04E-05,0.999969564,"Mr. Powell, many thanks; Governor, Congressman Gray, Senator Douglas, Otto Kerner, the next governor, ladies and gentlemen, I am very grateful to the President and the trustees of South Illinois University for their generosity in having us here today, and I am glad to see so many students who are also participating in the profession of politics.  Prince Bismarck once said that one-third of the students of German universities broke down from overwork, another third broke down from dissipation, and the other third ruled Germany.  I do not know which third of the student body we have here today at Southern Illinois University, but I am confident I am talking to the future rulers of America in the sense that all future men and women have an opportunity and an obligation to participate in the discipline of self-government.  I come here as the Democratic candidate for the office of the president, and it is my hope that this campaign will serve a useful national function.  My responsibility and the responsibility of the Democratic candidates is to present alternative courses of action to our present policy so that the people can make a clear choice, can make a judgment as to what they want their country to be, as to which direction they want their country to go.",1565_0,0.999939128,FALSE,FALSE,random,0,0, 
4.35E-05,0.999956475,"There is only one way to get rid of that mess:  that is to get rid of the wasters, the bunglers, the incompetents and the boss politicians who have created it. When I say, get rid of them, I do not mean by any minor operation or any process of face-lifting.  What Washington is in need of is the full treatment.  What Washington is in need of is not new administrators of the policies of the old administration, but a new administration with new policies.",1101_2,0.999912951,FALSE,FALSE,random,0,0, 
0.831347912,0.168652088,"By way of excuse, the present administration places the blame on poverty. But poverty is only one contributing factor. During the Depression the crime rate was at an all-time low. Today we are richer than ever before and our wealth is more widely distributed than in any other country. And we have more crime and violence than ever before. There is crime in the suburb as well as in the slum. If poverty were eliminated tomorrow the violent and the criminal and the depraved would not disappear.",2169_8,0.662695824,FALSE,,uncertainty,0,0, 
0.100894086,0.899105914,No American should consider this level of crime acceptable. Every American has the right to live in safety and peace. A Trump Administration is going to restore law and order.,2016-08-23-arena-austin-texas_6,0.798211829,FALSE,,uncertainty,0,0, 
3.30E-05,0.999967004,"In one week, you can choose policies that invest in our middle-class, create new jobs, and grow this economy from the bottom-up so that everyone has a chance to succeed; from the CEO to the secretary and the janitor; from the factory owner to the men and women who work on its floor. In one week, you can put an end to the politics that would divide a nation just to win an election; that tries to pit region against region, city against town, Republican against Democrat; that asks us to fear at a time when we need hope. In one week, at this defining moment in history, you can give this country the change we need.",2008-10-27-campaign-closing-argument_1,0.999934007,FALSE,FALSE,random,0,0, 
3.27E-05,0.999967259,"But I think the good news is that the debates finally allowed Republicans to unite around their candidate. The bad news is, it's Mike Pence. And it's been a long, long campaign. That should be one of our highest priorities, shortening the campaigns.",2016-10-20-the-waldorf-astoria_20,0.999934519,FALSE,FALSE,random,0,0, 
3.09E-05,0.999969118,"That tax bill put $12 billion back in the people's pockets and in the companies' pockets that we have used to provide extra jobs and expenditures. But there were fifty other bills besides the tax bill on President Kennedy's list. Of those fifty-one bills--last Friday night I sat there in the White House and looked at them--we passed every single one of the fifty-one in the Senate of the United States. We passed most of them in the House of Representatives, all but two or three.",1928_30,0.999938235,FALSE,FALSE,random,0,0, 
0.049882971,0.950117029,"To you—their families and colleagues—to all Americans, know this: Their sacrifice will never be forgotten. We will bring to justice those who took them from us. We will stand fast against the violence on our diplomatic missions. We will continue to do everything in our power to protect Americans serving overseas, whether that means increasing security at our diplomatic posts, working with host countries, which have an obligation to provide security, and making it clear that justice will come to those who harm Americans.",2012-09-14-mission-benghazi-libya_9,0.900234059,FALSE,,uncertainty,0,0, 
0.377404401,0.622595599,"There are more than 2 million criminal aliens with convictions in the country right now, and many more criminal illegal immigrants who have committed severe offenses but escaped the law entirely – when I am President, we are getting them out, and we are getting them out quickly. At the same time, our country is being infiltrated by terrorists. Hundreds of immigrants from high-risk regions have been implicated in terrorism inside the United States since 9/11.",2016-10-05-center-reno-nevada_23,0.245191197,FALSE,,uncertainty,1,1, 
0.067195772,0.932804228,"That's why my crime bill calls for a federal death penalty for cop killers. It will go into law if Congress gets around to voting on it, and I believe they will. There's going to be a lot of new members of Congress this time, the one institution that hasn't changed for thirty-eight years. We need to clean House. While it won't bring back the six brave police officers who were killed across the nation just in the past few weeks, at least it will take the animals off the street who commit the ultimate horror by gunning down the heroes in blue.",3137_13,0.865608455,FALSE,,uncertainty,1,1, 
0.972389723,0.027610277,"--No deportation of visa overstays --Expanding catch-and-release on the border --Expanding President Obama's unconstitutional executive amnesty, including instant work permits for millions of illegal workers",2016-10-17-bay-wisconsin-0_27,0.944779446,FALSE,,uncertainty,1,1, 
0.78551935,0.21448065,"So Hillary thinks most of the country is either deplorable, irredeemable, un-American, racist, or basement dwellers supporting Bernie Sanders. Hillary's plan includes an open border with the Middle East – meaning generations of radicalism and terrorism spreading and growing within our shores. So let me state this as clearly as I can. If I'm elected President I am going to keep Radical Islamic Terrorists out of our country.",2016-10-17-bay-wisconsin-0_23,0.571038699,FALSE,,uncertainty,0,0, 
0.872183208,0.127816792,"But may I say most respectfully, particularly to some who have spoken before, the answer lies in reasoned, effective action by state, local and Federal authority.  The answer does not lie in an attack on our courts, our laws or our attorney general.   We do not want a police state, but we need a state of law and order.",1995_32,0.744366415,FALSE,,uncertainty,0,0, 
0.652417817,0.347582183,And I'll fight to make every school in this nation drug free and gun free. I believe in the right of sportsmen and hunters and law-abiding citizens to own firearms. But I want mandatory background checks to keep guns away from criminals and mandatory child-safety locks to protect our children.,2000-08-17-national-convention-los_69,0.304835634,FALSE,,uncertainty,0,0, 
3.09E-05,0.999969116,"For 8 years, we had a President who shared these beliefs, a guy named Bill Clinton. And so our beliefs were put to the test. His economic plan asked the wealthiest Americans to pay a little bit more so we could continue to invest in our people, continue to invest in ideas and innovation, invest in our infrastructure. And at the time, the Republican Congress and a Senate candidate by the name of Mitt Romney——",2012-11-02-campaign-rally-springfield_13,0.999938232,FALSE,FALSE,random,0,0, 
0.0409401,0.9590599,"The main victims of these riots are law-abiding African-American citizens living in these neighborhoods. It is their jobs, their homes, their schools and communities which will suffer as a result. There is no compassion in tolerating lawless conduct. Crime and violence is an attack on the poor, and will never be accepted in a Trump Administration.",2016-08-16-west-bend-wisconsin_3,0.918119801,FALSE,,uncertainty,1,1, 
0.873735327,0.126264673,"We despise Communism with an intensity which makes us grim with hatred toward those who gnaw at the vitals of democracy at home and abroad. On this the Republican candidate, too, has spoken loudly--and frequently. But the issue is not whether Communism is evil. The issue is what we are going to do about it. On that, the Republican candidate is silent. He is always against something. But what is he for? He's for driving Communists out of government. Well, who isn't? I have not heard about anyone running on a """"more Communists in government"""" ticket.",965_19,0.747470655,FALSE,,uncertainty,0,0, 
0.18596367,0.81403633,"My friends, economic strength is one measure of national security, and it is one test of presidential leadership. Standing up to international terrorism is another.  My position is clear.  America must never make, and in a Dukakis Administration, we will NOT make any concessions to terrorists--ever.  We will not sell arms to terrorists--ever.  And we will use the full power of America's military and intelligence forces to protect our citizens; to deter and apprehend terrorists; and to take action against terrorist base camps whenever and wherever they pose an imminent threat to the safety of our people.",2894_8,0.628072659,FALSE,,uncertainty,0,0, 
0.967052949,0.032947051,"But, in addition, we have some other problems. We will do a better job in the next four years in making certain that the victims of crime are protected and that the criminal goes to jail. We will do a better job to help our older people, who have earned our respect and our support. We will do a better job in meeting some of the problems of our major metropolitan areas.",2546_4,0.934105898,FALSE,,uncertainty,1,1, 
0.454750432,0.545249568,"We are going to shut down the Sanctuary Cities that have led to the preventable deaths of so many. Cases like Kate Steinle, murdered in San Francisco by a 5-time deported illegal immigrant. Or cases like Sarah Root, killed by an illegal immigrant released at the border by President Obama – and then released again after the killing.",2016-10-03-center-pueblo-colorado_37,0.090499137,FALSE,,uncertainty,1,1, 
0.461125761,0.538874239,6. We must provide more help for our courts to ensure better administration and to simplify their procedures. 7. We must permit law enforcement agencies to concentrate on serious and violent crimes.,2394_22,0.077748478,FALSE,,uncertainty,0,0, 
0.941939808,0.058060192,"I imagine it would be hard to find a family in America that would disagree with those two statements.  They are no more than plain, old fashioned common sense. But there are some--and I would list my opponent among them--who have wandered far off the clear-cut path of common sense and have become lost in the thickets of liberal sociology.  Just as, when it comes to foreign policy, they """"Always Blame America First,"""" when it comes to crime and criminals, they always seem to """"Blame Society First.""""",2969_4,0.883879617,FALSE,,uncertainty,0,0, 
0.932037587,0.067962413,"Hello, I'm Bob Dole. I'm joined today by Michigan Governor John Engler to talk with you about one of the greatest threats facing our communities in our country, the epidemic of drugs and violent crime. The statistics are truly staggering. In 1994, the American people were victimized by more than forty-two million crimes, including nearly eleven million--eleven million--violent crimes many committed by convicted criminals who were released from prison before their sentence was up.",3310_0,0.864075173,FALSE,,uncertainty,0,0, 
0.798113077,0.201886923,"There is another major policy announcement I would like to make today. Every year, countless American lives are lost to Sanctuary Cities. My opponent strongly supports Sanctuary Cities, like the ones that got Kate Steinle killed by a five-time deported criminal illegal immigrant.",2016-10-20-fairgrounds-delaware-ohio_30,0.596226154,FALSE,,uncertainty,1,1, 
0.043753488,0.956246512,"In this case the federal government, through the federal prison system, I think could set a remarkably good example, and I believe should. And then I should go further. I believe too that in terms of organized crime, organized crime which cuts across state lines, that here the federal government has a primary interest. It has a primary interest, for example, in organized crime as it deals with the problem of narcotics, covering the borders. That's why I would of course step up what we do there.",2176_31,0.912493024,FALSE,,uncertainty,0,0, 
0.581950753,0.418049247,"I know it's a tough call for some, but I believe that the death penalty is a fair and just punishment for crimes of extraordinary cruelty and violence, particularly involving the death of police officers. My opponent does not. I would like for our children to have the right to say a voluntary prayer or observe a moment of silence in the schools. My opponent disagrees.",2985_7,0.163901506,FALSE,,uncertainty,1,1, 
0.831538535,0.168461465,"Last evening, I talked about Communists in government.  I was over in Milwaukee.  I tried to point to the danger that we are in, a danger that can grow if we are too complacent, if we are not watchful.  Ladies and gentlemen, I equally wanted to emphasize this point:  when we go after corruption or Communists or anything else in our country, we do it in the American way.  We respect every citizen in America.  We respect his rights and his privileges.  We respect his equality before the law.  If we do not do that we endanger our own rights.  So I expressed the conviction then, which I should like again to express here, that we can in this country eliminate these Communists from our economic and particularly our governmental life, and we can do it justly and fairly and in full observance of the American system of justice.",1195_2,0.66307707,FALSE,,uncertainty,0,1,McCarthyism
0.550180975,0.449819025,"Pew polling shows that in many of the countries from which we draw large number of immigrants--extreme views about religion such death penalty--and for those who are involved--the death penalty is very, very common if you don't have the faith that they demand you have. A Trump administration will establish a clear principle that will govern all decisions pertaining to immigration, and we will be tough, and we will be even extreme. We should only admit into this country those who share our values and respect our people. In the Cold War, we had an ideological screening test. The time is overdue to develop a new screening test for the threats we face today. I call it extreme vetting. I call it extreme--extreme vetting.",2016-08-15-university-youngstown-ohio_47,0.10036195,FALSE,,uncertainty,1,1, 
0.894448334,0.105551666,"My fellow Democrats and my fellow Americans, I happen to think the people of this country are watching, waiting to see whether or not we tolerate the kind of abuse, the kind of violence, the kind of disrespect for the law and for the rights of others that we see all too often.  And if a member of this party that seeks high office condones either violence or the abuse of democratic rights, he is unworthy of public trust.  And I want it very clear, as I tried to say a little earlier, I have all of my life been one who tried to see the other fellow's point of view.  I have tried to be one that believed that in the debate and discussion, and through the processes of democratic procedure, we could solve our difficulties.  But I have studied the history of this century and I must say in candor that when I see people and hear people who believe that free speech belongs only to them, that the freedom of assembly is only theirs, and that the right to complain is only theirs, I say to you that those are the signs of danger.",2039_25,0.788896667,FALSE,,uncertainty,0,0, 
0.854614379,0.145385621,"On immigration, we will temporarily suspend immigration from any place where adequate screening cannot be performed. All applicants for immigration will be vetted for ties to radical ideology, and we will screen out anyone who doesn't share our values and love our people. Anyone who believes Sharia law supplants American law will not be given an immigrant visa. If you want to join our society, then you must embrace our society, our values and our tolerant way of life. Those who believe in oppressing women, gays, Hispanics, African-Americans and people of different faiths are not welcome to join our country.",2016-08-18-charlotte-north-carolina_40,0.709228757,FALSE,,uncertainty,1,1, 
0.043933604,0.956066396,Lloyd Bentsen and I will stand up for American values.  We won't be doing business with drug peddlers.  We won't be selling arms to terrorists.  We won't line the pockets of dishonest defense contractors.  We won't cut sweetheart deals with polluters.  We won't let anyone we appoint to public office come back and lobby our Administration as long as I'm president of the United States.  And we will never exploit human tragedy for cynical political purposes.,2922_20,0.912132792,FALSE,,uncertainty,0,0, 
0.028822196,0.971177804,"We read about the importance of addressing the grievances that are the so-called root causes of terrorism. But it's my view that we cannot have an effective policy against terrorism if our leaders are lost in moral confusion. Focusing sympathetically on the political """"cause"""" of the terrorists is exactly the wrong thing to do. It rewards terrorism when we should be penalizing it. The essence of our policy should be an unshakable commitment not to allow terrorists to convert their crimes into diplomatic or political capital.",3303_25,0.942355608,FALSE,,uncertainty,0,0, 
0.452896833,0.547103167,"This is your home and your community and the place your children play. You deserve to be safe here. It pains me to say that every day we're being forced to learn a new vocabulary for crime. Back in Washington we've had a wave of what they now call """"carjackings,"""" where a criminal steals a car, not when it's parked but when you're sitting in a parking lot or waiting at a red light.",3119_17,0.094206334,FALSE,,uncertainty,0,0, 
0.968115186,0.031884814,"We must continue cracking down on crime. We say with no hesitation, """"Yes, there are such things as right and wrong. And yes, for hardened criminals preying on our society, punishment must be swift and sure."""" In 1980 the crime rate was rising. Last year reported crime dropped seven percent. That's the steepest decline since 1960. And I'm pleased to learn that Iowans have made a particular effort to seize the initiative in combating crime. You've established a crime prevention Citizen's Watch program in every one of your counties. That's an accomplishment that few states can match.",2793_17,0.936230373,FALSE,,uncertainty,1,1, 
0.969488763,0.030511237,"He told me that what had happened is that just two days ago a policeman, in the line of duty, trying to apprehend a criminal--who proved to be a criminal, certainly, by his actions in killing the policeman--was murdered. As a result, the town, of course, was paying its respects to that man of the law. I just want to say this as I stand here in the presence of the United States Secret Service, people from the sheriff's department, and people in the police department: I just talked to a couple of the men in your Police department, the sheriff's department. I said, """"How do you like your job?"""" They said, """"We like it fine.""""",2346_1,0.938977526,FALSE,,uncertainty,0,0, 
0.589850883,0.410149117,"We are going to build a border wall, enforce our laws, and keep Radical Islamic Terrorists out of our country. We are also going to end the government corruption Hillary Clinton put her emails on an illegal secret server open to foreign hacking. Then she bleached and destroyed 33,000 emails – after a congressional subpoena. She lied to Congress, under oath, and her staffers took the Fifth Amendment and got immunity deals.",2016-10-05-center-reno-nevada_26,0.179701767,FALSE,,uncertainty,1,1, 
0.956575496,0.043424504,"Now I think the Republican leaders know this. Yet I hear them attack corruption as if there wasn't a single honest federal employee and then go on to say that I am indebted to someone, that I would have no freedom, and that I could do nothing if I found dishonesty.  On this subject I want to say, as I've said many times before, that corruption in public office is treason and it's treason to Democrats as well as to the Republicans. Any crooks that I can find in the government will be exposed and punished as ruthlessly as I've done it in Illinois--Republicans and Democrats alike. ",907_23,0.913150992,FALSE,,uncertainty,1,1, 
0.970721198,0.029278802,"Another victim is Kate Steinle, gunned down in the Sanctuary City of San Francisco by an illegal immigrant deported five previous times. Then there is the case of 90 year-old Earl Olander, who was brutally beaten and left to bleed to death in his home. The perpetrators were illegal immigrants with criminal records who did not meet the Obama Administration's priorities for removal.",2016-10-04-prescott-valley-arizona_31,0.941442396,FALSE,,uncertainty,1,1, 
3.22E-05,0.999967834,"I believe that we shall achieve not only a higher standard of living, but also a higher standard of life. Never forget this: There is little we Americans cannot do if only we can imagine ourselves wanting to do it. Power alone is not enough, nor is faith alone equal to the task.",1003_42,0.999935668,FALSE,FALSE,random,0,0, 
0.72383432,0.27616568,"Referring to the PLO, let me say that the United States will never recognize nor negotiate with the PLO as long as it refuses to recognize Israel's right to exist and refuses to accept United nations Resolution 242 as a basis for Mideast peace. The United States does not deal with organizations which try to accomplish their objectives by means of terrorism. Terrorism is a crime against decency and humanity. We condemn it wherever it occurs, either on the streets of Paris or on the streets of Jerusalem, whether those responsible are neo-Nazis or members of the PLO.",2618_19,0.44766864,FALSE,,uncertainty,0,0, 
0.046861786,0.953138214,"So we must place the responsibility, and we must be honest and clear. The blame lies with two Arab governments--Egypt and Lebanon. Egypt has bestowed its blessing on indiscriminate terrorism as an instrument of its own foreign policy. In November 1971, four members of the same Black September gang that boasts responsibility for the Olympic killings murdered the Foreign Minister of Jordan. The Egyptian state prosecutor announced that the assassination was justified, and the four confessed murderers were released on bail and freed to return home. Can anyone doubt that they have resumed their terrorist savagery?",2214_3,0.906276429,FALSE,,uncertainty,0,0, 
0.956348659,0.043651341,"General Barry McCaffrey, the four-star General who led our fight against drugs in Latin America, now leads our crusade against drugs at home--stopping more drugs at our borders, cracking down on those who sell them and, most important of all, pursuing a national antidrug strategy whose primary aim is to turn our children away from drugs. I call on Congress to give him every cent of funding we have requested for this strategy, and to do it now. There is more we will do. We should say to parolees, we will test you for drugs; if you go back on them we will send you back to jail. We will say to gangs, we will break you with the same anti-racketeering law we used to put mob bosses in jail; you're not going to kill our kids anymore or turn them into murderers before they're teenagers.",3190_49,0.912697318,FALSE,,uncertainty,1,1, 
0.706577674,0.293422326,"Yes, I say it is an American country and I intend to talk to you as a fellow American, and I intend to talk to you about the kind of an America that we need. Now, there are forces abroad in this land, dangerous forces, that are striving to divide us and striving to embitter our people.  There are radical extremists of the Right, of the Left, of the white, of the black, demagogues who preach fear, violence, hate, and division.  And I call upon the American people, no matter who you are or where you live, to reject these extremists, to let them know you want no part of them.  Turn them away, my friends. ",2046_19,0.413155348,FALSE,,uncertainty,0,0, 
0.629844918,0.370155082,"As we look at this we see that, as far as this administration is concerned, that its record is one that leaves much to be desired. Here again you have a choice, a choice between continuing with what we have or new leadership. I say that what we have is not good enough. I say that instead of continuing with that leadership, we need a new attorney general, with backing by the president, to launch a major war on crime in the United States of America.",2151_20,0.259689836,FALSE,,uncertainty,1,1, 
3.31E-05,0.999966941,"It matters to the senior who needs to get an appointment with a medical specialist but is told by one receptionist after another that the doctor isn't taking any new Medicare patients, because Medicare has been slashed to pay for Obamacare. It matters to the man from Waukesha, Wisconsin I spoke with several days ago. In what were supposed to be his best work years, he used to have a job at $25 an hour with benefits and now has one at $8 an hour, without benefits.",2012-10-26-economy-ames-iowa_8,0.999933882,FALSE,FALSE,random,0,0, 
0.65390001,0.34609999,"We must listen to the voices of dissent, sometimes strident, sometimes cool but because the protesters may have something to say worth listening to. We must firmly guide the anarchists away from disruption. Not because we get any satisfaction out of repression, but because free inquiry can only exist in the framework of order.",2183_17,0.30780002,FALSE,,uncertainty,0,1,"Anarchists seems like code for protestors with whom the speaker disagrees, and ""order"" seems like a dog whistle. But I could be wrong."
0.916350354,0.083649646,"We do not want a police state but we need a state of law and order, and neither mob violence nor police brutality have any place in America. And I pledge to use every resource that is available to the presidency, every resource available to the president, to the end once and for all the fear that is in our cities. Now let me speak of other rights.",1995_33,0.832700707,FALSE,,uncertainty,0,0, 
0.912085444,0.087914556,"Yet critical legislative initiatives against crime remain right where they've remained for the last three years--dead in the water in the House of Representatives. Our Comprehensive Crime Control Act includes bills calling for bail reform; tougher sentencing; justice assistance to states and localities; improvement in the insanity defense; and major reforms affecting drug trafficking, prison crowding, and forfeiture. All of these reforms, and others we've forwarded, are badly needed and constitutionally sound. In fact, our initiatives--the core crime bill--passed the Senate by a vote of ninety-one to one. But in the House of Representatives, the liberal leadership keeps them bottled up in committee.",2775_9,0.824170888,FALSE,,uncertainty,1,1, 
0.031984579,0.968015421,"And it is at this point that I demonstrate with my followers. I have been the subject, as you know, of many times of harassment, of bitter attacks, of which I call bad manners, of demonstrations, and some of them that are ugly. Ladies and gentlemen, the right of free speech is too precious to have it destroyed by those who believe in nothing. You cannot have free speech destroyed either by government or a job.",2022_54,0.936030841,FALSE,,uncertainty,0,0, 
0.664458332,0.335541668,"Since 1968, murders of policemen--the most heinous of crimes--have doubled. Seventy-five percent of these murders were caused by handguns of the type manufactured right here in New York City on Wooster Street. What ultimate tragedy must this nation endure before it finally realizes the mortal danger of the lethal Saturday Night Special and the correlation between these weapons and the cold-blooded murder of police officers and innocent citizens. In 1968, I sponsored a Gun Control Bill to provide mandatory life imprisonment for any person who uses a firearm to commit a federal offense or an act of violence. We need the strictest penalties for the sale or possession of Saturday Night Specials so they can be eliminated once and for all.",2277_16,0.328916665,FALSE,,uncertainty,1,1, 
0.936104806,0.063895194,"And I'll just take a couple more minutes. I know you've got another speaker, not here, but a little later. Judiciary. We started a Hall of Shame in the Senate of some of the judges appointed in this administration, some who refuse to prosecute people who handled big piles of illegal drugs up in New York, as Alfonse knows. And I've said, and I believe it, I'm not going to give litmus tests for judges, but I want them to be conservative; I want them to strictly construe the Constitution of the United States. And if they want to be legislators they can run for Congress. I don't want them expanding and distorting the Constitution.",3308_25,0.872209611,FALSE,,uncertainty,0,0, 
0.873416523,0.126583477,"Senator McGovern has mentioned my visit today in Boston.  It was a wonderful, beautiful day, and we had thousands and thousands and thousands of people on an intersection as far back as a block each way--four ways; a mass of humanity, good people.  A few that decided that they had a monopoly on what was right or maybe what was wrong, I am sure. But let me join with Senator McGovern tonight and say just this:  that our freedoms are too precious to be abused by anyone, or to be misused.  Freedom of speech is too precious to be denied by government, or by a mob, or by an angry shouting clack and, freedom of assembly is too precious to ever be denied or abridged by a government or by a mob, or any group of people that feel that they have to break up that freedom, freedom of vote.  To vote is too precious to ever be denied by government or by a mob or anyone else.  My fellow Americans, it's time to blow the whistle on those who would deny the American people a chance to reason together, a chance to think things out. There isn't a problem that this country has that will be settled in anger, in bitterness, in shouting, and there isn't a problem that this country has that can be handled or solved in violence, personal violence, international violence or violence against one another or violence on the streets.  I want this fine group of Americans to know that if I am permitted to be the president of the United States, I shall mobilize every resource of the country for the protection of our Democratic rights and, I will never tolerate violence in any form, wherever I can stamp it out or put it out.  ",2021_3,0.746833045,FALSE,,uncertainty,0,1,"Repeated references to ""the mob"", presumably targeting protestors."
0.036954176,0.963045824,"Those men saved my life. I was in solitary confinement when my captors offered to release me. I knew why. If I went home, they would use it as propaganda to demoralize my fellow prisoners.",2008-09-04-national-convention-saint_68,0.926091649,FALSE,,uncertainty,0,0, 
0.173801448,0.826198552,8. We must concentrate law enforcement efforts more in the high-crime areas. 9. Neighborhoods can be organized to cooperate with law enforcement efforts and to assist police officers.,2394_23,0.652397103,FALSE,,uncertainty,0,0, 
0.516173999,0.483826001,"This is a criminal act. Policemen were badly hurt and so were many others and these people prosecuted. But because of the rigged system they probably won't be. Just like we found out about these paid violent protesters, it was probably the DNC and the Clinton campaign that put forward these liars with their fabricated stories. But, we'll find out their involvement at a later date through litigation and I look so forward to doing.",2016-10-22-eisenhower-complex-gettysburg_21,0.032347997,FALSE,,uncertainty,0,1,"""Paid violent protestors"" is an old staple in authoritarian conspiracy theories"
0.546328832,0.453671168,"I have no hesitation in doing so. We live in a world in which any band of thugs clever enough to get the word """"liberation"""" into its name can thereupon murder school children and have its deeds considered glamorous and glorious. Terrorists are not guerrillas, or commandos, or freedom-fighters or anything else. They are terrorists and they should be identified as such. If others wish to deal with them, establish diplomatic relations with them, let it be on their heads. And let them be willing to pay the price of appeasement.",2638_33,0.092657664,FALSE,,uncertainty,0,0, 
3.47E-05,0.999965293,"Can you think of anything that you would rather hear about your country? Can you think of anything that you would rather have someone say about your land than to say, """"We love your people""""? So let's always try to remember, and particularly on the Sabbath Day, that we have much to be thankful for, that we are a blessed people, that we have much to preserve and much to protect; that we have a great obligation, a moral obligation, not just to our 200 million people, but to the 3 billion people of the world, all of which can be met if we only follow the Golden Rule: Do unto others as you would have them do unto you.",1935_9,0.999930585,FALSE,FALSE,random,0,0, 
0.150244016,0.849755984,"I just came here after being endorsed by most of the law enforcement people in the state. I'm proud to have their endorsement because, I think we would all agree, we'd better stand with the law enforcement community against the criminal element and strengthen our neighborhoods. And they supported me, and I'm glad to have their support. ",3129_4,0.699511968,FALSE,,uncertainty,0,1,
0.822636772,0.177363228,"Then, every one of us for the last 4 or 5 years has worried about crime. The crime rate went up in 1974. It dropped off a little in 1975. We have some encouraging news in the first 6 months of 1976. It is down to a net gain of 3 percent. But we have to make certain, under our crime legislation, in the courts of this country, that the people who commit the crimes go to jail so that we can protect the innocent victims of crime in America.",2442_14,0.645273544,FALSE,,uncertainty,1,1, 
