Predictions_prob_1,Predictions_prob_0,text,speech_par_id,uncertainty,already_annotated,already_sampled,drawn,label_yl,label_os,agreement,label_final
7.02E-05,0.999929762,"I want to thank all the other State and local officials. I want to thank the members of my team who are here of Hispanic origin. The head of the SBA is here today, Hector Barreto; Rosario Marin, who's a former U.S. Treasurer; the White House Counsel, Alberto Gonzales, is with us today. These folks are here to help us inspire the Hispanic vote to come our way. Con su apoyo, vamos a ganar.",2004-10-11-hobbs-new-mexico_11,0.999859524,FALSE,FALSE,random,0,0,TRUE,0
6.77E-05,0.999932309,"The pessimists said inflation could not be beaten. It was 13.5 percent in 1980, now it's down to 4.5 percent. Pessimists--zero. The American people--two.",2957_9,0.999864618,FALSE,FALSE,random,0,0,TRUE,0
0.919122279,0.080877721,"And--so I'm a strong liberal. Now, how do you speak liberal? I'm going to give you a couple of examples. Well, when you say, """"Let's reform health care"""" but you really mean, """"Let's put the federal government in charge,"""" then you're thinking liberal. When you say, """"I have a right to raise taxes on the middle class,"""" but you really mean, """"I will push through the biggest tax increase in history,"""" then you're speaking liberal. When you say, """"I will balance the budget,"""" but mean, """"I will veto any balanced budget that comes to my desk,"""" then you're speaking liberal. When you say, """"I'll be tough on crime and drugs,"""" but you really mean, """"I will appoint soft-on-crime judges,"""" then you're speaking liberal. And when you say, """"the era of big government is over,"""" but you really mean, """"the era of a bigger government is here,"""" then you're speaking liberal.",3328_21,0.838244559,FALSE,,uncertainty,1,0,FALSE,0
0.037385227,0.962614773,"In short, I believe it is time to get serious about violent crime and drugs in a way that we have not seen in our government over the last four years. For what we are talking about is not just the policy of our government but the character of our country. The actions of the President and the government he leads must convey the message that drugs and violent crimes are morally repugnant in a free society.",3315_27,0.925229546,FALSE,,uncertainty,1,1,TRUE,1
6.31E-05,0.999936867,"And, you know, more than ten years ago--I've told this story many times, but I was at a governors meeting when we were talking about reforming the welfare system, and I brought a woman from Arkansas there, and I asked her what the best thing about being off welfare was. And she said, when my boy goes to school and they say what does your mama do for a living, he can give an answer. He can give an answer.",3274_47,0.999873734,FALSE,FALSE,random,0,0,TRUE,0
6.59E-05,0.999934144,"I don't believe our economic growth is sufficient.  I don't believe that the influence of the United States in Latin America, Africa, and Asia is growing--but diminishing.  I don't believe that the United States has allied itself with those people in their fight against poverty, ignorance, and disease.  We have regarded them as pawns in the struggle against Communism and as a result, of the 16 new nations admitted to the United Nations this summer, not one voted with us on the admission of Red China.",1705_6,0.999868287,FALSE,FALSE,random,0,0,TRUE,0
6.49E-05,0.999935126,"The world in which we live and work is changing. In the generations of our dads and granddads, a man generally had one job and one career, worked for one company, and the company provided health care and a pension plan. It's a different world today; I understand it's a different world today. Many women now work inside the home and outside the home. The workplace is changing. Many people change careers. Yet many of the most fundamental systems of our Government, the Tax Code, health coverage, pension plans, and worker training, were created for the world of yesterday, not tomorrow. In the next 4 years, we will transform these systems so that all citizens are equipped, prepared, and thus truly free to make your own choices, so you can realize the great promise of America.",2004-09-09-remarks-johnstown-pennsylvania_16,0.999870251,FALSE,FALSE,random,0,0,TRUE,0
0.015796794,0.984203206,"This election will decide whether or not we have a border. This election will decide whether or not we have a country. Today I met with the moms of American children killed by illegal immigrants as a result of the policies Hillary Clinton supports. Hillary Clinton will never meet with these families, she will never hear these stories.",2016-08-23-arena-austin-texas_23,0.968406411,FALSE,,uncertainty,1,0,FALSE,1
0.359183561,0.640816439,"Just as I am determined to fight terrorism throughout the world, I will do everything in my power to fight terrorism in our own streets and neighborhoods, in New York and throughout the United States. We all know, from the records and from personal experiences, there have been too many muggings and too many murders. The time has come to lock up those who make a career of crime and give the streets back to the people.",2466_3,0.281632878,FALSE,,uncertainty,1,1,TRUE,1
0.976768614,0.023231386,"The ICE officer described Hillary's proposal as quote, """"The most radical immigration proposal in U.S. history."""" Here's a summary of the Hillary plan. She wants to support sanctuary cities.",2016-10-18-colorado-springs-colorado_68,0.953537227,FALSE,,uncertainty,0,0,TRUE,0
0.010075362,0.989924638,"Now, there is another kind.  There is another form of radical extremism every bit as dangerous as those of the Left, every bit as dangerous as those who seek to break up a meeting and holler you down, just as corrosive to our liberties.  That is the extremism of those who preach disrespect for our courts, disrespect for our laws, and who play to the basest fears and the deepest suspicions of our people.",2046_25,0.979849275,FALSE,,uncertainty,0,1,FALSE,1
0.872313268,0.127686732,"Since then, thirteen more states have adopted these strict rules. Now we're taking final action to demand responsibility from teens in all fifty states. Today, I am pleased to announce that we're issuing a new rule. Every state must pass a law making it illegal for anyone under twenty-one to drive with alcohol in their blood. If they're caught, their driver's licenses must be suspended.",3255_6,0.744626535,FALSE,,uncertainty,0,0,TRUE,0
0.061450127,0.938549873,"The criminal is pretty well heeled. I think we had better equip our force of law enforcement so they can meet the enemy. We make them the agents of social order and we rightly demand that they behave lawfully in the face of extreme provocation from lawbreakers, but we rarely give these police officers the kind of quality training that they need to do their jobs effectively. We don't even give them, in many instances, modern technical equipment. We even tie them up with clerical work totally unconnected with the business of preventing, deterring or detecting crime. And we don't adequately train them in race relations and community relations.",2009_31,0.877099747,FALSE,,uncertainty,0,0,TRUE,0
0.282526837,0.717473163,"I don't believe the American people will like it when they find that they are left holding that bag.  We propose to cast out of Washington both the philosophy and the policies which are emptying that bag. So these are some of the things we will cast away--incompetents, fumblers, moss-backs, cronies, crooks and the disloyal in the executive department, the policies and philosophy of the super-state together with all the economic wizards who are promoting that alien doctrine; the threat to our peace and our security by a stumbling foreign policy.  Above all we would cast out the ghastly shadow of fear from the minds and souls of the American people.",1130_19,0.434946326,FALSE,,uncertainty,1,0,FALSE,1
7.43E-05,0.999925656,Do we really want to stop economic growth again? Do we really want to start piling up another mountain of debt? Do we want to bring back the recession of 1991 and '92?,3190_33,0.999851312,FALSE,FALSE,random,0,0,TRUE,0
0.987163897,0.012836103,"I want a drug free America--and this will not be easy to achieve. But I want to enlist the help of some people who are rarely included. Tonight I challenge the young people of our country to shut down the drug dealers around the world. Unite with us, work with us. """"Zero tolerance"""" isn't just a policy; it's an attitude. Tell them what you think of people who underwrite the dealers who put poison in our society. And while you're doing that, my administration will be telling the dealers: whatever we have to do we'll do, but your day is over, you're history.",2947_43,0.974327795,FALSE,,uncertainty,0,1,FALSE,1
0.057623813,0.942376187,"Spending? Do it wisely, and when you vote for a program act as if it's your money you're spending. I have, frankly, more sympathy for the victims of crime than the criminals who commit them--as do the people. I believe in """"the forgiveness of sin and the redemption of ignorance,"""" but I also believe society has the right and duty to permanently protect itself from those who are so far incorrigible.",2963_7,0.884752374,FALSE,,uncertainty,1,1,TRUE,1
0.091279858,0.908720142,"General Thieu's brand of freedom means jail for anyone who has the audacity to tell the truth about what is going on in South Vietnam. It means if you have the courage to run against him for the presidency, as a lawyer named Dzu did four years ago, you go to the penitentiary after the election. It means forcing a law through his puppet assembly to disqualify all the other candidates in the most recent campaign.",2274_12,0.817440285,FALSE,,uncertainty,0,0,TRUE,0
0.988483075,0.011516925,"To supplement these efforts, I will take ships, planes, and helicopters out of mothballs and make them available to the Coast Guard and the Customs Service for use against the drug smugglers.  And I will upgrade radar surveillance along our borders to increase detection from the current level of less than 10 percent up to 85 percent. Third, I will enlist the support of our allies.  On the day I take office, I'll start working with America's allies to fight the deadly drug traffic.  And I'll get tough on foreign countries that continue to produce the drugs that kill American kids.  In my administration, no country will receive foreign aid or military assistance unless it follows a plan to stop producing or peddling narcotics.",2739_18,0.97696615,FALSE,,uncertainty,1,1,TRUE,1
0.513616286,0.486383714,"Hillary Clinton has pledged to keep both of these illegal amnesty programs, including the 2014 amnesty which has been blocked by the United States Supreme Court. Great. Clinton has also pledged to add a third executive amnesty. And by the way, folks, she will be a disaster for our country, a disaster in so many other ways.",2016-08-31-center-phoenix-arizona_59,0.027232573,FALSE,,uncertainty,0,0,TRUE,0
0.504815824,0.495184176,"We have the first-ever endorsement from our ICE and Border Patrol officers. It was just reported that a man deported from our country 10 times in six years has been charged with raping a 12-year old girl. In August, Texas Police arrested a serial illegal immigrant rapist who had been deported five times, one victim included a 68 year-old woman with a cane who took his offer to drive her home. He left her on the side of a dirt road.",2016-10-21-center-newtown-pennsylvania_21,0.009631649,FALSE,,uncertainty,1,0,FALSE,1
0.020179897,0.979820103,"I want to declare here that the Dole administration will not allow terrorists to victimize Americans and America with impunity. There will be no more mixed signals to states that sponsor terrorism. We will follow the principle enunciated by Ronald Reagan when he retaliated against Libyan attacks on Americans in Germany. This goes for the World Trade Center bombing, Dhahran barracks bombing, the destruction of a U.S. airliner, or any similar outrage. State-sponsored international terrorism should not be dismissed as the act of individual criminals. It cannot be dealt with only by domestic law enforcement agencies chasing after individual culprits. It is strategic crime, a form of war, and must be responded to accordingly.",3303_28,0.959640206,FALSE,,uncertainty,0,1,FALSE,0
0.976536952,0.023463048,"It was just reported that a man deported from our country 10 times in six years has been charged with raping a 12-year old girl. In August, Texas Police arrested a serial illegal immigrant rapist who had been deported five times, including one 68 year-old woman with a cane who took his offer to drive her home. He left her on the side of a dirt road.",2016-10-15-portsmouth-new-hampshire_11,0.953073904,FALSE,,uncertainty,1,0,FALSE,1
0.106179536,0.893820464,"And I believe that every man and woman in this room tonight join me in saying that in every part of this country the law must be respected and violence must be stopped. And wherever a local officer seeks help or federal law is broken, I have pledged, and I will use, the full resources of the federal government. Let no one tell you that he can hold back progress and at the same time keep the peace.  This is a false and empty promise.  To stand in the way of orderly progress is to encourage violence.",1884_22,0.787640929,FALSE,,uncertainty,1,1,TRUE,1
0.014188868,0.985811132,"Waste everywhere, waste in an expenditure program of 85 billion dollars.  Ladies and gentlemen:  it is time someone was cleaning the waste out.  That is what we mean by cleaning up the mess.  And, when people like Senator Williams, Senator Nixon and others, bring up and show that there has been trickery in government, that there have been people who have been dishonest with our tax money and not even allowing all the taxes that we have paid to get down to Washington.  When we find that there have been Communists in government, and we get the answer """"Red herring,"""" ladies and gentlemen, it is time to clean them out--not only the Communists and the people that have abused our trust but it is time to clean out the people that put them there.  That is what we are going to do.",1117_6,0.971622264,FALSE,,uncertainty,1,1,TRUE,1
0.42241049,0.57758951,"The man who is the vice-presidential candidate on the other ticket a few days ago stood and grinned while three scofflaws burned their draft cards. Now, my friends, we can disagree with the draft, we can dislike the draft, we can protest about the draft, but we should not say, as he did, that as far as an individual who does that, who breaks the law, that he is going to be willing to pay the penalty, that we have no disagreement with him. My friends, let me make one thing clear. This is a nation of laws, and as Abraham Lincoln has said, no one is above the law, no one is below the law, and we are going to enforce the law and Americans should remember that if we are going to have law and order.",2195_11,0.155179019,FALSE,,uncertainty,1,1,TRUE,1
0.080088536,0.919911464,"There are those who believe that any means are justified by the end of rooting out Communism.  There are those who believe that the preservation of democracy and the preservation of the soul and freedom in this country can and must be accomplished with decency and fairness and due process of law. I belong to this second school.  But at the same time, I say to you that no differences in theory can excuse my failure to see that Communist contamination inside our government is stamped out.",1312_12,0.839822928,FALSE,,uncertainty,0,0,TRUE,0
0.462978056,0.537021944,"Why are the people of this state paying over $5 billion every year to incarcerate illegal aliens arrested for committing crimes here. Twenty percent of the people incarcerated in California--according to my friend Dan Lungren--are illegal immigrants. Now, we tried--myself and Senator Hutchison--we passed a bill, you've gotten a little money. It's about $1 billion now the President's holding--unless he released it today while he was in California--not all of it goes to California, but a good chunk of it.",3339_36,0.074043887,FALSE,,uncertainty,1,0,FALSE,0
0.048475247,0.951524753,"When I -- when I launched this campaign back in April of 2015, the very first speech I gave was on the topic of criminal justice reform. I said then and I have repeated it throughout this campaign, we must end the era of mass incarceration. Too many families have been broken up, too many communities have been so badly affected. We have to reform these mandatory minimums and sentencing. We have to ban the box so people who have served their time can get a real chance at a good job and a fresh start.",2016-11-03-raleigh-north-carolina_40,0.903049505,FALSE,,uncertainty,0,0,TRUE,0
0.936853269,0.063146731,"Here's something that the victims of crime might be interested in; there's more to it. Last year, under Governor Clinton, the average Arkansas criminal served less than one-fifth of his sentence. Then he's back out on the streets. Apparently, down in Arkansas you do the crime but not the time.",3137_5,0.873706538,FALSE,,uncertainty,1,0,FALSE,1
0.014851695,0.985148305,"Are we going to do the right thing and keep going until we put those 100,000 police on the street, help the cities take on the gangs, ban those bullets whose only purpose is to pierce the bulletproof vests of police officers? Let's do the right thing and keep building that bridge to the twenty-first century. Are we going to do the right thing and keep protecting our environment and clean up all those toxic waste dumps that are threatening our children's future? Let's don't turn back. Let's build that bridge to the twenty-first century.",3276_12,0.97029661,FALSE,,uncertainty,1,1,TRUE,1
0.010337767,0.989662233,"They're re-opening the investigation into Crooked Hillary Clinton. Crooked Hillary, she's crooked. Lock her up! Lock her up! Lock her up!",2016-11-02-amphitheater-miami-florida_13,0.979324466,FALSE,,uncertainty,1,0,FALSE,0
0.467566409,0.532433591,"Life sentences for drug dealers--maybe that's being too kind to them--but 82 percent support that, life sentences for drug dealers. Increased funding for violence against women--seventy-some--74 percent, 74 percent. And we added--we increased funding, Republican Congress increased funding because we think it's important. And we led the efforts in the early seventies, as John knows, to get the bill passed.",3317_28,0.064867182,FALSE,,uncertainty,1,1,TRUE,1
0.010972508,0.989027492,"Hillary Clinton's radical immigration plan fails these tests and it fails them very, very badly. Her push for open borders will lower the wages and kill the jobs of lawful American residents. Her support for catch-and-release will put innocent American lives at risk and already has, just like President Obama released the illegal immigrant at the border who then killed magnificent, magnificent Sarah Root.",2016-08-24-coliseum-jackson-mississippi_40,0.978054985,FALSE,,uncertainty,1,0,FALSE,1
0.010861623,0.989138377,"According to a report for the Boston Globe from the year 2008 to 2014 nearly 13,000 criminal aliens were released back into U.S. communities because their home countries would not, under any circumstances, take them back. Hard to believe with the power we have. Hard to believe.",2016-08-31-center-phoenix-arizona_79,0.978276754,FALSE,,uncertainty,1,0,FALSE,1
0.632313106,0.367686894,"Why do we have to read in the paper that the Boston internal revenue collector had to be arrested, tried, fined, convicted and put in the penitentiary?  The same with the man from St. Louis.  The same from San Francisco--with 177 other collectors in the Internal Revenue Department dismissed or dropped for speculation or malfeasance in office.  America does not have to stand for that kind of thing.",1129_8,0.264626212,FALSE,,uncertainty,0,0,TRUE,0
0.013962879,0.986037121,"What has happened on the streets of New York in the last two day is a national tragedy.  Two police officers gunned down in the war on drugs.  My heart goes out to the families of those brave men, and to all of those who have put their lives on the line in the war against drugs.",2934_11,0.972074241,FALSE,,uncertainty,0,1,FALSE,0
0.98947409,0.01052591,"I have prepared myself for this honor and this day, and I want the chance to lead this nation with you. And in the words of that great statesman of this state, I am going to talk, and to talk sense to the people. I shall talk sense to them about the issue of law and order, order and justice, just as I did earlier this week with my comprehensive and specific program to stop crime and lawlessness in this country. I pledge support of our local police, but not with slogans and bumper stickers, but with leadership and federal resources, including money, money desperately needed for better salaries and more personnel and better training and better equipment.",2022_52,0.978948181,FALSE,,uncertainty,1,1,TRUE,1
6.34E-05,0.999936614,"But we've also seen the terrible Obama-Clinton judgment right here in Detroit. Hillary Clinton has supported the trade deals stripping this city, and this country, of its jobs and wealth. She supported Bill Clinton's NAFTA, she supported China's entrance into the World Trade Organization, she supported the job-killing trade deal with South Korea, and she supports the Trans-Pacific Partnership.",2016-08-08-economic-club-1_33,0.999873228,FALSE,FALSE,random,0,0,TRUE,0
0.18528963,0.81471037,"On top of that, illegal immigration costs our country more than $113 billion dollars a year. And this is what we get. For the money we are going to spend on illegal immigration over the next 10 years, we could provide 1 million at-risk students with a school voucher, which so many people are wanting.",2016-08-31-center-phoenix-arizona_18,0.62942074,FALSE,,uncertainty,0,0,TRUE,0
0.984794353,0.015205647,"But others that knew him and others that knew them were pleading, were pleading, """"Don't let them out. Don't let them into our society."""" I have a message for the cartels, the drug dealers and the gang members. When I win, your long reign of crime and terror and horror will come to a very beautiful crashing end.",2016-10-27-expo-springfield-ohio_37,0.969588707,FALSE,,uncertainty,1,1,TRUE,1
0.014085575,0.985914425,"Second, we have got to have the officials that are necessary to deal with the problem. The United States Bureau of Customs has that responsibility at the border. I think we should triple the number of people, raise them from 300 to 1,000. Let's do what is necessary to stop those drugs from coming across this border to corrupt the youth of America.",2162_39,0.97182885,FALSE,,uncertainty,1,1,TRUE,1
0.213624741,0.786375259,"Some commonsense approaches: separate the first-time offender from the career criminal and remove youth offenders from adult facilities--prisons shouldn't become colleges of crime. Also, expand drug treatment programs, and teach inmates to read, along with basic job skills. In future speeches I will be talking of the role of neighborhoods and communities in fighting crime, and the all-important, and too long neglected issue of victims' rights. But my central message, my central theme, is that a Bush administration will strive to substitute common sense for the liberal sense that has so tangled and distorted the administration of criminal justice over the last few decades.",2968_21,0.572750518,FALSE,,uncertainty,1,0,FALSE,0
0.3498186,0.6501814,"Four out of every five that go to jail are repeaters which tells us that we haven't done very well in that area. But, what America needs is not merely civil order--and that is important, to have civil order--that is peace in our communities.  But it needs also civil justice.  Justice for you and justice for everybody else.",2011_20,0.3003628,FALSE,,uncertainty,0,0,TRUE,0
6.99E-05,0.999930119,"George and I have talked about this before. I think one of the things we ought to do is to expand nuclear power in America. We can do so with new technologies. We can do so in a way that improves the quality of our air, and it certainly makes us less dependent on foreign sources of energy.",2004-09-04-broadview-heights-ohio_134,0.999860238,FALSE,FALSE,random,0,0,TRUE,0
0.26945773,0.73054227,"That is the record of this administration in the great problem of producing peaceful programs that will lift from our hearts these shadows and these fears, that will give us assurance that our sons are gong to stay home instead of going to a foreign land in uniform, that will allow us to live the peaceful, tranquil and prosperous lives to which America's strength, genius and, indeed, America's purpose in the world entitle us.  Now, this mess in Washington has another facet, another face.  It is described broadly in the word corruption.  We have seen, we have read in our headlines about people appointed to prominent places in the Internal Revenue Organization who have been sent to jail for dishonesty.  I am not going to recite about all of the men in prominent positions in that and other departments who have been disciplined, had to be relieved for venality in office, but I am going to ask you this: what is the basis system that allows the appointment of such people?  Why does America have to be ferreting out and looking for corruption among its federal officials all the time?  Why do we not have a government that we can have faith that will not appoint them or if the occasion alone, my friends, escapes original scrutiny and gets into office, why, when the first hint of corruption appears is he not pursued until the facts are determined, and if guilty, punished instantly?",1157_4,0.46108454,FALSE,,uncertainty,0,0,TRUE,0
0.969720896,0.030279104,"I want to talk with you this morning about one of the greatest concerns of this campaign. The issue is crime. For too long, the fear of crime has cast its ominous shadow on the streets of America. For too long, the conscientious efforts of law enforcement officers throughout America have been compromised by a system of """"revolving-door"""" justice and by a lack of adequate community involvement in crime prevention. For too long the rights of the victims of crime have not had the same protection as the rights of the criminal defendants.",2526_0,0.939441793,FALSE,,uncertainty,1,1,TRUE,1
0.968573662,0.031426338,"Two years ago I outlined to this association a career criminal program. Under the auspices of LEAA, we targeted twelve jurisdictions for an initial demonstration. In the last sixteen months those jurisdictions have singled out more than 2,000 career criminals with an average of five prior convictions apiece--not five arrests, but five convictions apiece. New cases involving these habitual offenders were assigned to special units of the district attorney's offices. Every right of the accused was protected, including the right to a speedy trial. With absolutely no plea bargaining for lesser offenses, the prosecutors achieved dramatic results. Of those 2,000 defendants, 95 percent were convicted. The average time between arrests and final sentencing was only eighty-four days. The average sentence for those convicted was twenty years in prison in most cases. The crime rate demonstrably went down. That's success.",2443_6,0.937147323,FALSE,,uncertainty,1,1,TRUE,1
0.011506043,0.988493957,"That's why I completely disagree with our opponent on the other side when he defends the attorney general and his record, because, my friends, when crime goes up nine times as fast as population, when 43 percent of the American people say they are afraid to walk on the streets of their cities at night, then it's time for a housecleaning and it's time for new leadership. I pledge that kind of leadership to the American people. A new council on law enforcement, a new academy to train law enforcement officials, an all-out drive against narcotics, an all-out drive against organized crime. All this you vote for. Give us this mandate for change and we will provide that leadership, and also the kind of leadership that you want in those areas that involve your pocketbook.",2202_12,0.976987914,FALSE,,uncertainty,1,1,TRUE,1
0.746644263,0.253355737,"To put an end to sleaze and corruption in Washington, and bring integrity back to our national government. To restore and protect our environment. To fight a real--not a phony--war against crime and drugs.",2917_10,0.493288526,FALSE,,uncertainty,1,1,TRUE,1
0.978562141,0.021437859,"If I'm elected President, I won't raise taxes on small businesses, as Senator Obama proposes, and force them to cut jobs. I will keep small business taxes where they are, help them keep their costs low, and let them spend their earnings to create more jobs. If I'm elected President, I won't meet unconditionally with the Castro brothers, while they keep political prisoners in jail, stifle free media and block free elections in Cuba. When I am President, we are going to pressure the Cuban government to free their people. The day is coming when Cuba will be free.",2008-10-17-miami-florida-4_13,0.957124282,FALSE,,uncertainty,0,0,TRUE,0
0.060133229,0.939866771,"So tonight, when you look at your children and look at your child and think about your grandchildren--you think about drugs and think about crime and think about education, and think about leadership and think about what may happen around the world without strong leadership. In a Dole administration, we're not going to cut interdiction for drugs. We're going to use the National Guard if necessary to stop drugs coming across the border in the first place.",3357_40,0.879733542,FALSE,,uncertainty,1,1,TRUE,1
0.012395422,0.987604578,"Fourth, I would strengthen the Coast Guard. I understand that a Coast Guard station right here in Belmar had to be closed due to cutbacks in the Coast Guard. Well, I support increasing the ability of the Coast Guard to patrol our waters, to find illegal dumpers, and to stop the flow of illegal drugs into this country.",2949_14,0.975209156,FALSE,,uncertainty,1,0,FALSE,0
0.910198986,0.089801014,"A wall will not only keep out criminals, but it will also keep out the drugs and heroin poisoning our youth. Drugs overdoses in Maine are on a record pace. I have outlined a plan to stop the opioid crisis. My plan begins with a strong border, includes the prosecution of drug dealers, and dramatically expands access to life-saving treatments that will help people unchain themselves from this terrible addiction.",2016-10-15-portsmouth-new-hampshire_13,0.820397973,FALSE,,uncertainty,1,1,TRUE,1
0.499188651,0.500811349,She even wants a 550% increase in Syrian refugees. So let me state this as clearly as I can. If I'm elected President I am going to keep Radical Islamic Terrorists out of our country.,2016-10-21-center-newtown-pennsylvania_19,0.001622698,FALSE,,uncertainty,0,1,FALSE,1
0.524423403,0.475576597,That's the way I fought crime and lawlessness when I was mayor of Minneapolis. And I propose to follow the same course as president of the United States. It will not be stopped or curtailed by a political plunger who is gambling everything on a campaign of organized hate.,2045_13,0.048846805,FALSE,,uncertainty,0,0,TRUE,0
6.40E-05,0.99993604,"I think that we should have a program of tuition tax credits in which fairness is reinstituted for parents who choose not to utilize the public schools. It isn't going to hurt the public schools any. It is going to aid the independent schools because they are now more competitive. And what's wrong with education being competitive? What's wrong with having school systems in which they have to shape up and turn out educated graduates or they're not going to get the support? So, we're going to continue fighting for tuition tax credits for the people like yourself.",2836_18,0.999872079,FALSE,FALSE,random,0,0,TRUE,0
0.934918092,0.065081908,"And everyone should understand that keeping guns from criminals will be a dramatic change from the current administration's policies. Oh, they talk tough about guns, every opportunity they have to talk about guns. They talk about assault weapons. We did ban nineteen assault weapons, but a dozen are already back on the streets because all they had to do was modify them. If we want to get tough, we do the instant check. You walk in to buy a gun--anybody in this audience--you give them your identification. You put a little card in, and just like buying anything else, if it says """"tilt"""" you don't get the goods. You don't get the groceries. You don't get the guns.",3312_59,0.869836184,FALSE,,uncertainty,0,0,TRUE,0
0.090819903,0.909180097,"And I heard stories like this all over America. But I also saw neighborhoods in Los Angeles where the police had cut the response time down to two minutes. I saw streets in Philadelphia that had been infested by gangs and drugs, where neighborhood groups had worked with the police to take their streets back. And just a little bit, here and there I would see these glimmers of hope, and I promised myself that if I got elected president, I was going to take the politics out of crime and try to put the police and the people back into the business of lowering the crime rate and bringing safety back to America and restoring fundamental freedom.",3268_10,0.818360194,FALSE,,uncertainty,0,1,FALSE,0
6.44E-05,0.999935635,"Now, if you use the same size pie tin, somebody is either going to go without pie or the pieces are going to get smaller.  You know what Humphrey's program is?  Get a bigger pie tin.  And it is just that way.  Build a bigger country.",2066_39,0.999871271,FALSE,FALSE,random,0,0,TRUE,0
0.009972431,0.990027569,"At the federal level, we've taken strong measures to crack down on big-money drug traffickers and to catch drug smugglers in the act. Yet we all know that we have a long way to go. About one-fourth of our nation's young people continue to abuse drugs or alcohol, and too many children are still getting into drugs every day. And thousands of teenagers are killed every year in auto accidents due to drunk and drugged driving.",2798_3,0.980055137,FALSE,,uncertainty,1,1,TRUE,1
