Predictions_prob_1,Predictions_prob_0,text,speech_par_id,uncertainty,already_annotated,already_sampled,drawn,label_yl,label_bb
0.000113026,0.999886974,"I want to salute Fred Brown, the chairman of the National Council of Black Republicans. I was very grateful to Reverend Larry Haygood for that invocation, for his leadership in education, for his commitment and faith. Thank you, sir, for coming and for doing that. ",3125_2,0.999773948,FALSE,FALSE,random,0,0
0.000313706,0.999686294,"And John Kennedy came to this city, and he said to you we have got to get this country moving again, and Kennedy became president, the country started to move; Johnson became president, the country started to move; and we are going to continue to move.  And what have we been doing? Take a look at Project Head Start--little kids, for the first chance--not only getting a little education--getting something good to eat.",2106_34,0.999372588,FALSE,FALSE,random,0,0
0.560616625,0.439383375,"Holding the Olympic Games here in the United States began defining the promise of this season. All through the spring and summer, we marveled at the journey of the Olympic torch as it made its passage east to west. Over 9,000 miles, by some 4,000 runners, that flame crossed a portrait of our nation.",2771_59,0.121233251,FALSE,,uncertainty,0,0
0.416794361,0.583205639,"More money is spent on education in America than any other single governmental endeavor. In all, America is making a huge investment in quality education, and American taxpayers expect a substantial return for their investment. My administration shares their expectation and their concern in America's continuing and striving to be the world's finest. No other sphere of activity is so closely bound to the lives of all Americans. The strength of our political system is dependent on educated, sovereign people.",2527_4,0.166411278,FALSE,,uncertainty,0,0
0.000132548,0.999867452,"I tell people about my relationship with Prime Minister Koizumi. I just did so in Hobbs, New Mexico, and I'm going to do so tonight here in Denver. I'm going to do so tomorrow in Colorado Springs, for a reason—because I want people to understand what liberty can do to societies. I tell people I believe in the transformational power of liberty. The best way to make the case is to explain that one of my friends, with whom I deal, is the Prime Minister of Japan, Koizumi. I saw him in New York, and I said, """"Listen, I'm telling everybody in the country about you. Do you mind if I continue doing it?"""" He said, """"Fine."""" Of course, what I didn't ask him, if I could tell you that his favorite singer was Elvis. The guy's a good guy. I like him a lot.",2004-10-11-coors-denver-colorado_47,0.999734903,FALSE,FALSE,random,0,0
0.000130523,0.999869477,"I have said throughout this campaign that the best economic recovery plan is a secure well paying job. This morning we talked a lot about creating jobs. David Farr who runs Emerson Electric has told me how pro-growth tax cuts like those I have proposed will incentivize him and hundreds of businesses that have sent jobs overseas to expand their businesses and hire people right here in America. Lou Anne Reger who founded and runs a steel company in Minnesota and Massey Villareal who employs 160 people in a computer services company in Texas echoed David's comments and also add that Obama's health mandate to require companies to provide the equivalent of a Congressman's insurance plan, or get fined, will force them to cut jobs and would cripple their businesses in the worst economy in generations. Let's make this very clear because Senator Obama has distorted my health care plan throughout this election. His plan will fine bus inesses and individuals so he can finance his version of government run healthcare. I will give every American a $5,000 health care credit, lower healthcare costs and let you take your insurance with you when you leave a job. That's the difference.",2008-10-27-economy-cleveland-ohio_10,0.999738954,FALSE,FALSE,random,0,0
0.000116191,0.999883809,"I want to depart just a moment to say that this next month I will have been in Washington for thirty-three years, serving as a secretary, as a congressman, as a senator, and as vice president, and now as President.  I want to say a genuine thank you to you good, enlightened people from this modern, progressive state for sending to us, through the years, such outstanding, patriotic, competent public servants. I particularly am grateful to you for having given to all the nation a man like Warren Magnuson, who has served so well, and no man has done more about the policy that I speak of tonight than """"Maggie's"""" efficient colleague, your junior senator, and my beloved friend, """"Scoop"""" Jackson.",1895_26,0.999767618,FALSE,FALSE,random,0,0
0.393461978,0.606538022,"And our strategy is succeeding. We're making progress. Four years ago, Afghanistan was the home base of Al Qaida. Pakistan was a transit point for the terrorist groups. Saudi was fertile ground for terrorist fundraising. Libya was secretly pursuing nuclear weapons. Iraq was a gathering threat, and Al Qaida was largely unchallenged as it planned attacks. Now, after we acted, now after the United States led— and many have joined—the Government of a free Afghanistan is fighting terror. Pakistan is capturing terrorists. Saudi Arabia is making raids and arrests. Libya is dismantling its weapons programs. The army of a free Iraq is fighting for freedom, and more than three-quarters of Al Qaida's members and associates have been detained or killed.",2004-09-03-remarks-moosic-pennsylvania_40,0.213076043,FALSE,,uncertainty,1,1
0.487987304,0.512012696,"I know that the challenges we face in the years ahead won't be easy. Leadership never is. But I also know that if we stick to the policies that have brought us unparalleled opportunity, the hope that has given us unparalleled vision, and the values that have given us unparalleled strength, we can make it.",2972_29,0.024025392,FALSE,,uncertainty,0,0
0.593647754,0.406352246,"My friends, as you also know, Mr. Webb, when he resigned as the Space Director, indicated that even with this achievement, the United States was second in space. I pledge to you an all-out effort to make America first in space all over the world. We are going to do it. Give us that chance.",2195_19,0.187295508,FALSE,,uncertainty,0,0
0.367855362,0.632144638,"This is a great period in history.  It's a period of opportunity.  It's a period of challenge for America.  I have seen the world.  I have a feeling of destiny about this period.  I am convinced that if Americans are strong at home, if we have faith in our God--we get that through our churches--if we have faith in our country--we get that in our schools--if we have faith in ourselves--we get that in our homes--then America will be worthy of the challenge, and that we will not disappoint the hopes of our own children, but also of millions of children in Asia, in Africa, in Europe, all over the world, who want peace, who want freedom.",1849_14,0.264289276,FALSE,,uncertainty,0,0
0.456457338,0.543542662,"You know, your generation is really something. You've made love of country fashionable again. You've revived the American traditions of hard work and decency and a good-natured faith in the future. And I just thank you for helping turn our country around.",2802_1,0.087085323,FALSE,,uncertainty,1,1
0.429760512,0.570239488,"I thank the Mayor again for welcoming me here. I thank Mayor Floyd Adams, who has come all the way from Savannah to be with us--one of the most beautiful cities in America. Thank you. I thank the legislators and the others who are here. I thank Rosemary Kaszans, who's running for Congress in Georgia, and wish her well.",3271_2,0.140478977,FALSE,,uncertainty,0,0
0.481853849,0.518146151,"Let me point out to you the programs for progress in your new administration. This is going to be yours because we are building for you, for your future. First, we are going to develop the great natural resources of America, and we must remember that if we are going to develop those resources that you cannot have a strong nation without a strong agriculture. When you look at the farm community of America you find that farm income went down $2 billion last year. You find, for example, that the price of wheat is at the lowest in twenty-seven years. You find that people are leaving the farms because the farmer is getting the short end of the stick.",2151_23,0.036292302,FALSE,,uncertainty,0,0
0.000116202,0.999883798,"The Republicans don't say they have """"lowered"""" farm prices. They have just made them """"flexible."""" The Republican tax bill was not designed to reduce taxes for the well-to-do. They tell us it was to """"revive business incentives.""""",1365_30,0.999767597,FALSE,FALSE,random,0,0
0.618447323,0.381552677,"But by joining in voluntary association to bargain and to negotiate; by recognizing that the prosperity of agriculture and industry and labor are inseparably joined; by demonstrating in factory and union meeting and community that American citizenship, with its freedoms and its obligations, is based on a spiritual faith in the equal dignity and equal rights of all men and women. Therefore, as an American citizen and as President of the United States, I am proud and happy I can be here this evening to celebrate the seventy-fifth anniversary of the United Brotherhood of Carpenters and Joiners of America.",1426_17,0.236894646,FALSE,,uncertainty,1,0
0.57185537,0.42814463,"Since then, we have had to rush in an emergency fashion to the aid of Turkey, to the aid of Greece.  We saved Berlin by the gallantry to our air men and we have gotten into a war in Korea and we have lost China, the great nation of East Asia.  What a record in progressing toward peace due to this complacent, arrogant way of government that gives us no leadership in this gravest of all questions--peace or war.",1165_5,0.143710739,FALSE,,uncertainty,0,0
0.443418897,0.556581103,"Together we can make the greatest nation on earth even greater, but let me remind you of this: coming to this meeting is not enough. Announcing that you are for me and Fritz Mondale is not enough. Sending out a newsletter outlining the devastating effect of Ronald Reagan's election is not enough. What we need the next three weeks is workers on the street, in the polling places, in public meetings, letting your voice be heard so that every person in this country that works for a living know the crucial issues at stake.",2594_17,0.113162206,FALSE,,uncertainty,1,1
0.627084292,0.372915708,"Then there is the third set of candidates--pilot and co-pilot that have gotten a weather report.  They have taken a look at the plane, they know that it's been well built, they know that it's made many other a journey; they know that it has been tested, they know what its flight pattern is, they know what its capacity is to take strain and stress, they know the radar is on it, they have been at the controls before--at least they have been close to them--and one of them has been a co-pilot, and another one has been a good navigator.  And so the pilot and the co-pilot get to the end of the runway and let the motors go and take off, but not to run into the thunderheads, now to run into the storm--recognizing that the trip may be a little turbulent, telling the passengers to put on the seat belts, but asking them to remember that we made this trip before and that we know where we are going, we have faith in our craft, we know that the engines are strong, the dynamism of this economy, and we know that there is trust amongst the pilots and trust amongst the passengers, and we say """"Buckle in.  The seat belt sign is on but the pilot is at the wheel, at the controls, and the co-pilot is there at the controls, in touch with the tower.  The radar is working and we will vector around these storms and we will get you out into the blue, and we will win."""" ",2090_41,0.254168583,FALSE,,uncertainty,0,0
0.498438701,0.501561299,"Today, and for the next 12 days, I ask you--and all Americans--to think about the roots of the opportunity we now have, and about the best path to greater opportunity in the future. Santa Clara County, and the state of California, are the home to one of America's crown jewels--the high technology industry. High tech was born right here in California. A San Franciscan, Lee de Forest, invented the vacuum tube before the First World War. A Californian working at Bell Labs developed the first transistor. Two Stanford graduates named William Hewlett and David Packard started an electronics company in their garage; and launched a great industry. And now the supercomputers of tomorrow are also being developed here.",2981_3,0.003122599,FALSE,,uncertainty,0,1
0.501230619,0.498769381,"As you know too well, our world is a dangerous place, and the attack on our homeland and citizens on September 11th, 2001, reminds us that the mission of the guard is ever more critical and ever more deserving of our support and honor. More than a decade has now passed since that day of tragedy, but the visions and the events are seared in the memory of every American. We remember those who died. We marvel at the courage of those who stormed the cockpit when they became aware of the malevolent purpose of the hijackers. We hold up in prayer the families and friends who've lived in a shadow cast by grief. We draw strength from the selflessness of the first responders, and we renew our resolve to protect America from the designs of evil men.",2012-09-11-general-conference-and_5,0.002461238,FALSE,,uncertainty,0,0
0.601338949,0.398661051,"Now, to all the good Democrats who respect that tradition--and I hope there are many present, as there have been in meetings all over the country like this. I hope you are present, because I would like to tell you, you're not alone. We ask you to come and walk with us down the path of hope and opportunity. And in the bipartisan tradition of this country, between us and together, we can keep this nation prosperous, secure, and at peace. ",2876_20,0.202677898,FALSE,,uncertainty,1,1
0.593163221,0.406836779,"That's why we'll continue to encourage ownership. Every time a small business is started, someone is achieving the American Dream. That's why we're encouraging health savings accounts, so people have the security of owning their own health care plan. That's why we'll continue to spread the ownership of homes all across America. I love it when more and more people from all walks of life open up the door where they live and say, """"Welcome to my home. Welcome to my piece of property.""""",2004-10-19-the-villages-florida_29,0.186326442,FALSE,,uncertainty,0,0
0.548690904,0.451309096,"But today the Peace Corps is a great part of our foreign policy and one of the finest institutions that America has for a better world. I think I was my own man then.  When we advanced the proposal for a nuclear test ban treaty, for a disarmament agency and an arms control agency--these bills bear my name, the floor leader in each instance for them.  And the comprehensive Civil Rights Act of 1964, the first time we were able to break a massive filibuster.  The debate started on the tenth day of March and ended on the twenty-sixth day of June, and we passed the most comprehensive program of civil rights legislation ever passed in the history of this country or any other country, and it didn't come easy.  It came because we had people that were willing to work together and help one another.",2002_25,0.097381807,FALSE,,uncertainty,0,0
0.390390571,0.609609429,"The greatest black nation on earth, Nigeria, four years ago wouldn't let the Secretary of State of the United States cross their borders. Now they're among our staunchest allies. Their president was here not long ago--elected in free and open democratic elections with a government patterned after the Constitution of the United States. And recently, we've opened up a new trade, new advice, new counsel, new cooperation, in a peaceful way, one billion people in the People's Republic of China, the largest nation on earth. And we haven't lost, at the same time, trade advantages which are growing by leaps and bounds with the people of Taiwan.",2592_7,0.219218857,FALSE,,uncertainty,1,1
0.492496107,0.507503893,"Mr. Nixon has offered you fear and emotion--and a four-point program--three of which are retreads from present programs and the fourth is a call for more conferences.  That is just not good enough, Mr. Nixon, to earn the trust of America. And then there is the economy--the full-employment prosperity and all it has meant to every family in Rockford and across America.  Think back to 1959, to the last of the three recessions the Nixon Republicans gave us.  One man in a dozen was out of work.  Now the figure is one in thirty-five.  Yes, you are doing well.",2137_5,0.015007786,FALSE,,uncertainty,0,0
0.437378155,0.562621845,"My distinguished opponent, when he was here in Michigan on September 1st, spoke highly of the late Senator Vandenberg.  He was, indeed, a great American, one of the greatest.  He saw that in the world of today, no nation, however strong, can win security by its own efforts alone.",1179_0,0.125243689,FALSE,,uncertainty,0,0
0.494476921,0.505523079,"From the annual level of $5.7 billion under the last administration, farm exports in 1972 will pass $8 billion for the first time.  And we are going to keep them growing toward our goal of $10 billion of exports every year.We have gained our first billion-dollar annual customer of farm products--Japan.   We have opened new markets in Communist countries by lifting the restrictive ocean shipping regulations of the last administration.  It was this action that led to last winter's $150 million sale of feed grains to the Soviet Union, and then to the three-year grain sales agreement which we signed with the Soviets in July--the biggest peacetime transaction of its kind in history.",2344_11,0.011046158,FALSE,,uncertainty,0,0
0.424923112,0.575076888,"Just look at the steel industry.  No industry is more important to our defense or to our economy.  Somebody just told me about the products that the steel produced here goes into.  All across our nation's defense, products produced in this plant, strengthened America.  It is a part of our nation's defense.  It is essential to construction, to appliances, to automobiles.",2725_7,0.150153776,FALSE,,uncertainty,0,0
0.429947166,0.570052834,"There is another factor that this evening reminds us of.  Those of Italian background have a deep love of family.  I think tonight that Peter Fosco, as we honor him, would want us all to honor his wife, Mrs. Fosco.  But most important of all is the fact that those of Italian background, along with so many other immigrant groups who have come to this country, are proud of where they came from, where their parents or grandparents came from, but they are prouder still to be Americans.",2331_7,0.140105669,FALSE,,uncertainty,1,1
0.390543029,0.609456971,"And I don't think we need to waste any more time listening to those who keep telling us what we can't do. Leave them be to harp on about no growth and limits and lowering our expectations. We say America should shoot for the stars, strive for the best and, like our Olympic athletes, go for it. And if you look close, you see it beginning to happen all over the country, and that's why things are improving.",2796_10,0.218913942,FALSE,,uncertainty,1,1
0.629458575,0.370541425,The United States has been a faithful ally.  We have kept our commitments.  We have never faltered nor violated our word.,2144_2,0.25891715,FALSE,,uncertainty,0,0
0.50201257,0.49798743,"I want to tell you why, and keep this message of faith always uppermost in your mind, however you vote in this election. Remember, we have problems, but look at the opportunity. All the wealth that is in this country, not only the wealth and our resources and our inventions and our science, but the wealth in our young people, the best educated, the most involved, people who care, people who can create. I believe in the young people. I know you are going to build a better America.",2167_35,0.00402514,FALSE,,uncertainty,0,1
0.627615365,0.372384635,"The men who died here accepted that fate by a deliberate and clear-eyed decision.  They were under no compulsion of military discipline.  Each man had to make the choice for himself, supported only by God and his own conscience.  When William Barrett Travis drew a line with the point of his sword on the dirt floor, and invited all who wished to die with him to step across it, every hero in that immortal company knew exactly what he was doing--and why.  They knew that the road to escape stretched clear before them; and they refused to take it.  Even Jim Bowie, crippled and ill, asked his comrades to lift his cot across that line of death.This story will never be forgotten as long as any American gathers his children about him to read them our immortal literature and tell them of the spirit which has made this country great.  In the truest sense, the men of the Alamo will never die.  They will live forever in the memory of free men, for they forgot themselves into immortality with a courage of no ordinary sort.",994_1,0.255230729,FALSE,,uncertainty,0,0
0.627632462,0.372367538,"By the way, you have heard enough speakers talk about this issue and I know you have read about it because you are students of government; that is why you are delegates to this convention.  I would like to summarize some of the attitudes throughout the country that I think have to be brought home to the American people and I think you are the ones to do it, because as good as I can talk, or Senator Case and the other candidates on the platform can talk, it is up to you.  You can spread it out all over the communities and the states of this great nation of ours.",1754_10,0.255264925,FALSE,,uncertainty,1,1
0.490243417,0.509756583,"My friends, together we can make America that shining land of opportunity and hope. And with you by our side, I know we will. Thank you all for coming out here, and God bless you.",2793_25,0.019513167,FALSE,,uncertainty,0,0
0.384429282,0.615570718,"The ten birthright goals which I have outlined today embrace our nation's timeless ideals.  Let all Americans, of every party and political persuasion, take them as our guides on election day and every day throughout the next four years. If we do this, then I believe that this election of 1972 will be remembered as one of America's finest hours, and that the next four years will be the four best years in America's first two centuries.Thank you and good afternoon.",2361_18,0.231141436,FALSE,,uncertainty,0,0
0.370910684,0.629089316,"The presidential eagle has his wings up here like that--strong, clear-eyed, beautifully feathered bird. And in the claws, in one set of claws are the olive branches which represent the desire of this nation for peace; in the other set of claws, is a group or a bunch of arrows, representing America's constant preparation for national defense and national security, our strength. And they are balanced off. That is the presidential seal.",2022_24,0.258178632,FALSE,,uncertainty,1,1
0.000125734,0.999874266,"The Republican candidates can't say with much vigor and enthusiasm what they want to do--because they don't want to do anything very much. They can't promise to accomplish great things over the next four years--without explaining why they failed to accomplish them in the last four. Hans Christian Andersen has already written the story of this campaign. He called it """"The Emperor's New Clothes."""" All that Estes Kefauver and I have been doing is to tell people what they already know: that the Emperor really doesn't have any clothes on at all.",1359_8,0.999748533,FALSE,FALSE,random,0,0
0.533528478,0.466471522,"In modern times, Williamsburg has been restored to its historic setting; today, men of the twentieth century can walk through a village of the eighteenth century, absorbing the mood that surrounded the men who built this nation. It is fitting, then, to pause in the election campaign of 1968 at a place steeped in our heritage; this is a proper moment to examine our past for some keys to our future. Perhaps we can draw some strength and gain some insight from what has gone before.",2171_1,0.067056956,FALSE,,uncertainty,0,0
0.608541081,0.391458919,"It was a miracle. Lincoln's own wife lost three brothers fighting for the other side, but he gave his life to preserve the Union. What we take for granted today happened because Americans had the courage to stay the course for change.",3009_24,0.217082161,FALSE,,uncertainty,0,1
0.386203995,0.613796005,"When I came into office, the public schools had been waiting for decades for hopeful reform. Too many of our children were shuffled through school without learning the basics. I pledged to restore accountability to the schools and end the soft bigotry of low expectations, and I kept my word. Seeing the results—our children are making sustained gains in reading and math. We're closing the achievement gap for minority students. We're making progress for our families. We will leave no child behind.",2004-10-14-vegas-nevada-1_26,0.22759201,FALSE,,uncertainty,0,0
0.472100445,0.527899555,"And then, the third thing we must have--and this I say above all--as I see in this audience some of those who represent the great churches of our country, may I tell you that military strength is important if we are going to have peace; economic strength is important if we are going to stay ahead of the men in the Kremlin, the Soviet Union, who would challenge us to competition; but above all, if America is to realize her true destiny, if we are to be really an example to peoples around the world that want freedom and want peace, we must not rest our case simply as the Communists rest theirs on gross materialism, atheistic materialism, we must not rest it simply on military strength and economic might. Let us remember that the strength of America is in her ideals, in her moral and her spiritual strength, and I say to you that cannot come from Washington either.  Oh, we can talk about it, but that must come from the hearts of our people, from our schools, from our churches, from our families, and so I say to you, keep America's moral and spiritual fiber strong so that America can lead the world to peace and friendship without surrender of principle or territory in the years ahead.",1758_13,0.055799109,FALSE,,uncertainty,1,1
0.48513131,0.51486869,"We have also made significant progress in the Middle East. The United States stands staunchly by Israel, supplying in just two years over 40 percent of all U.S. aid to that country since its founding in 1948. At the same time, we have earned the respect and the confidence of the Arab nations. Today, the United States is the only major leader trusted by both sides in the Middle East. They want our leadership, and we will continue to provide it.",2507_14,0.029737379,FALSE,,uncertainty,1,1
0.00013308,0.99986692,"Ladies and gentlemen, it can be done.  There is no reason, none whatsoever, that the vast majority of the American people should be moved and shoved, bullied and browbeaten by a handful of extremists on the right or on the left or whatever they may be.  That is no way to conduct ourselves.",2014_10,0.99973384,FALSE,FALSE,random,0,0
0.518599139,0.481400861,"You know, the only way they can win is if they try to convince the American people that America is in decline. That's what they're telling us. We are number one; we're going to make life better for everybody. But don't let them tell you things are bad. It is so sick.",3139_1,0.037198278,FALSE,,uncertainty,1,1
0.589441122,0.410558878,"This nation faces a stern present and a challenging future. The American farmer has a great role to play in these next critical years of precarious balance in the world. Our national commitment to an expanding economy rests upon the continued growth of our agriculture. Our struggle to strengthen the free world against Communism demands the continued and growing productivity of the American farm. A hungry man is not a free man. In the long run, peace will be won in the turnrows, not on the battlefields. ",910_32,0.178882244,FALSE,,uncertainty,0,0
0.411544144,0.588455856,"Let me tell you what I find about this country of ours.  You know, too often it's the tendency of the political observers to point out the differences about America: the South is different from the North and the East is different from the West.  And you'll find people thinking differently in Hawaii than they would in Maine--6,000 miles away.  And certainly the people down in Atlanta, Georgia, where we had a magnificent reception, couldn't be thinking about the same things that the people up in Grand Forks, North Dakota, where we also had a good reception, were thinking.  The people in Roanoke, Virginia, where at 7:30 in the evening last night we had a tremendous crowd in the heart of that Democratic area, tremendous crowd of between 15,000 and 20,000, do they think about the issues in the way that you think about them here in Omaha, Nebraska?  And often, as I say, we think that the country really thinks sectionally and selfishly about the issues and about America, and also we break Americans down too often in terms of their occupational groups.  We think, well, the teachers think about one thing and the students about another.  Well, that's true to an extent when the grades are being passed out, I suppose, but we also think that those who work in a factory think altogether different from those who are managers of a factory, we think that our farmers are thinking about entirely different things and are interested in different things that those who live in our cities.  And the net result is that we forget that there are great central ideals that join the American people and make this one nation.  This is what I want to emphasize today.",1757_9,0.176911713,FALSE,,uncertainty,0,0
0.372523782,0.627476218,"Florida, at this moment, in this election, we have the chance to do more than just beat back this kind of politics in the short-term. We can end it once and for all. We can prove that the one thing more powerful than the politics of anything goes is the will and determination of the American people. We can change this country. Yes we can.",2008-11-03-jacksonville-florida-1_13,0.254952437,FALSE,,uncertainty,0,0
0.47881036,0.52118964,"So in the final analysis, what it boils down to is who has the experience and who has the character to lead the greatest, freest country on the face of the earth. I'll give you another reason to reelect me. I think we've got a great first lady in Barbara Bush, I'll tell you. When she holds those AIDS babies in her arms or when she reads to those children or when she lifts up these families, she's saying, """"Family values do matter."""" Don't let the liberals and the media tell you they don't. They do matter. God bless the American families.",3184_16,0.042379279,FALSE,,uncertainty,1,1
0.401854392,0.598145608,"Now I want to talk about science.  I've just heard about the magnificent new science building you have at the University of Toledo and I only wish that I could see it.  I was never particularly good at science.  That's the reason, I suppose, I became a lawyer instead.  But whatever the reason, I just want to say this: that I know something about it, and if you talk to any scientists as I have talked to, great numbers of them in the past few years, you will find that new discoveries in science are not something that are indigenous to our people.  We will find, for example, that when we consider the atom and the breakthrough that was made there, that Italians contributed to it and Germans contributed to it and Americans and people all over the world.  You will find in this field America will not always be the first to break through in science.  But here again, just because in one area or another we find a Soviet scientist may get there first with something, this doesn't mean that American science has gone to pot.  This doesn't mean that America in the field of science is second.  Today, when we consider the number of Nobel Prize winners, when we consider science in all of its broadest aspects, when we consider, for example, in medicine and in all the other areas which benefit mankind, we're not only first in the world, we're way ahead.  And we are going to stay ahead unless we copy the Soviet Union.",1831_5,0.196291216,FALSE,,uncertainty,1,1
0.42934819,0.57065181,"The enemy seeks to break the will of the Iraqi people. But as Prime Minister Allawi told the Congress, Iraqis are hopeful, optimistic, and determined to prevail in their struggle for liberty. After the enemy has failed in so many goals, what can these killers do now? They can fill up our TV screens with horrible images of suicide bombings and beheadings. These scenes are chaotic and horrific, but they're not a complete picture of what's happening in Iraq. A recent poll found that more than 75 percent of Iraqis want to vote, and they have confidence in the electoral progress. And more than 75 percent are hopeful about the future of their country. The violent acts of a few will not divert Iraqis and our coalition from the mission we have accepted. Iraq will be free. Iraqis will be secure. And the terrorists will fail.",2004-10-18-marlton-new-jersey_51,0.141303619,FALSE,,uncertainty,0,0
