Predictions_prob_1,Predictions_prob_0,text,speech_par_id,uncertainty,already_annotated,already_sampled,drawn,high_pride_bb,high_pride_yl
0.492121045,0.507878955,"I saw another election just like this one, in 1935, when Stanley Baldwin of England, when England was engaged in a deadly competition with Germany, chose to tell the people that everything was being done in good time, and that England's security was assured.  Mr. Baldwin won that election and the British almost lost World War II. Now, I don't know whether we are going to win this election or not.  That judgment is yours.  I don't know whether we are going to win the election or not, that is your judgment, and the judgment of the people of America.  But I want to make it clear that they choose between two very different views of our country, what needs to be done, what must be done.  As a citizen who is concerned about our country, I cannot possibly accept the conclusion which Mr. Nixon has come to.  If he believes those conclusions, he is either misinformed or misleads the public.  These are not the best of times.  This is the best of countries, but these are not the best of times.  This is a great country, but I downgrade the leadership which Mr. Nixon now offers the American people.  He knows, himself, that our influence and prestige is not as high as it once was.  He knows that the first passengers to outer space were named Belka and some other Russian dog.  They were not named Checkers or Rover.  As long as 35 percent of our brightest boys and girls graduating from high school never get to college, as long as only the children of wealthy or reasonably wealthy parents can hope to get through medical school, as long as we are producing far less doctors for our population than we were before, as long as we are not developing our resources, rebuilding our cities, moving our economy ahead, as long as we are not giving the same effort to disarmament and nuclear controls that we are to arms and war, as long as science and technology and space and the earth are not being used to make men's lives more secure, in my judgment we are not meeting our full potential, our full capacity.",1703_2,0.01575791,FALSE,,uncertainty,0,0
0.450820273,0.549179727,"So we're encouraging entrepreneurship, because every time a small business is started, someone is achieving the American Dream. We're encouraging health savings accounts so people have the security of owning their own health care plan. We're promoting homeownership. More and more Americans own a home today. I love it when somebody opens the door of the place they live and says, """"Welcome to my home. Welcome to my piece of property.""""",2004-10-14-vegas-nevada-1_39,0.098359454,FALSE,,uncertainty,1,0
0.484692679,0.515307321,"What we have seen in the West we have been seeing all across this land, in New England, in the Midwest, in the South. Everywhere, the crowds are the largest that have been seen in years, and in many places they are the largest that have been seen at any time. What does this mean? I believe that we are finding out whose country this is. This is the country of responsible Americans, that is who. The men and women of this nation are thinking of what they have and what they want their children to have after them. So without regard to party, responsible Americans--Democrats, Republicans, Independents, and whatnots--are uniting this year because they do not intend to turn their heritage or their hopes over to factions and fractions which stand against all that both parties have ever stood for in America. The people want responsibility in Washington. The people want performances in the presidency, not promises.",1941_3,0.030614642,FALSE,,uncertainty,0,0
0.441055576,0.558944424,"History speaks to us on the peace-building power of presidential leadership.  My generation remembers that a generation ago, relations with the Soviet Union could not have been worse.  They had threatened us with nuclear war by deploying missiles in Cuba.  But only a few months later, President Kennedy broke a deadlock by declaring a temporary halt to our atmospheric tests and challenging the Soviets to respond in kind.  They did, as you recall, and within two months, we had signed a treaty banning all open-air testing.  Today, because of that leadership, our children's milk is safe, we're not getting cancer from strontium 90 anymore; and we live in a safer world.",2712_20,0.117888848,FALSE,,uncertainty,0,0
0.000148481,0.999851519,"So I don't know how many votes I'll get in Ohio this time, but no matter who you are, no matter what party you belong to—and I want everybody who's listening on television to understand—I will be fighting for you. Because I'm not fighting to create Democratic jobs or Republican jobs, I'm fighting to create American jobs. I'm not fighting to improve blue-State schools or red-State schools, I'm fighting to improve schools in the United States of America.",2012-09-26-bowling-green-ohio_54,0.999703039,FALSE,FALSE,random,0,0
0.583382656,0.416617344,"It happens that I set down these thoughts for you yesterday while I was traveling to the coast. We were flying over the mountains--the jagged peaks, the desolate slopes, the shadowed canyons. We were over the mountains for a long time. But then beyond, up ahead, we began to see the gentle rounded hills, the green patched valley. And as we flew out over the valley we could see ahead the blue Pacific. It stretched farther than the eye could see, calm, blue, peaceful in the setting sun.",985_32,0.166765312,FALSE,,uncertainty,0,0
0.00014562,0.99985438,"My opponent has a very different vision--a gloomy vision of weakness that doesn't look to you with confidence or challenge you to dream great dreams and make America grow, but that places its trust in bigger government. We must ask ourselves one question: What has he ever done or said to suggest, let alone convince us, that his vision can do anything but fail? The record is clear. In his administration, the only things that went up were inflation, interest rates, and taxes, while everything else--investment, productivity, earnings, savings, confidence, optimism, and growth--all fell apart.",2833_4,0.999708761,FALSE,FALSE,random,0,0
0.439176576,0.560823424,"The President. During the next 4 years, we'll wage a comprehensive strategy to defend our country, and we will use every asset at our disposal. And one of the most powerful assets we have is freedom. Free nations do not breed resentment. Free nations do not export terror. Free nations become allies in the war against terror. By spreading freedom, we help keep the peace. I believe in the power of liberty to transform societies.",2004-11-01-new-mexico-3_39,0.121646848,FALSE,,uncertainty,0,0
0.438163875,0.561836125,"Three-and-a-half years ago we started America on a totally new course, a new beginning. We cut the tax rates by 25 percent across the board. We cut the growth in federal spending in half and trimmed away needless and counterproductive regulations. It took time to reverse trends that had been building for the few years previous to that, but we've proven the gloom-and-doomers are wrong.",2796_8,0.123672251,FALSE,,uncertainty,1,1
0.443769178,0.556230822,"We're a people, in short, who don't need the supervision of government sophisticates to tell us what is right and good. And now the American people are walking into tomorrow unashamed and unafraid. They're ready for this great, new era of opportunity.",2846_33,0.112461644,FALSE,,uncertainty,0,0
0.548553253,0.451446747,"Matter of fact, the underlying issue of America developing over the next decade, would say, is the question of success or failure in this great program for peace, and America can take the lead. America with her friends in the world can do it. Don't ever forget it because our strength, spiritual, moral, human, technical, scientific, our great genius so overwhelms that of the captured countries that when they are placed in comparison it is almost ridiculous to be fighting. If we get the thing in our hearts we can do it. I would like to leave with you that simply thought--America can do anything it wants to.",1093_21,0.097106507,FALSE,,uncertainty,1,1
0.418399281,0.581600719,"We are pushing back the frontiers of knowledge in ways that will benefit all of us. Here at the medical center, in science labs, biotech firms and universities all across our nation; in millions of homes in the everyday miracle of the Internet, we see the leaps of science, technology that are no less dazzling for being so widespread. Just today, before I came here, I met with a lot of people who work with the problems of cancer. I met with cancer survivors, I met with physicians, I met with researchers, I met with people in support groups. Among other things, I announced that we will be dedicating thirty million more dollars this year to genetic breast cancer research, because--and this is just one example--we have identified two of the genes in the human structure that cause breast cancer. And when you put that with the fact that we are now using the very sophisticated imaging technology we use in our satellites for defense and intelligence purposes on the human body, so we can detect, prevent, or stop early the spread of all kinds of diseases, we are literally on the verge of breakthroughs we never could have dreamed of just a couple of years ago.",3274_11,0.163201438,FALSE,,uncertainty,0,0
0.000120888,0.999879112,"Let's see just what it is we're being offered. Let's look first at farm policy. The Democratic position can be stated in one clear, unambiguous sentence.  We stand for the firm 90 percent supports which the Democrats enacted over Republican opposition, and we are going to continue our search for practicable price supports to cover perishable products.",973_10,0.999758223,FALSE,FALSE,random,0,0
0.437226386,0.562773614,"I say to you and to Governor Carey and Mayor Beame and other leaders in business, in politics, in religion that we can work together to find the financial means and to achieve the tough, competent, hard-headed management that can restore and revitalize New York and the other great cities of America. Al Smith was a family man, as I am, and as many of you are, and I know that we all agree that the strength and vitality of the American family is absolutely basic to the strength of our nation. Early this month I spoke to the National Conference of Catholic Charities in Denver, and I expressed my deep concern that federal policies and programs too often work to weaken, and not strengthen, the family structure in America.",2401_9,0.125547228,FALSE,,uncertainty,0,0
0.435207525,0.564792475,A new era of abundance at home and of peace in the world--a New America--lies ahead and beckons to the young in heart. America is changing. We cannot stand still.,1327_22,0.12958495,FALSE,,uncertainty,0,0
0.000140403,0.999859597,"But Saddam Hussein didn't believe the United Nations. After all, he'd ignored 16 other resolutions. Last night, my opponent said something about, """"Well, maybe another resolution would have helped."""" I just don't think it's realistic. As a matter of fact, the U.N. sent inspectors into Iraq, and as David Kay's report showed, Saddam Hussein was systematically deceiving the inspectors. Somehow thinking inspectors would have caused Saddam Hussein to change is not very clear thinking.",2004-10-01-remarks-allentown-pennsylvania_59,0.999719195,FALSE,FALSE,random,0,0
0.000411763,0.999588237,"We cannot bring Frank Tummillo back again, any more than we can bring back the American soldiers who have given their lives in Vietnam.  But in our war against crime and drugs, as in our war against aggression in Southeast Asia, we can resolve to redeem with honor the ultimate sacrifice which these brave men have made. Together, and in their name, let us work to end the violence and the lawlessness against which they fought.  Let us make the next four years a period of new respect for law, order, and justice in America, a time of new hope in a land free of fear and a world at peace.Thank you and good afternoon.",2333_18,0.999176475,FALSE,FALSE,random,0,0
0.41616877,0.58383123,"It is now our turn -- our turn to stand up to people like your governor and your legislature who wanted to shut you down and push you back because we are fundamentally a good nation and we need to make sure we deliver on that promise. And in this election, President Obama's entire legacy is on the line, everything that he has worked so hard to do against implacable opposition. As the president said yesterday, everything we've done is dependent upon him being able to pass the baton to somebody who believes in the same things he believes in.",2016-11-03-raleigh-north-carolina_50,0.167662461,FALSE,,uncertainty,0,0
0.457685298,0.542314702,"And the other message to me from almost every mayor, Democratic or Republican, was our cities are deteriorating so rapidly that we face a constant crisis. You yourselves have had a very serious trial in this city--in Cleveland, in this metropolitan area. The future can be very bright as we solve the problems of better tools and better factories for our steelworkers, meet foreign competition in automobiles, make sure that we increase the production of American energy of all kinds, including coal--these kinds of things are now in the future, ahead of us, if America can retain the same commitment that's made our country strong.",2557_7,0.084629403,FALSE,,uncertainty,0,1
0.57317166,0.42682834,Tonight I am going to speak to you about some of the calamities that have come to our nation because of lack of this kind of leadership.  I am going to speak of ways to discover and display that leadership in the years that lie ahead. There was a time when your great Pacific coastland was rightly called the safest place in the world.  But the vast Pacific Ocean is no longer the sure guardian of your homes that it was in the last century.  The same forces which threaten the east and the north and the south are an equal danger to the west.  In America today we have a common need for a common defense.,1220_3,0.146343321,FALSE,,uncertainty,0,0
0.000124936,0.999875064,"Chairman Prendergast, Senator Jackson, reverend clergy, Mayor Wagner, Governor Harriman, Controller Levitt, distinguished guests, ladies and gentlemen: I read in this morning's newspaper a story that a great hero of my own home town, Ted Williams, was retiring. And I was also interested to read that he was too old at 42. Maybe experience isn't enough. I come here tonight, to New York, to express my appreciation to the delegation from this state which supported my nomination at the convention; and without that support I would not today be the standard bearer of the Democratic Party.",1550_0,0.999750127,FALSE,FALSE,random,0,0
0.419783743,0.580216257,"Let me — let me come back to that question about China. And — and I mean, China is a — a major — well, now the number one manufacturer in the world. And — and China's economy is not as large as ours, but it's the second-largest in the world and on track to become larger than ours. It's growing much faster than we are. Last quarter our economy grew at 1.3 percent. Theirs grew at 7 (percent) or 8 percent. So they're gaining fast. And — and they're — they're smart, capable people, and productive.",2012-10-10-mount-vernon-ohio_78,0.160432513,FALSE,,uncertainty,0,0
0.488456896,0.511543104,"You and I have a right to hope--not fear--for the future of this beloved country of ours.  We have a right to steady leadership that inspires the confidence of people at home and abroad. I pledge you that the forthcoming Republican administration will bring to Washington outstanding citizens representing every sector of our national life.  Thus it will give you diligent, dedicated leadership, and the calm, informed judgment the nation so desperately needs to win its way to peace.  This coming November 4th, the American people are going to plant a crop of hope across the land.  And the foremost job of the new Republican administration will be to tend that crop well, to make it grow until we harvest a true, lasting peace.",1139_3,0.023086208,FALSE,,uncertainty,0,0
0.563946861,0.436053139,"The answer is, of course, the goals that we Americans have, in the very general sense, are the same.  We want a better life for our children than we want for ourselves, but the difference, I submit to you, is this: our programs will work in producing progress and theirs won't. And I point first to the record.  I've heard a lot and you've heard a lot about all the charges that this administration has been standing still, that we've had no progress, that it's time to get moving again, moving across new frontiers.  Well, let me tell you this: anybody who thinks America has been standing still for the last eighty years hasn't been traveling in America.  He's been in some other country.  Since my opponent has associated himself with Harry Truman, let me say we're glad to compare Harry Truman's record with Dwight Eisenhower's any time.  We are glad to compare them.  You have the seven and a half Truman years and you have the seven and a half Eisenhower years--and, my friends, take the test.  ",1793_6,0.127893723,FALSE,,uncertainty,0,0
0.55539334,0.44460666,Through this period we have steadily moved toward a more hopeful world. We have moved toward widening freedom and toward securing a more lasting peace. We will continue in this direction.,1953_28,0.110786681,FALSE,,uncertainty,1,1
0.000134497,0.999865503,"So, we get a traitor and they get five people that are right now, most of them, already back on the battlefields trying to kill everybody, including us. No more, folks. That is called the five for one president. That's -- that is the same guy that made the deal for $400 million. The other guys couldn't leave the airport, the hostages. And then all of a sudden, they were able to leave.",2016-08-05-green-bay-wisconsin_142,0.999731006,FALSE,FALSE,random,0,0
0.445382074,0.554617926,"Then a great Democrat became president, and this nation will never forget what it owes to that peerless leader, Franklin Roosevelt. The American people began their long, hard climb out of the pit of despondency. Government at long last was warm and vigorous and decisive. Government at long last cared about the people of the country. And, because it cared about the people, it released the people's energy. ",959_16,0.109235853,FALSE,,uncertainty,0,0
0.524388115,0.475611885,"Now, I've got a plan to help this country move forward. I believe tax—the tax relief we passed ought to be made permanent. I've got a practical way to make sure Americans get health coverage without empowering the Federal Government. We've got a clear view of how to make sure Social Security fulfills its promise to our younger folks. We're going to help more families find dignity and independence in a home they call their own. We're going to build an ownership society, where everyone has a stake in the success of America and everyone has a chance to realize the great promise of our country.",2004-10-02-builders-columbus-ohio_45,0.04877623,FALSE,,uncertainty,0,0
0.494889605,0.505110395,"You know, let me tell you something--I honestly believe we're going to get four more years tomorrow. You know, I have another big difference with Governor Clinton. It relates to war and peace. I am very proud that I wore the uniform of this country and fought for my country in combat. And the media elite don't like it, but I still think it is wrong when your country is fighting to go organize demonstrations in a foreign land against the United States of America.",3187_15,0.01022079,FALSE,,uncertainty,0,0
0.57974492,0.42025508,"This contest is between those who think things are fine as they are, those who are satisfied with the status quo, those who think we can't do any more or do it any better, and on the other side there are those of us who know we can do better, who believe it is a great country but know it can be a greater one. I ask your help in this campaign. Give me your hand and we will join together and move this country forward.",1465_2,0.159489839,FALSE,,uncertainty,0,0
0.508252348,0.491747652,"I'm running for president to keep the country I love safe and prevent other families from risking their loved ones in war as my family has. I will draw on all my experience with the world and its leaders, and all the tools at our disposal -- diplomatic, economic, military, and the power of our ideals -- to build the foundations for a stable and enduring peace. In America, we change things that need to be changed. Each generation makes its contribution to our greatness. The work that is ours to do is plainly before us; we don't need to search for it.",2008-09-04-national-convention-saint_55,0.016504695,FALSE,,uncertainty,1,1
0.500670477,0.499329523,"Well, as you know, there came World War II and then finally Normandy.  And out of all that--and, of course, you know I have been given different types of honors by all of the allied governments that were associated in that war--I think the greatest thing that I brought back from the war was the knowledge of friendship with thousands--literally hundreds of thousands--of GIs.  I know of no single GI in all the AEF who didn't believe that I was his friend--that I would try to do whatever I could for him as long as he lived--whether he stayed in the Army or was a civilian, but especially if he were a disabled veteran.  I promised also to those men to help care for the orphan and the widow whose  father or whose husband never came home.  I promised them I would always do my best for them.  That promise still holds, and it doesn't make any difference where I am.  I can be in civil life, a contented president of my university, or on a farm, or in a position of highest responsibility, but I shall never forget America's obligation to those veterans of all services.",1315_17,0.001340955,FALSE,,uncertainty,0,0
0.572693715,0.427306285,"We teach our children that America is one nation under God, indivisible, with liberty and justice for all. Not just for people who look a certain way or worship a certain way, but for all. Everywhere I go, people tell me how concerned they are by the extreme policies and divisive rhetoric they've heard from my opponent – from the racist lie about Mexican immigrants that launched his presidential campaign to his racist attacks on a federal judge.",2016-09-15-institute-washington-dc_22,0.145387431,FALSE,,uncertainty,0,0
0.46655778,0.53344222,"And so we began this dialogue, a dialogue that for me has been going on for a dozen years in my own state, trying to define that special partnership we need between the public and the private sector to make America a high-wage, high-growth, high-opportunity country. Keep in mind that most Americans, according to the census, are working harder today than they were twenty years ago for incomes which, adjusted for inflation, are lower than they were ten years ago. That is in spite of the fact of dramatic increases in productivity by some of the companies represented here and many companies in this country.",3005_7,0.06688444,FALSE,,uncertainty,0,0
0.549397361,0.450602639,"Now, if I can turn to one other issue, and the last one and the most important one of all.  Again, what could be more important, some might ask, than jobs, housing, medical care, schools.  And, of course, what could be more important is to be around to enjoy all the good things we have in this country.  And I say to you today that the most important qualification that the next president of the United States must have is this.  Which of the two men for the presidency is best qualified by experience, by background, and judgment to keep the peace without surrender and extend freedom throughout the world?  This is the great question that you must answer. ",1795_22,0.098794722,FALSE,,uncertainty,0,0
0.586176514,0.413823486,"But it's a time of great opportunity. A time of change creates great opportunity, so long as the Government takes the side of the workers and the families here in America, so long as Government recognizes this: Our fundamental systems, the Tax Code, health coverage, pension plans, and worker training, were created for the world of yesterday—think about that—not for tomorrow. I believe in the next 4 years, we've got to transform these systems to help our citizens, to help prepare our citizens, to help free citizens so they can realize the great dream of our country.",2004-09-09-remarks-colmar-pennsylvania_24,0.172353028,FALSE,,uncertainty,0,0
0.443113925,0.556886075,"The greatest enemies of freedom in the world are ignorance and disease, and in both Mexico and the United States, we are redoubling our efforts to fight both of these dreadful barnacles.  Western Europe today has never been stronger.  Its people now reach for new heights of abundance.  There are differences, but they come from strength and they come from self-confidence, not from weakness, not from fear.  And there is no difference in our resistance to Communist ambition or our devotion to freedom.",1902_10,0.11377215,FALSE,,uncertainty,0,0
0.503937498,0.496062502,"What we have to face today is just what Senator Biden said. We are in a new era in which our national security will be defined in large measure by our economic security. No country can be strong around the world unless it is first strong at home. Trickle-down economics, the idea that if you just keep taxes low on the wealthiest Americans and minimize the role of the national government in the life of an economy, you can grow it. They've had twelve years, look what's happened. In 1980, we had the highest wages in the world, and now we're thirteenth. In the last four years, in the last four years, there has been no growth in private-sector jobs in the United States of America. There are 35,000 fewer jobs in the private sector in the United States today than there were four years ago. That is the worst record in fifty years. I say we can do better. Two-thirds--two-thirds of the American people are working harder today for lower wages than they were making ten years ago. There have been twice as many bankruptcies as new jobs created in the Bush administration. One hundred thousand--I will say it again--100,000 Americans a month lose their health insurance. The college dropout rate is twice the high school dropout rate because so many young people go and cannot afford to stay. I believe we can do better.",3034_10,0.007874997,FALSE,,uncertainty,0,0
0.469527798,0.530472202,"Today, here in the heartland of America, stands their son - a proud father and husband and son--a proud American - the Governor of a historic state--the Democratic nominee for the Presidency of the United States. Only in America--only in a country which has opened its doors to millions--some on slave ships, to our everlasting shame; some on converted coal ships, like my mother; immigrants from every corner of the earth drawn by the torch of freedom. Yesterday, September 4, we celebrated my mother's 85th birthday.  I hope, with your help, we can give her a very special birthday present on November 8th.",2885_1,0.060944403,FALSE,,uncertainty,1,1
0.000127318,0.999872682,My opponent will tell you that the federal government has turned its back on sewage treatment. The federal government has invested $45 billion in sewage treatment over the years--a wise investment. Ninety percent of the sewage flow in America receives secondary treatment. Boston's sewage does not.,2948_14,0.999745364,FALSE,FALSE,random,0,0
0.571834507,0.428165493,"I don't say to you that I, if I am elected, can promise perfection in this respect, but I do say this: I know what responsibility means.  I've been through it.  I also know what America means, not only to us here at home, but what it means to millions abroad, and with your help I can promise you that we will always represent America at its best.  We will always present to the people of the world the picture of an American people who are not affected with an inferiority complex by themselves, but people who are confident of their ideals, who have faith in their God, and faith in their country.",1830_7,0.143669015,FALSE,,uncertainty,0,0
0.000131266,0.999868734,"Leading the way in our efforts to bring U.S. farm products to the world, and to bring a better day for America's farmers and rural people, have been the two able and energetic men who have served in my cabinet as secretary of Agriculture--Cliff Hardin and Earl Butz. It has been said of the present secretary of agriculture that """"Nobody bullies Earl Butz.""""  The people in Washington have learned how true that is, so have the nation's farmers, and we can be proud to have Secretary Butz on our team.",2344_14,0.999737469,FALSE,FALSE,random,0,0
0.586861474,0.413138526,"Today, as you know, we're in the midst of Hispanic Heritage Month. In classrooms across America, children will study Dolores Huerta and Cesar Chavez, Julián and Joaquín Castro, Justice Sotomayor, Roberto Clemente and Laurie Hernandez, Gloria Estefan and Lin-Manuel Miranda, and countless others – names we know and names we might not know, but every one of whom has enriched this country for generations. Whether you're Mexican, Puerto Rican, Cuban, Latin American, Afro-Latino, whether your family just arrived or has been here since before the United States even existed, you're not strangers. You're not intruders. You're our neighbors, our col-leagues, our friends, our families. You make our nation stronger, smarter, more creative. And I want you to know that I see you and I am with you, and time and again – time and again we have seen that when we invest in the community, when we make it possible for Latinos to get the health care you need, get the education you desire, compete for jobs, start new businesses, pursue your dreams, all of America benefits.",2016-09-15-institute-washington-dc_8,0.173722948,FALSE,,uncertainty,0,0
0.469625851,0.530374149,"I say this just to point out that you cannot permit this election to be about false choices from America's past, about the same old categories and the same old boxes we try to put people in. We are living in a new world at the end of the Cold War, and we have new challenges, and new opportunities, and we had better seize them, and we'd better be willing to park all this aimless hot air rhetoric at the door and deal with the people's problems and the people's potential. That's what this election ought to be about--taking a new direction.",3010_22,0.060748297,FALSE,,uncertainty,0,0
0.033259618,0.966740382,"Let me tell you who they are. They are not Republicans or Democrats or Independent. They are all Americans. They are Americans that come from all segments of our life. They are people that do not break the laws, they are people that do not resort to violence, they pay their taxes, they support their churches and their schools, they are good people, they are decent people, they care.They know that this country isn't going to be a good place for any of us to live in if it isn't a good place for all of us to live in. And they are people who are not haters, they are people who recognize that what is happening in America is something that needs to be changed. If they are mad about anything, angry about anything, it's what has happened to America that discourages them and outrages them. And they look over these last four years, and this is what they see.",2163_15,0.933480764,FALSE,FALSE,random,0,0
0.000160384,0.999839616,"When you think of what we want as far as this country is concerned, I think of the crowds I saw on the streets today.  I saw many grownups; I saw many teenagers and college students and then I saw many parents, and then I saw something that must affect all candidates, as it does me.  I saw many parents holding up little children, babies, holding them up, waving their hands, and I want to tell you what effect that has on me, and I am sure it would on any candidate.  It makes you think of the great responsibility you have.  It makes you think that it is the future of this country that we're talking about and voting about in this campaign.  It makes you realize that what we must do is to build a better future for our children than we've had for ourselves--and that's what we stand for, and that's why we're getting support from the American people.",1793_3,0.999679232,FALSE,FALSE,random,0,0
0.000127563,0.999872437,"I represent hope. Mr. Bush represents fear. I represent change, fundamental change. I think it is the best program of change the American people have had. One major newspaper said it was the most detailed program for change ever offered by a person challenging for the presidency. And I believe that we have to have the courage to do this. But you have to decide that.",3042_24,0.999744874,FALSE,FALSE,random,0,0
0.46801052,0.53198948,"I'm proud to say that during these last four years, on another subject, not one square inch of territory in the world was taken over by Communist aggression. All right, All right. And that U.S.A., the United States of America, is more secure than it was four years ago.",2878_14,0.063978959,FALSE,,uncertainty,1,1
0.430435495,0.569564505,"Let me prove it. In that very same paper, look at the headline above: """"Ten-Day Auto Sales Set Record."""" You know what that means. That means that the American people have confidence in the future. They're buying more cars than ever before. That means we're going to have not only more sales of cars but more production of steel, and it means that our economy is going to move forward, move forward without inflation, because as long as the people have confidence, we will not have a recession; and it's only the politicians who want to get the jobs--the jobs, of course, in the White House, particularly--who would talk this country into a recession.",1856_10,0.13912901,FALSE,,uncertainty,0,0
