Speech_id,text,junk,party,term,comp,populist_old_keywords,par_id,speech_par_id,length
1957,"Mr. Chairman, Governor Dalton: I'm with good neighbors and good friends whenever I'm in the state of Missouri! Mrs. Johnson and I feel at home with Stu Symington, one of the great and wise men of the United States Senate, and one you are going to return with a landslide majority November 3rd.",0,dem,1964,TRUE,FALSE,0,1957_0,53
1758,"Now, with regard to that decision, may I tell you what I believe.  One: America must begin by being the strongest nation in the world militarily.  Why?  Not because we want to fight a war, but because we don't...[missing text]...because we know as long as we're strong, we will always use our strength to keep the peace and to keep anybody else from threatening it.  So, point 1: I pledge to you we will keep America strong as she is today--stronger than anybody in the world so that we can keep the peace.",0,rep,1960,FALSE,FALSE,9,1758_9,93
1758,"Second: In addition to keeping America strong militarily, we must also keep the diplomacy in which we deal with the men in the Kremlin on a firm, realistic basis.  We must not be belligerent because we cannot enjoy the luxury of losing our tempers--the next president certainly can't, because when he loses his temper in dealing with the men in the Kremlin, it might run the risk of setting off the world conflagration that we don't want.  So the next president must be a man of judgment, a man who has had experience, and a man, above all, who knows the men in the Kremlin and the Communist leaders and knows what will work with them and what will not.",0,rep,1960,FALSE,FALSE,10,1758_10,120
2523,"Thank you very, very much, Bob Taft: You can't imagine the thrill it is, how really humble I feel to be on this platform in this great Karlin Hall with the two greatest governors in the history of Ohio, as well as the finest mayor of a great city; and then a person who is going to follow in the great tradition that he has built on his own record and the great tradition of his father, your Senator, Bob Taft. If I might take just a minute to introduce a member of my family--we have three boys and a daughter, Susan--and our son, Mike Ford, has been here in the state of Ohio all day; he's going to be with me tonight. He's a divinity student up in Boston, Massachusetts. He's out campaigning for his old man. I would like to introduce to you our son, Mike Ford.",1,rep,1976,TRUE,FALSE,0,2523_0,149
1994,"Thank you, my fellow countrymen. Good night, and God bless you. NOTE: The president's remarks were video taped in the diplomatic reception room at the White House at 1:45 p.m. on November 2 for broadcast at ten o'clock that evening.",1,dem,1964,TRUE,FALSE,26,1994_26,40
3173,"You remember that Harry Truman--it's not giving 'em hell, it's just telling them the truth, and they think it's hell. That's what Truman said, and he's right. Education: We've got the best program to help these kids, America 2000. It's got a lot of great features. It supports the teachers, not that NEA teachers union. Let's help the teachers. Help the teachers. And one thing it says is, let's help parents choose the school of their choice, private, public, or religious. It worked for the GI bill after World War II, and it can work to make our public schools better. Let the parents choose.",0,rep,1992,TRUE,FALSE,18,3173_18,105
1002,"Mr. Shapiro and my friends of Kankakee: I heard a rumor that this was Republican territory and that when we came here there wouldn't be anybody to meet us and that we would have to spend all of our time talking to ourselves. Well, you know talking to yourself isn't such a hard job for politicians. I once heard a definition of a politician, as a man who approached every question with an open mouth. But it only goes to show that political predictions can sometimes be wrong. You will be hearing a lot of political predictions in the next few days. I remember some predictions that were made four years ago. I remember them very well because they involved me and they were all bad. But I also remember that I--contrary to the predictions--was elected governor of Illinois by the largest majority in history.",0,dem,1952,FALSE,FALSE,0,1002_0,145
3167,"On education, we've got a tremendous difference on education. We've got a program called America 2000. We've got the best job-retraining program to help those who need work as we move from a defense economy to a more private sector. I am very proud of our record. And I'll tell you one place where I really differ with Governor Clinton: I want to put the strength with the families. I want to give the parents the choice: public, private, or religious schools. Let the parents choose, and let's help them with their choice.",0,rep,1992,FALSE,FALSE,15,3167_15,93
2090,"VOICE:  Hubert, can I shake your hand, please? VICE PRESIDENT HUMPHREY:  You will have your chance. VOICE:  Hubert, can I shake your hand?",1,dem,1968,TRUE,FALSE,9,2090_9,23
2090,"VICE PRESIDENT HUMPHREY:  There were those who decided if a man wanted to fight, he ought to have a chance. VOICE:  I am for you, may I shake your hand, Hubert.  I believe you, I honestly believe you.",1,dem,1968,TRUE,FALSE,10,2090_10,38
2090,"VICE PRESIDENT HUMPHREY:  Bless your heart, thank you, I will come back and shake your hand just a little bit later.  Thank you very, very much.  And we started our struggle, an uphill struggle.  Now I don't intend to make this a meeting of pathos and sadness.  The simple fact is that we started the struggle because you helped us.  You gave us the tools, you gave us the means, you gave me some of the confidence that I needed.  I once said to a group of my office mates and advisers, I said, """"Listen, if there isn't a living mortal left to campaign for this ticket, it will be me.""""  And I will campaign from one end of this country to the other because I happen to believe that this is a crucial election, and it is an election that goes far beyond just ordinary politics.  And because I believe that I think that that is why you are here tonight.",0,dem,1968,TRUE,FALSE,11,2090_11,162
2084,Law and Order:  George Wallace didn't have it in Alabama.  He had the highest murder rate in the country.  He had the second-highest rate of aggravated assault.,0,dem,1968,FALSE,FALSE,1,2084_1,27
2053,"Now listen to what the Washington Post said of Mr. Agnew:  """"Nixon's decision to name Agnew as his running mate may come to be regarded as perhaps the most eccentric political appointment since the Roman emperor Caligula named his horse a consul."""" And I say:  President Agnew, and President LeMay, it could happen, and so before we hear any more talk about the new Nixon's responsible appointments, let columnists carefully consider where President Agnew might lead us. In this campaign, I have never had to drag Ed Muskie kicking and screaming back into the mainstream of my own campaign--or into the twentieth century.  And, to borrow the language of Madison Avenue, no other presidential candidate can make that claim.",0,dem,1968,TRUE,FALSE,22,2053_22,119
3359,"And one big difference that I have with Bill Clinton: he's getting ready to leave the White House, and I'm getting ready to move in. That's one big difference. And when I move in and Elizabeth moves in--and she does a great job, she'll be a great, great first lady. She'll be a role model for young women all across America, regardless of party.",0,rep,1996,TRUE,FALSE,11,3359_11,64
1200,"Senator Mundt and my friends of South Dakota: I am here in a capacity that it never crossed my mind I would be in when my friends used to ask me to come out here to shoot pheasants.  I assure you this is a tougher job than tramping up and down the corn rows.  Nevertheless, it is an inspiring job.  The finest thing about campaigning is the opportunity it brings to a candidate to meet Americans face to face, to discuss with them problems of the day and to get their reactions.  I do get reactions from audiences such as this.  Sometimes I get them in the form of letters or telegrams to my train.  Sometimes I get them in what they shout at me as I go along the road, or from the audience, and sometimes that language is the kind that I don't dare later to use over the radio.  Nevertheless, I learn from them, I assure you, far more than I can tell them, I am trying to bring to them what is in my heart and mind as I carry on my duty and responsibility as Republican standard-bearer.",0,rep,1952,FALSE,FALSE,0,1200_0,192
1566,"We say to you, those of us who seek high office and high responsibility in this somber time in the life of our country, we are reminded what Lincoln said when he left this city to go to Washington: """"My friends, I now leave with a task before me greater than any which has rested upon any president since the time of Washington. Without the assistance of that Divine Being who attended him, I cannot succeed. With that assistance, I cannot fail.""""",0,dem,1960,TRUE,FALSE,19,1566_19,82
2720,"PLEASE NOTE:  THIS IS A DRAFT DATED SEPTEMBER 13, 1984, BUT THE DATEON THE HEADING IS SEPTEMBER 15, 1984. Thank you, Jeno.  I hope someone has that introduction on tape.  I'd like to use it to start off my campaign speeches from now on.  In fact, I might use it instead of some of my speeches.",1,dem,1984,TRUE,FALSE,0,2720_0,56
2720,"And to Norwegians, America meant the same thing Carlo Levi said it meant to the impoverished peasants of Eboli:  """"It is a land where a man toils and sweats where he lays aside a little money only at the cost of endless hardship and privation.  At the same time, and with no contradiction, it is an earthly paradise and the promised land."""" Levi wrote about an era now almost fifty years in the past, when the walls of every family in that poverty-stricken town so far from hope held the portraits of two """"guardian angels the Madonna of Viggiano and the hearty grin of President Roosevelt.""""",0,dem,1984,TRUE,FALSE,11,2720_11,106
3166,"But here's the good news for America: Unemployment has been down for three straight months. And I said the country is growing at 2.7 percent. Let's keep it growing by my plan, not by the Democrats' plan.",0,rep,1992,FALSE,FALSE,9,3166_9,37
1995,"Yes, my fellow Democrats, we have recognized and indeed we must recognize the end of an era and the beginning of a new day.  And that new day--and that new day belongs to the people--to all the people everywhere in this land of the people, to every man, woman and child that is a citizen of this republic. And within that new day lies nothing less than the promise seen a generation ago by that poet Thomas Wolfe: to every man his chance, to every man regardless of his birth his shining golden opportunity, to every man the right to live and to work and be himself, and to become whatever thing his manhood and his vision can combine to make him. This is the promise of America.",0,dem,1968,TRUE,FALSE,12,1995_12,128
1981,"Dear Chairman, distinguished platform guests, my neighbors here in the great state of Kansas: One great resource that you have in Kansas is able, dedicated men--men like Harry Wiles who is going to be your next governor. Harry is an action man. He is determined to make Kansas a more prosperous and a stronger state. Kansas citizens can perform no more beneficial service for themselves and their families than to make sure next Tuesday that Harry Wiles is their leader and is elected.",0,dem,1964,TRUE,FALSE,0,1981_0,83
1956,"Governor Kerner, my old and dear friend Paul Douglas, one of the nation's most effective congressmen, Mel Price, Governor Shapiro, Mayor Fields, Paul Powell, Jim Ronan, and my good friends of Illinois: It is good to be in Illinois and with your neighbors and my friends, Senator Symington, Senator Long, Mayor Gunn of St. Louis, Congresswoman Sullivan, Congressman Frank Karstch. You know, somehow or other, I have a feeling in my bones this afternoon that this is going to be a great Democratic year for Otto Kerner, one of the great governors in this nation; Stu Symington, one of the great Senators in the nation; Sam Shapiro; Leonor Sullivan; Frank Karsten; Mel Price; and, I would hope, Lyndon Johnson and Hubert Humphrey. Standing here by this plaque dedicated to our late beloved President, John Fitzgerald Kennedy, I am aware again of the sense of high purpose that he brought to the presidency of the United States.",0,dem,1964,TRUE,FALSE,0,1956_0,156
2287,"Thank you very much. Lieutenant Governor Burpage, Sharon Walsh, students and faculty of the University of Minnesota: I have just been told by one of the officials here on the platform that this is the largest crowd ever assembled in the history of this university. And I must say, arriving here as I have one hour late, it is also one of the most patient crowds in the history of this university. ",0,dem,1972,FALSE,FALSE,0,2287_0,72
2330,"Good afternoon.  I want to talk with you today about an issue that strikes directly at every pocketbook and every savings account in America: the clear and present danger that excessive spending by the Congress might cause a congressional tax increase in 1973. When the Congress votes to increase spending above the federal budget, there are only two alternatives: either taxes will go up, or a new surge of inflation will begin and prices will go up.",0,rep,1972,TRUE,FALSE,0,2330_0,77
2442,"Thank you very much, Congressman Jack Edwards, Governor Wallace, Congressmen Dickinson, Buchanan, and of course your great coach, Bear Bryant, and all of you wonderful people from Mobile and the state of Alabama: What a grand conclusion of a super day, and I thank you from the bottom of my heart. I especially want to indicate my gratitude, Governor Wallace, for your accepting my invitation to come to Mobile and to give me a welcome in front of your wonderful friends from the state of Alabama. I have known Governor Wallace ever since I was the minority leader. He was your Governor. We worked together then; we worked together when I was Vice President.",0,rep,1976,TRUE,FALSE,0,2442_0,114
2132,"VOICES:  Nothing! Now, friends, this campaign has only a few more days to run.  It is drawing to a close.  Pretty soon the balloons will all be deflated, confetti will all be gone, campaign slogans will fade away, and we come down to the issue--the one overwhelming issue that every mother and father and ever son and daughter must face up to--whom do you trust with the most powerful position on earth, and whom do you trust, and who are you going to trust for the future of this country.",0,dem,1968,TRUE,FALSE,9,2132_9,90
939,"I have been wondering sometimes what that brutal battle in Chicago last July was all about. I am glad to note that not all of the crusaders who marched into battle against Senator Taft so gallantly are prepared to follow their leader in his inglorious retreat. Let me say to the good Republicans of New England: there is always a light in the Democratic window and a warm welcome awaiting you in the Democratic party. We know how to make people feel at home, and that's why we win elections.",0,dem,1952,TRUE,FALSE,6,939_6,90
2130,"VOICES:  We want Humphrey! VICE PRESIDENT HUMPHREY:  Let me tell you that Humphrey wants you. And I want to let you go on like that, but you have paid television, and we just can't afford to have you say those things that long, you see.  Say it on election day, November 5th, that is the time that will count.  ",0,dem,1968,TRUE,FALSE,0,2130_0,59
2130,"I wouldn't trust him five minutes with Medicare.  I will be glad to give him some, but I won't trust him with it. VOICES:  Sock it to `em!",0,dem,1968,TRUE,FALSE,10,2130_10,28
2130,"VICE PRESIDENT HUMPHREY:  Who was it, my friends, that never once cast a single vote to help an unemployed man get a job, that never once lifted his voice for training, for a young teenager that might have dropped out of school and needed a chance, and who was it that only the other night on Face the Nation said, """"Let's do away with the Job Corps,"""" and as one of the American heroes at the Olympics, George Foreman, heavyweight champion, representing the United States, holding high the American flag, with the gold medal on his chest, and when he received that high honor, what does he say, and as Mr. Nixon is speaking on Face the Nation, he aid, """"I got my chance in the Job Corps,"""" and yet Mr. Nixon says do away with it. VOICES:  Sock it to `em! VICE PRESIDENT HUMPHREY:  And who is it that thinks that a little unemployment, not only a little, quite a little, 5.5 million, if you please, might be good for this economy, what kind of talk is this for a man that wants to be president of these United States, to talk in terms of statistics as if it was a bookkeeping operation?  We are talking in terms of human lives, we are talking in terms of families, we are talking in terms of human needs, and yet Mr. Nixon said that if it wasn't over 4.5 million, it wasn't dangerous, and he has raised his ante now, and his chief adviser says we could possibly go up to 5.5 million.  Whose job are you talking about, Mr. Nixon?  Maybe yours, because I intend to see that you are unemployed November the 5th. ",0,dem,1968,TRUE,FALSE,11,2130_11,284
2130,"VOICES:  Sock it to `em! VICE PRESIDENT HUMPHREY:  Exactly 12 weeks from tonight that new president will have spent his first full day in the White House, and from--on January 20th, when the balloons have collapsed, the confetti is gone and the television commercials are silent and the crowds have gone home, on January 20th a president and a vice president will stand together on the steps of the Capitol in Washington and they will take the solemn oath as president and vice president of these United States of America, and under the president's leadership this country, this great country of ours, will take its direction and so will the world.  The choice that the American people make six days from no, just six days, will chart, I believe, the course for all mankind, because it is still true that Lincoln--as Lincoln put it, that America is the last best hope of earth, and when we vote here, we do not merely vote for ourselves or for the generation that is ours.  We vote for generations yet unborn, and above all we vote for mankind.  So I want to talk to you tonight about a course, about what kind of a president that I would hope to be if the people would give me that chance.",0,dem,1968,TRUE,TRUE,17,2130_17,216
1377,"Third: We have learned during this campaign that in spite of the President's virtuous disclaimers, the Republicans are still playing election-year politics with the farmer for all it's worth. Again and again the President has said, with great show of self-righteousness, that the farm problem is something dreamed up by the """"politicians""""--he gets very indignant when he uses that word--to win votes. If the President is against playing politics, ask him what he was doing four years ago at Kasson, Minnesota.",0,dem,1956,FALSE,FALSE,12,1377_12,81
1808,"I read it just a few days ago in the paper.  I call it to your attention tonight.  Dateline, Havana: Fidel Castro said: """"The two men running for president of the United States are a couple of beardless youths.""""",0,rep,1960,FALSE,FALSE,5,1808_5,39
2332,"While there are some cities that are larger than Atlanta, and that would only account for a larger crowd in some places, I have never seen a crowd that had what I call a higher """"E.Q.""""  We all hear about """"I.Q.""""  That is very important.  But """"E.Q."""" sometimes is even more important.  That means """"Enthusiasm Quotient,"""" and there was enthusiasm in that crowd.",0,rep,1972,FALSE,FALSE,1,2332_1,63
2468,"I said in Kansas City that we wouldn't concede a single state, we wouldn't concede a single vote; we would campaign from the snowy banks of Minnesota to the sandy plains of Georgia. And we have, and we are going to win on November 2nd. I have a firm commitment from Dick Rosenbaum and Nelson and Jack Javits and Jim Buckley that we are going to carry New York with its forty-one electoral votes. And I have made a firm commitment to Jim Buckley: We are going to help him get reelected to the United States Senate from the state of New York.",0,rep,1976,TRUE,FALSE,11,2468_11,103
3004,"Everybody know that we're going to have to reward work and education and effort, and that no one can make it the way it used to be. We've all got to embrace change. But I say this to you as we did in March: we are going up or down together, we do not have a person to waste. In most of our big states by the year 2000 a majority of the public school students will come from racial and ethnic minorities. This is a melting pot, and we have to find a way to make our diversity a source of strength and renewal.",0,dem,1992,FALSE,FALSE,38,3004_38,105
1968,"Senator Johnston, Governor Russell, distinguished guests on the platform, ladies and gentlemen: Today I have been visiting the part of America that we love, the South. Today I have been in Orlando and Jacksonville, Florida, in Macon and Augusta, Georgia.  And now the climax of the day and the night here in this great, historic, and beautiful city of Columbia. And by my side have been the great men of the South: Senator Smathers and Senator Holland and Governor Bryant of Florida; Senators Herman Talmadge and Dick Russell and Congressman Carl Vinson and Governor Carl Sanders of Georgia.",0,dem,1964,TRUE,FALSE,0,1968_0,98
3158,"In early October, the number of Americans filing new claims for jobless benefits--to a two-year low. We just got this announcement today. It's a good sign. And I can't wait to turn on the evening TV tonight and hear good news for America. I'm sure they'll report it; so far I haven't heard too much about that. We've had unemployment down for the last three months. I haven't heard too much about that. And my favorite bumper sticker, Tom, you got it? Here's my favorite bumper sticker of all: """"Annoy the Media: Reelect Bush."""" What is it about these guys?",0,rep,1992,FALSE,FALSE,13,3158_13,100
2520,"Well, thank you very much, Governor, Bob Taft, the Members of the congressional delegations from both Ohio and Kentucky: It's great to be in the southern Ohio area. But I did want to make a very special announcement here. I am releasing a comprehensive statement on nuclear policy, calling upon all nations of the world to join in a cooperative effort to expand the benefits of peaceful uses of nuclear energy while preventing nuclear proliferation.",0,rep,1976,TRUE,FALSE,0,2520_0,75
1983,"Governor Williams, Senator Hart, Governor Staebler, Members of Congress, ladies and gentlemen, my old friend Pat McNamara: I am so happy to be back here in Detroit again. I want to thank all of you for coming out here this morning. You have made this a great Democratic rally for Detroit, and we are going to make next Tuesday a great Democratic day for Michigan.",0,dem,1964,TRUE,FALSE,0,1983_0,65
1983,"Henry Ford and Walter Reuther smiled at each other and Pat McNamara and Phil Hart looked at that smile and decided they both better vote with me and pass that tax cut, and they did. It has made jobs and it has fed hungry mouths, and it has brought prosperity to every state in this union. When it is fully effective, here is what it will mean in Michigan: an increase in total income of over $1.3 billion a year, 89,000 new jobs, an increase in average family income of $476 per family.",0,dem,1964,TRUE,FALSE,19,1983_19,93
3164,"Here's what it is. You like your environment? Arkansas is fiftieth in the quality of environmental initiatives. They are fiftieth in the percentage of adults with a college degree. They are fiftieth in per capita spending on criminal justice. They are forty-ninth in per capita spending on police protection. They are forty-eighth, sorry, in percentage of adults with a high school diploma. They are forty-eighth in spending on corrections. They are forty-sixth--they're moving up--forty-sixth in teacher salaries. They are forty-fifth in the overall well-being of children. And listen to this one, New Mexico: Governor Clinton signed into law a prejudicial English-only statute for Arkansas.",0,rep,1992,FALSE,FALSE,4,3164_4,104
3164,"Now, where was Bill? Here's what he said. Here's what he said about the Persian Gulf: """"I was for the minority""""-meaning, let sanctions work, let Saddam Hussein march into Saudi Arabia--""""I was for the minority, but I guess""""--this is an exact quote--""""I guess I would have voted with the majority."""" My friends, you cannot do that as the president of the United States.",0,rep,1992,FALSE,FALSE,23,3164_23,63
2508,"Thank you very much, Chuck Percy, Ron Bukema, Governor Ogilvie, Edith Green, Joe Garagiola, Senator Carl Curtis: It is great for President Ford to be in Ford City. Thank you. Let's make all of Illinois Ford country November 2nd.",0,rep,1976,TRUE,FALSE,0,2508_0,39
1767,"And let's get this one straight, just as I told him in the Soviet Union: the American economy is ahead of his today, and if we continue to accent the real forces making for growth we can continue to stay ahead, and that's what we intend to do in the leadership of this America. But here again I've been talking about comparing our rate of growth with that of the Soviet Union. I've been talking about figures of a $500 billion gross national product. What about the average worker? What about the average family? What about the charge that my opponent made the other day in Detroit to the effect that--and, incidentally, he must have done this with mirrors--that with a higher annual average growth rate than that which we had in the Eisenhower administration every working man would have received 7,000 more dollars than he did receive.",0,rep,1960,TRUE,FALSE,18,1767_18,148
2087,"VOICES:  Yes! VOICES:  We want Humphrey! VICE PRESIDENT HUMPHREY:  Thank you, thank you.  Thank you, that is all right.  Thank you very much.",1,dem,1968,TRUE,FALSE,2,2087_2,23
2087,"VOICES:  Yes! VICE PRESIDENT HUMPHREY:  Now, let's find out.  Do you want Wallace for president?  ",1,dem,1968,TRUE,FALSE,13,2087_13,15
2087,VOICES:  No! VICE PRESIDENT HUMPHREY:  Do you want Nixon for president?   VOICES:  No!,1,dem,1968,TRUE,FALSE,14,2087_14,13
2087,"VICE PRESIDENT HUMPHREY:  Louder, louder.   VOICES:  No! Do you want Humphrey for president?  ",1,dem,1968,TRUE,FALSE,15,2087_15,13
2087,"VOICES:  Yes! VICE PRESIDENT HUMPHREY:  Well, so do I.  And listen--and listen--together, we will do it, right?  ",1,dem,1968,TRUE,FALSE,16,2087_16,17
2087,"VOICES:  Yes! VICE PRESIDENT HUMPHREY:  Together we will do it, right?  Together, up there, we will do it?  All right, right now, let's go out and cast our vote on November 5th.  ",1,dem,1968,TRUE,FALSE,17,2087_17,32
2093,"VICE PRESIDENT HUMPHREY: Thank you. VOICES: We want Humphrey VICE PRESIDENT HUMPHREY: Thank you. Thank you. By the way, if you think you want Humphrey, let me tell you, Humphrey wants you.",1,dem,1968,TRUE,FALSE,0,2093_0,32
2093,"VOICES: No! VICE PRESIDENT HUMPHREY: He thinks the White House is for sale. He thinks that, if you please, with a big advertising budget, you can buy it. You know what I think? I think, with the people, you can earn it, and I want the people to help me. I want you to help. I need your help, but frankly, I think you need the help of the Democratic party and the Democratic leadership. That is the way we built this country. We have invested in it. We haven't had a country that grew what it is today through trickle-down economics. We have had a country that has grown from the people. The strength of this country is in its people--it is in the education of that child, it is in the training of that man that needs a job, it is in bringing from the slums and from the areas of poverty people who can stand on their own feet. It is in better education, it is in better health, it is in rebuilding our cities.",0,dem,1968,TRUE,FALSE,13,2093_13,178
2093,Let me-- VOICES: Sock it to 'em. VICE PRESIDENT HUMPHREY: I am going to sock it to 'em.,1,dem,1968,TRUE,FALSE,15,2093_15,18
