,Unnamed: 0,pop,Predictions_prob_0,text,speech_par_id,uncertainty,low_pr,high_pr,auth,exc,inc
52,53,0.999827461429757,0.000172538570243016,"After four years of lost jobs, declining incomes, and ballooning deficits, he's coming here again to say, we're just like you. We share your values, we'll bury your burdens, and put government in your corner. But trickle-down economics have had twelve years to work. Not only are they at the beck and call of every privileged, powerful special interest, it doesn't work, and it's time to scrap it and put it into the history of this country.",3004_6,0.9996549228595141,0.999758798943102,0.000235896157926698,4.948260813778621e-05,7.51282549013744e-05,0.000318375399065479
58,59,0.999826954384585,0.000173045615415693,"We're not going to allow that while you struggle to buy groceries, fill your gas tank, and make your mortgage payment. I've fought to get million-dollar checks out of our elections. I've fought lobbyists who stole from Indian tribes. I've fought crooked deals in the Pentagon.",2008-09-04-national-convention-saint_23,0.999653908769169,0.0253646415462614,0.000198478455867584,5.47597436944377e-05,7.00661996594498e-05,0.985211369021654
64,65,0.9998265387447909,0.00017346125520918798,"It didn't work. It produced more unemployment but the inflationary rate got steadily worse, and now as we come into the fourth year of the Nixon-Agnew administration we not only have some six million people unemployed but we have an eighteen point increase in the cost of living in this country over the past three and a half years. We have the biggest cumulative federal deficit that has been accumulated since World War II--something over $80 billion in federal deficits, which represents one-fifth of the entire national debt of this country compiled ever since the days of George Washington. We have an administration that has done nothing about the runaway corporation that is depriving workers in this country of needed jobs--and as a matter of fact, we have provisions written right into the federal income tax laws of this country that make it attractive for corporations to earn money in this country, then take it overseas to develop a plan there to get the tax breaks involved and dump back into the American market at the expense of workers here in this country. That is the kind of big business favoritism that has characterized the Nixon administration from the very beginning, and it is the kind of favoritism and special interest consideration that we are going to have to end on November 7th.Vice President Agnew has been expressing his unhappiness for the past twenty-four hours because we are telling some of the facts that have taken place in this administration, and he is worried about the revelations on the Watergate burglary and wiretapping case. But I ask every person here to think very seriously about the implications of what happened at the Democratic National Headquarters. It is not simply the problem of a major national headquarters being wiretapped and our conversations being monitored. It is the fact that an administration whose agents will engage in that kind of thing at a Democratic National Headquarters won't hesitate to wiretap and invade your union office, or your school, or your bank, or your law office or anything else and this is the kind of callous and cynical disregard for personal privacy and personal liberty that I think we have to end in a change of administrations next year.",2255_3,0.999653077489582,0.9997796514794741,0.00035593698927311,5.18948270676672e-05,7.782474715275121e-05,0.000333866700003516
68,69,0.9998262703464019,0.000173729653597802,"The arrogant political class doesn't believe in protecting jobs and wages for Americans. They don't believe in secure borders and strong walls. These Washington and Wall Street insiders don't believe in hiring more police, producing more American energy, or giving school choice to poor children trapped in failing schools.",2016-09-30-showplace-novi-michigan_11,0.999652540692804,0.00257630392475513,0.00019916328642445,5.1922325042568e-05,0.9998695046168141,0.000321481596295563
70,71,0.9998261352869691,0.000173864713030618,"If I am elected president, I will help to create jobs for Americans in the most effective way a president can do this - with tax cuts that are directed specifically to create jobs, and protect your life savings. I will stand up to the corrupt ways of Washington, the wasteful spending and the abuses of power and I will end these abuses, whatever it takes. I will lead reforms to help families keep their homes, and retirees to keep their savings, and college students to pay their tuition, and every citizen to afford health care, and America to reclaim its energy independence. These will be my priorities. We cannot spend the next four years as we have spent much of the last eight: waiting for our luck to change. The hour is late and our troubles are getting worse. We have to act immediately. We have to change direction now. We have to fight.",2008-10-14-blue-bell-pennsylvania_1,0.999652270573938,0.999593351501881,0.000269788286312717,5.95526617140991e-05,8.8206094536587e-05,0.00032400713307951097
75,76,0.9998258785507901,0.00017412144920979199,"If anyone is looking for heroes, let them look at Main Street America--all of you who during these past four years proved that the big leagues aren't with the Washington establishment. The big leagues are out in the heartland with you--small businessmen and -women, teachers, farmers, ranchers, blue-collar workers, homemakers, and high-tech entrepreneurs. You brought America back, and you're making us great again. All we did was get government out of your way.",2880_8,0.9996517571015799,0.00105141450518757,0.9995358898267309,4.86832818821915e-05,7.680917477090721e-05,0.000375625464420783
88,89,0.999824889891243,0.000175110108756675,"We are going to cast out the crooks and their cronies.  What has been the record of this administration when conditions of bad judgment, loose associations, wretched morals, and disloyalty have appeared in our government?  You know that record.  It is first ignored, then denied, and finally excused.  And when, under pressure, a clean-up job looked called for, then what happened?  One fumbling plan followed another and things remained what they were--only more so.",1130_8,0.999649779782487,0.0978696945088759,0.000177912234994773,0.999799518363528,0.000134720025932566,0.000334999594547958
97,98,0.999824536061423,0.000175463938576521,"Now, these Democrats know that we are out to root them out of their places of privilege where they have long lived in arrogance, complacency and even crookedness and we are out to take them out of there, root and branch.  It is not just because somebody else wants their job particularly, but each one of us has a real, deep, undying pride in the United States of America.  We are going to see that this government is one in which we can take pride and will establish and maintain the prestige of this country at home and abroad.",1102_12,0.999649072122847,0.000286948040516851,0.9996381855587692,5.3569381017508703e-05,0.0001066076344826,0.000339242599916544
99,100,0.9998242931323041,0.000175706867696256,"I ran because the voices of the American people, your voices—all of you, folks way in the back and folks here in the front—your voices have been shut out of our democracy for way too long: by lobbyists and special interests and politicians who were willing to say anything and do anything just to keep things the way they are, the protectors of the status quo. And for the last 4 years, those protectors of the status quo, they have fought us fiercely every step of the way. They spent millions to try to stop us from reforming the health care system, spent millions trying to stop us from reforming Wall Street. They engineered a strategy of gridlock in Congress, refusing to compromise on ideas that traditionally both Democrats and Republicans had supported.",2012-11-04-concord-new-hampshire_34,0.999648586264608,0.9997611024269201,0.000223499452975781,5.85623836417445e-05,7.3976776069829e-05,0.000357515890726231
100,101,0.999824247472354,0.00017575252764583799,"One convicted criminal alien, she allowed to go free—totally free; killed a young girl named Casey Chadwick; beautiful young girl. The corrupt establishment in Washington wants to surrender America's borders, even as they send our troops overseas to protect the borders of other countries. She'll protect those borders, but not our borders.",2016-10-12-pavilion-ocala-florida_112,0.9996484949447081,0.00022597002557007002,0.000197292881500643,0.000333788408908189,0.999863910597209,0.000352306584522473
112,113,0.999823703165501,0.000176296834498819,"For 8 long years under Obama-Biden administration, American factory workers received nothing but broken promises and brazen sellouts and lost jobs. The last administration tied America up in one globalist debacle after another. They catered to the special interests while allowing foreign nations to siphon off our wealth, our dignity, our dreams, our money. The suffering of our workers was met with nothing but cruel betrayal and callous indifference.",2020-08-06-plant-clyde-ohio_8,0.9996474063310021,0.999694557824235,0.000204592728842477,5.1944908526266496e-05,7.18965937359505e-05,0.000319072610188391
115,116,0.999823562157197,0.000176437842803105,"Now this is what we have been doing during these past few weeks.  We have been showing to the people of the United States what has been happening to them over these past seven years since the war was ended, and what the responsibility of your national leadership has been for those things that have not been good.  In short, we have been talking about the mess in Washington, and in this particular point, we did not have to talk in a whisper because the Democratic candidate himself has said there is a mess in Washington.  Part of that mess, my friends, has been subversion, disloyalty in government.  Part of it has been waste and extravagance in the expenditure of your tax money.  Part of it has been fumbling and stumbling in the foreign field, but another part of it has just been sheer dishonesty in numerous places where the United States cannot afford dishonesty.",1296_3,0.999647124314394,0.9997483263357501,0.000239455477467421,0.000223862013349985,0.000107552746404841,0.000323340293241067
117,118,0.9998235464265659,0.000176453573434698,"I intend to carry the Democratic message to every voter despite Republican distortions and evasions. And I believe that on November 7th, the people will end the corruption of America and restore the real America.",2276_27,0.999647092853131,0.999545024352192,0.000254496114956018,6.100041654594761e-05,7.843370262646509e-05,0.000331011308390761
119,120,0.999823503349425,0.00017649665057524198,"There is no doubt at all that the central theme that is emerging in this campaign, as far as the working people are concerned, and it ought to be I do think a universal theme that we talk about this day right forward to November 7 is that we are challenging big business, special interest government and we are challenging it on behalf of the ordinary people of this country. Laying aside the issues of foreign policy for a moment, which I happen to think are very important, I think it is essential that we end this war in Southeast Asia. But laying that aside, here on the home front this country is in deep trouble--we have a crisis of leadership, we have a crisis of confidence which affects not only the young people of this country but those in the middle, the older citizens that I am going to be talking to in just a few minutes here in Rockford. And one common theme that I see running through all those groups is the mounting recognition that we have a government in control of this country today whose heart beats night and day not for the ordinary people of this country but for the big business, special interest groups that they have served so well. ",2226_2,0.99964700669885,0.9997770226658629,0.000352767695945958,5.10753826382788e-05,7.72207401276962e-05,0.0003160160425407
121,122,0.9998233898851021,0.000176610114898811,"Ladies and gentlemen, the campaign in which I am now engaged is in conformity with the promises I made to those people.  I think that the administration in Washington has gone too far in damaging, indeed leading toward destruction of the kind of America we have known, loved and believe in.  That administration has not led us intelligently toward peace.  It is spending more than it earns.  Indeed, it earns nothing.  It is spending more than it takes from us in the highest taxes we have ever had, and leaves a deficit in the budget that further cheapens our money.",1155_2,0.9996467797702029,0.9997679312151221,0.000254672214525584,6.33557955584871e-05,0.00011830325519148899,0.0003154084911361
122,123,0.999823352749266,0.000176647250733816,"Now we come here tonight with the growing conviction that no matter what the public opinion polls say and no matter what some of the commentators say we have a mounting and deepening conviction that we are going to win this election in 1972 and that will give us the opportunity to do something that is long overdue--not only to restore the nation to peace, but to restore the control of the government in this country--to take it out of the hands of the special interests that now dominate it and put it back in the hands of the ordinary men and women of this country. Former President Truman writes in an article some years ago of a conversation he had right here in the state of Illinois with the late Adlai Stevenson when Governor Stevenson was running as a candidate for the presidency of the United States. And they were in a hotel here in Illinois, and they were looking out of the window, and they saw a working man walking across the street and President Truman said: """"""""Adlai, that is the man that you must not only reach, but he is the man that, if elected, you must speak for in the White House, because the principal difference between our party and the Republican party is that we speak for that man and the Republicans don't give a damn about him."""""""" ",2245_2,0.9996467054985321,0.99974970182153,0.00025845573930746,5.08604789152976e-05,8.240666208539258e-05,0.000404751981501061
125,126,0.999823265310293,0.000176734689706909,"But as I've said from the day we began this journey all those months ago, the change we need isn't just about new programs and policies. It's about a new politics - a politics that calls on our better angels instead of encouraging our worst instincts; one that reminds us of the obligations we have to ourselves and one another. Part of the reason this economic crisis occurred is because we have been living through an era of profound irresponsibility. On Wall Street, easy money and an ethic of """"""""what's good for me is good enough"""""""" blinded greedy executives to the danger in the decisions they were making. On Main Street, lenders tricked people into buying homes they couldn't afford. Some folks knew they couldn't afford those houses and bought them anyway. In Washington, politicians spent money they didn't have and allowed lobbyists to set the agenda. They scored political points instead of solving our problems, and even after the greatest attack on American soil since Pearl Harbor, all we were asked to do by our President was to go out and shop.",2008-10-28-remarks-chester-pennsylvania_26,0.999646530620586,0.999761406200809,0.000247438743899873,4.86930786978948e-05,8.58731804048532e-05,0.000325003774488435
126,127,0.999823265310293,0.000176734689706909,"But as I've said from the day we began this journey all those months ago, the change we need isn't just about new programs and policies. It's about a new politics - a politics that calls on our better angels instead of encouraging our worst instincts; one that reminds us of the obligations we have to ourselves and one another. Part of the reason this economic crisis occurred is because we have been living through an era of profound irresponsibility. On Wall Street, easy money and an ethic of """"""""what's good for me is good enough"""""""" blinded greedy executives to the danger in the decisions they were making. On Main Street, lenders tricked people into buying homes they couldn't afford. Some folks knew they couldn't afford those houses and bought them anyway. In Washington, politicians spent money they didn't have and allowed lobbyists to set the agenda. They scored political points instead of solving our problems, and even after the greatest attack on American soil since Pearl Harbor, all we were asked to do by our President was to go out and shop.",2008-10-29-raleigh-north-carolina_29,0.999646530620586,0.999761406200809,0.000247438743899873,4.86930786978948e-05,8.58731804048532e-05,0.000325003774488435
127,128,0.999823265310293,0.000176734689706909,"But as I've said from the day we began this journey all those months ago, the change we need isn't just about new programs and policies. It's about a new politics - a politics that calls on our better angels instead of encouraging our worst instincts; one that reminds us of the obligations we have to ourselves and one another. Part of the reason this economic crisis occurred is because we have been living through an era of profound irresponsibility. On Wall Street, easy money and an ethic of """"""""what's good for me is good enough"""""""" blinded greedy executives to the danger in the decisions they were making. On Main Street, lenders tricked people into buying homes they couldn't afford. Some folks knew they couldn't afford those houses and bought them anyway. In Washington, politicians spent money they didn't have and allowed lobbyists to set the agenda. They scored political points instead of solving our problems, and even after the greatest attack on American soil since Pearl Harbor, all we were asked to do by our President was to go out and shop.",2008-10-27-campaign-closing-argument_24,0.999646530620586,0.999761406200809,0.000247438743899873,4.86930786978948e-05,8.58731804048532e-05,0.000325003774488435
140,141,0.999822701987277,0.000177298012722036,"It is, of course, well known, ladies and gentlemen, to you and to many others that there have been differences of opinion, sometimes on important matters, between me and other people in the Republican Party.  Indeed, it would be a miracle if there were not.  The differences between me and Senator McCarthy are well known to others.  But what is more important, they are well known to him and to me and we have discussed them.  I want to make one thing very clear.  The purposes that he and I have of ridding this government of the incompetence, the dishonest and above all the subversive and the disloyal are one and the same.  Our differences, therefore, have nothing to do with the end result that we are seeking.  The differences apply to method.",1192_5,0.999645403974555,0.000181906561177784,0.00021022687211168898,0.9998172430363891,0.000135065773885407,0.000345613637664006
144,145,0.9998224058101679,0.000177594189832705,"They've just assumed they'll get your support and they've done nothing, absolutely nothing to deserve it. It's time to give the Democrats some competition for African- American votes and for Hispanic votes. It's time to rebuild the inner cities of America and do it properly. It's time to reject the failed leadership of a rigged political system. And I was the first to use that term, it's a rigged, disgusting system.",2016-08-24-coliseum-jackson-mississippi_52,0.999644811620335,0.0418203924844519,0.000207133322684259,5.97598806339543e-05,7.62617945562566e-05,0.996847876864039
166,167,0.9998213477019491,0.00017865229805083798,"Now in these past weeks of campaigning we Democrats have addressed ourselves to the choice between the performance of a government that is very clearly based on favoritism and secret deals and the promise of a government based on justice. We have examined a tax structure that as I have said many times now permits a $200,000-a-year corporate executive to deduct from his tax bill his $20 martini luncheon, and a working man can't deduct the cost of a baloney sandwich. We have examined a current set of economic policies in this country that have accomplished the most remarkable feat in all of the economic history of America and that is this incredible combination of high unemployment, high inflation, high federal deficits, an unfavorable balance of trade, spiraling welfare rolls and all of this at the same time for the first period in the history of our country. For the past several years I have been addressing some of those problems, and in the course of this campaign, I have addressed the others. For nine years, as a member of the United States Senate, I have been urging this nation to take steps now to begin converting from defense industries that may or may not be needed for the security of our country so that instead of throwing out of work over a million defense-related workers as we have done under Mr. Nixon that we have in place alternative jobs in the civilian sector to provide a good job for every man and woman in this country who wants to work.",2266_9,0.9996426954038979,0.999762332543178,0.00048821718861427697,4.84108085339934e-05,8.476863325911009e-05,0.000331442582135756
168,169,0.9998212696665971,0.000178730333402681,"First of all, of course, corruption is an expense piled onto all of the necessary expenditures that you people must bear.  By this I mean the actual cost in dollars is something that you have to add onto all these wasteful and extravagant expenses, as well as the necessary expenses.  But the great damage done to us by corruption in government is, after all, not just the few dollars it takes out of our tax revenues and our pockets.  This mess in Washington lowers our prestige abroad and robs us of pride in our own government.  If we are going to restore pride in government, who is going to do it?  You can't take an organization that has been in power far too long and merely by doing a little face-lifting job, doing a little repaint job, get by with it.  Actually, I believe that the administration candidate said all it needed was a little refreshening.  But as far as I am concerned, how do you refreshen a bad egg?",1210_2,0.9996425393331949,0.9997713022766179,0.000204870801816531,6.35991985170705e-05,0.000137276731816043,0.000321453860130536
169,170,0.9998212285054141,0.000178771494586188,"After four years of a President who always gave the powerful and well-connected a handout instead of giving middle-class families a hand-up, I believe America is ready for a fresh start. I believe we're ready to leave the failed policies of the past behind, and look toward the future with the hope that America can once again be the land of opportunity for every American. My friends, this isn't about being a Democrat or a Republican. It's about what it means to be American. It's about the American dream. The dream of mothers and fathers who wake up every morning determined to build a better life for their children and their grandchildren – and go to bed every night praying that they'll be safe and that our nation will be strong. It's about the American dream of liberty and justice for all – and the hope and optimism that says America can always do better. We just need to come together as One America and believe in ourselves. We can bring back that mighty dream. And, with your help, we will.",2004-10-14-people-las-vegas_32,0.999642457010828,0.9997388531322301,0.000786780400570247,4.94873979472565e-05,0.000111685243308649,0.00070979620467084
172,173,0.9998211354956809,0.000178864504319066,"I ran the first time because the voices of the American people—your voices—had been shut out of our democracy for way too long by lobbyists and special interests and politicians who will say anything and do anything just to keep things the way they are. They want to protect the status quo. And for the last 4 years, the status quo in Washington has fought us every step of the way. They spent millions to stop us from reforming the health care system, spent millions trying to stop us from reforming Wall Street. They engineered a strategy of gridlock in Congress, refusing to compromise even on ideas that Democrats and Republicans used to support in the past.",2012-11-04-rally-hollywood-florida_38,0.999642270991362,0.9997603082215659,0.000215078156536477,5.850394187962061e-05,7.40423762793432e-05,0.000333864153662874
173,174,0.9998211067560391,0.00017889324396085,"The fundamental choice we face comes down to this: Because a strong America begins at home, as President, I will be a champion for the middle class and those struggling to join it. But this administration has weakened our middle class, weakened our economy, neglected the crisis of health care and turned away from the American dream of growth and opportunity for all. Every step of the way, George W. Bush has put the narrow interests of the few ahead of the interests of most Americans.",2004-08-24-new-york-city_9,0.999642213512078,0.99972550973765,0.00025484685654871003,4.9793178846157104e-05,7.584405618268321e-05,0.000334321453288465
182,183,0.999820833200101,0.000179166799899014,"We can't afford four more years of this so-called """"""""progress."""""""" We can't afford another President who is so out of touch that he thinks the economy is strong and that change is doing the exact same thing as George Bush. That's what Senator McCain is offering. More of the discredited theory that if you shower benefits on big corporations, special interests and the wealthiest of the wealthy, it will all come trickling down to the middle class. Well, Dover, how much of that has trickled down to you? How much has trickled down to the Americans who have lost their jobs and their homes? How much has trickled down to the family that can't afford to pay next month's bills or the kids who can't afford college? We've tried this for eight years, and we can't afford to keep trying it for another four.",2008-09-12-dover-new-hampshire_4,0.999641666400202,0.999772175218382,0.00021151384831451,5.13974690697462e-05,8.17144435166573e-05,0.00032887509733727405
185,186,0.9998206191855309,0.000179380814469057,"Then we go to subversion and disloyalty in government.  Their answer to Red agents was """"""""Red Herrings"""""""".  We go to chicanery, thievery in government, and they say there is always bound to be a little bit of it.  In spite of the expressed indignation of the American people about this crookedness, what did we find in yesterday morning's headlines?  The biggest five-percenter of all time has shown up, and he was a prominent official in the opposition party in Washington.  He himself said that the very evidence on which they fired him, when the rest of us found out about it, was in their hands when they hired him.  Now, that was his statement in the newspapers.",1313_5,0.999641238371062,0.00023539052917303502,0.00019339112876138402,0.999812592802358,9.960129525608779e-05,0.000331140323774039
187,188,0.99982047365686,0.00017952634313961698,"Tonight, you have met that obligation with the special grace of what has always been called the universal language. In the beauty of music, you have questioned the power that kills American sons and Asian children and abandons hundreds of our soldiers to endless imprisonment. In the beauty of music, you have questioned the power that has left our land troubled and divided, with workers out of work and government in the hands of special interests.",2231_1,0.9996409473137209,0.999213640654332,0.000286731518069631,5.02911010298781e-05,0.00012287348764458,0.9968695993449621
188,189,0.999820441301129,0.000179558698871453,"What do they say about stopping it?  Well, it is just one of those things, they say.  The Kremlin dictates our financial policies. Pure bunk!  One hundred and fifty five million Americans dictate their own politics, and that is exactly what you have got a chance to do on November 4. Make up your mind where you believe you are going to get a government formed of men and women dedicated to American interests--not to special interests--men and women who will uproot subversion and disloyalty, who will get rid of crookedness, who will have some experience in dealing with these great foreign problems.  That is the decision you are going to make.",1313_10,0.9996408826022571,0.000209212265777002,0.000194778686745346,0.9998399730619251,0.00010015565001364399,0.00032035530625083196
189,190,0.9998204191280942,0.00017958087190555902,"I ran because the voices of the American people—your voices—had been shut out of our democracy for way too long by lobbyists and special interests and politicians who will say and do anything just to keep things the way they are, to protect the status quo. And the status quo in Washington is fierce. And over the last 4 years, that status quo has fought us every step of the way. They spent millions trying to stop us from reforming the health care system, spent millions trying to prevent us from reforming Wall Street. They engineered a strategy of gridlock in Congress, refusing to compromise on ideas that both Democrats and Republicans had agreed to in the past.",2012-11-05-rally-madison-wisconsin_40,0.9996408382561891,0.999758917579357,0.00022059772824732998,5.9736776443756104e-05,7.3055394851452e-05,0.00033216222449895897
195,196,0.9998202664108509,0.0001797335891494,"The truth is, George Bush has not only made America less secure with his mistakes in Iraq; he's also failed in his obligation to protect the American people at home. Three years after the deadliest attack in our nation's history, George Bush still hasn't done what's necessary to protect America because he's too busy protecting his tax cuts for the wealthy and the well-connected. Just as he has been warned about his mistakes in Iraq, George Bush has been warned time and time again about the vulnerability of our homeland security: by Republicans and Democrats in Congress, by the 9/11 commission, by the FBI, by the CIA, by his own Justice Department, by his own Homeland Security department, by the Coast Guard, by the border patrol, and by mayors, firefighters, police officers, and emergency responders like those here with us today.",2004-10-26-wisconsin-green-bay_21,0.9996405328217008,0.9997704255530501,0.000235938558220556,5.29843044297452e-05,7.652072832560491e-05,0.000359569567415953
215,216,0.99981964461226,0.000180355387739484,"And you've got to ask yourself, after nine straight months of job losses and the largest drop in home values on record, with wages lower than they've been in a decade, why would we keep on driving down this dead end street? Folks who can't pay their medical bills, or send their kids to college, or save for retirement can't afford to take a back seat to CEOs and Wall Street banks for four more years. At a moment like this, the last thing we can afford is four more years of the tired, old theory that says we should give more to billionaires and big corporations and hope that prosperity trickles down to everyone else. The last thing we can afford is four more years where no one in Washington is watching anyone on Wall Street because politicians and lobbyists killed common-sense regulations. Those are the theories that got us into this mess. They haven't worked, and it's time for change. That's why I'm running for President of the United States.",2008-10-30-sarasota-florida-0_9,0.9996392892245209,0.9997816370130341,0.000268395441775251,5.23469046039978e-05,7.665591556007559e-05,0.000326450639242855
