,Speech_id,text,party,term,comp
63945,2004-09-20-derry-new-hampshire,"When you hear me talk about changing systems, let me start with Social Security. If you're a senior citizen, you will receive your Social Security check. I don't care what the politicians will tell you as they try to scare you into the ballot box. The promise of Social Security will be kept. And if you're a baby boomer, if you're a baby boomer like me, the trust fund is in pretty good shape. But we need to think about our younger workers, our children and our grandchildren. In order to make sure Social Security is available for them, I believe younger workers ought to be able to take some of their own tax money and set up a personal savings account, not only to help fulfill the promise of Social Security, but a personal savings account they call their own that Government cannot take away.",rep,2004,False
53158,2012-11-02-rally-hilliard-ohio,"But we know what change looks like, and what the Governor is offering ain't it. Giving more power back to the biggest banks, that's not change. Another $5 trillion tax cut that favors the wealthy, that's not change. Refusing to answer questions about the details of your policies until after the election, that's not change. We've seen that before. Right? We've seen that before.",dem,2012,False
52829,2012-10-09-columbus-ohio-1,"You're the reason a young man in Columbus whose mother worked three jobs to raise him can afford to go to the Ohio State University. That happened because of you. You're the reason a young immigrant who grew up here and went to school here and pledged allegiance to our flag will no longer be deported from the only country she's ever called home. Why soldiers won't be kicked out of the military because of who they are or who they love. Why thousands of families have finally been able to say to loved ones who served us so bravely, ""Welcome home.""",dem,2012,True
42141,3227,"We know that even though we've fought strongly for environmental protection and we have advanced the cause of the environment in many ways: The air is cleaner. We have a safe drinking water law. We've upgraded the meat inspection laws of the country for the first time in seventy years and we've revolutionized, through the Pesticide Protection Act, the protection of all kinds of foods from chemicals that might be cancer-causing. We've cleaned up more toxic waste dumps than have been cleaned up in the twelve previous years. We know there is still work to be done there because ten million kids still live within four miles of a toxic waste site, and that's pretty frightening when you think of it. So we know we've got work to do right across the board.",dem,1996,False
37032,2997,"Your former president, Father Hesburgh served with Hillary, my wife, on the Grant Commissions--Grant Foundations Commission--on the American family, work, and citizenship. And they dealt with issues which have deeply concerned all of us for many years. Father Hesburgh and Hillary and the other commissioners issued a highly acclaimed report, entitled, ""Youth in America's Future--the Forgotten Half,"" which I believe detailed for the first time the sharp decline in earnings among young people with no education after high school and laid out a practical agenda to offer them hope, an agenda which is now deeply embedded in my presidential campaign.",dem,1992,True
5729,2327,"Governor and Mrs. Reagan, Chairman and Mrs. Carter, all of the distinguished guests at the head table, in the audience, and our very special guests who have added such excitement, enthusiasm, and idealism to our campaign, the Young Voters for Nixon-Agnew:  May I also express appreciation to all of those who have participated in the program up to this point, the very generous remarks of Governor Reagan--we had also met earlier in San Francisco, and he flew down with us to this dinner tonight--the superlative performance, and it is always superlative, of Bob Hope.  I have often thought that he is without question the most generous man in giving his time to good causes, and the most ungenerous man, as an opponent on the golf course, of any man I know.  I am just going to have my daughter play him from now on, though.",rep,1972,False
66567,2008-09-23-corning-freeland-michigan,"Second, as a part of that oversight, there must be a path for taxpayers to recover the money that is put into this fund. One trillion dollars is an unprecedented sum. We are talking about ten thousand dollars per household, and that money cannot simply go into a black hole of bad debt with no means of recovering any of the funds.",rep,2008,False
61490,2004-10-11-hobbs-new-mexico,"That's why I went to the United States Congress in September of 2003 and asked for $87 billion in supplemental funding to support our troops in harm's way in Afghanistan and Iraq. And this was essential funding. This was really important funding. We received great bipartisan support for that funding. As a matter of fact, the support was so strong that only 12 United States Senators voted against it. Now, when you're out there rounding up the vote, remind people there were only four United States Senators who voted to authorize the use of force and then voted against money necessary to support our troops in harm's way, and two of those are my opponent and his runningmate.",rep,2004,False
36649,2772,"A case in point is the automobile industry. Unemployment peaked at 28 percent in 1980. By this July, auto industry unemployment was down to 6.1 percent, and there were 153,000 more people at work in auto industry jobs than four years ago.",rep,1984,False
68594,2016-10-05-pavilion-henderson-nevada,"We are also going to end the government corruption Hillary Clinton put her emails on an illegal secret server open to foreign hacking. Then she bleached and destroyed 33,000 emails – after a congressional subpoena. She lied to Congress, under oath, and her staffers took the Fifth Amendment and got immunity deals.",rep,2016,True
25616,3086,"My opponent really believes we need more government in Washington. He proposes at least $200 billion in new spending plus $150 billion in new taxes, just to start. Well, I want to go in the opposite direction. I've put forward specific ideas to control the growth of mandatory federal spending, that's two-thirds of the budget that heretofore has been uncontrolled, saving over $300 billion over the next five years. I want to use the savings to cut the tax rates. I believe very simply that government is too big and we spend too much of your money. And we've got to turn that around.",rep,1992,False
30480,2761,"And what can you expect if Mr. Reagan's re-elected?  We know the answer--because his Treasury Department is already drawing up the plans.  They won't tell you until after the election, but they're looking at a national sales tax, a value-added tax, and a flat tax.  What do they have in common?  All of them leave his rich friends and big corporations alone--and sock it to average families.",dem,1984,False
39677,2502,"I can't express deeply enough my appreciation to Dan Evans. And when people say he's a Governor's Governor, believe me, that means something to me. I respect his tremendous job for you, and I'm deeply appreciative of his personal friendship. Thank you very, very much, Dan.",rep,1976,False
41695,2846,"But, of course, there is a predictable answer by one who makes so many promises. The answer is higher taxes. And massive new tax increases are precisely what he proposes.",rep,1984,False
22856,2343,"Let me tell you, that, of course, is a great accomplishment.  I can assure you that anyone who sits in that Oval Office, as I do, and writes the letters to the mothers, to the wives, to the next of kin of those who have died, anyone who sees the wounded, the others, the ones who have served so magnificently, anyone who has talked, as I have, to the brave wives of POWs--what you want more than anything else is to get the war over.  But also, what you want is to get it over with honor, not simply because of some national ego.  You want to get it over with honor because by ending it in an honorable way, by ending it in the right way, you may lay the foundation for not having another war in that same generation.",rep,1972,False
7346,1776,"That's the way I present the case to you today.  Does this mean that I agree, that our platform agrees, with everything that everybody in this state, that all the Democrats and Republicans agree with?  Of course not.  You know, as I know, that as far as our platform is concerned, as well as the Democratic platform, we take positions that some of you may not approve of.",rep,1960,False
4186,1773,"I have told you today that I am for the things that I believe you believe in and that all Americans believe in.  We're for peace without surrender, we are for a better life for our citizens.  We're for progress into the future.  You have to judge as to whether our programs are best for you, best for America.",rep,1960,False
53069,2012-11-04-rally-hollywood-florida,Audience members. Four more years! Four more years! Four more years!,dem,2012,False
30400,2013,"I am coming to you to ask you to vote your hopes and your aspirations.  I happen to be a man that believes there is more good in the American people than anybody ever dreamed of.  I happen to believe that the American people have within them a great reservoir of goodness and a great spark of greatness.  I intend to draw on that reservoir of goodness and I intend to ignite that spark of greatness and, my fellow Americans, we can do anything that we need to do at home or abroad if we stand together.",dem,1968,False
28087,1323,"First, as to the military front in the Cold War. In this nuclear age war holds no more promise for men of ill will than for men of good will, for there is no victory in common death. And there is no assurance, when men fight to kill, that a small war will remain small, either in area or weapons. But until there is worldwide agreement on a safe, effective system of disarmament, we cannot abandon armed deterrents to war, and must maintain and strengthen our national defense and the defenses of the Free World.",dem,1956,False
64999,2004-10-29-remarks-toledo-ohio,One of the most important reasons why I think you ought to put me back into office is so that Laura is the First Lady for 4 more years. Audience members. Laura! Laura! Laura!,rep,2004,True
9782,2678,"But these 1970 rules have helped force factories to shut down and cost workers their jobs. In fact, according to regulatory expert Murray Wiedenbaum, there is concern that--quote--""the regulations issued by the EPA under the 1977 Amendments to the Clean Air Act will slow, if not halt, industrial expansion in many parts of the United States."" And they will certainly slow the use of coal, so essential to making us more energy self-sufficient. We need to thoroughly review those regulations to bring them in line with all new scientific knowledge. Such an update would help prevent such economic tragedies from occurring in the future.",rep,1980,False
8353,1039,"I have had a devilish time, as many of you here know, in the problem of the enforcement of the gambling laws. Here in Illinois we had shamefully neglected any pretense of enforcing the anti-commercial gambling laws throughout the state for many years. It had gotten bad. The same old things that have always happened in the normal evolution had happened there. In the good spots, the big syndicate operators in Chicago had begun to move in and muscle out the local operators and take over. This sort of thing is a dreadful cancer in the American society, as I think we all know. Local officials were largely supported, I mean, by campaign contributions in many cases. And the principle source for both parties was by the sheriff and the state's attorney. Not that they didn't want them to do a good job in enforcing criminal law, but just leave gambling alone. This is nothing new. It is a familiar story to many of you, and it has gone on over much of our country. It has been particularly bad in Illinois they say. I have been told that. I don't know how much worse it was in other places. At all events, it clearly degenerated to a point where something had to be done; and, starting about three years ago or more, I began to use the state police in cases where the local law enforcement officials--the sheriffs and state's attorney, and so on, would not cooperate and would not do their own job. We began to do it for them, and it worked. It worked in two ways. In the first place, it did the job because when they made the raids they could only be effective, of course, against visible objects under the law--slot machines, gambling devices, and bookies, and things like that. But it also had the effect of stimulating activity by the local law enforcement officials, in anticipation of the fact that we might strike them and discredit the fellow locally. So he would go ahead and do his own work.",dem,1952,False
25478,1336,"Now after what happened at Kasson four years ago, I don't suppose we should be surprised about such brazen political expediency. But I must object when the President at the same time says from aloft--we must never treat the farmer as a political prize. But let's talk about the future, not the past. Let's talk about what lies ahead. This year we have had the best farm plank in our Democratic platform that any party ever had. It is a plank designed to establish not merely price parity but income parity--a fair share of the national income for farmers. It spells out ways and means. It is one that farmers can understand.",dem,1956,True
15427,1855,"Since Cabot has had some nice things to say about me, I have something nice to say about him. It's not unexpected, I can assure you. The job to which he has referred, the job to which Walter Jones has referred, of keeping the peace in this critical period, is a big one. It's a big one for the President. It's a big one for the Secretary of State. And in these times, because of the breakthrough President Eisenhower has made in using the Vice President in something other than presiding over the Senate, it's a big one for the Vice President of the United States. And I think that one of those factors that most recommends our ticket to the American people is that you're not just electing a man who is going to be president and work in the cause of peace and freedom, you are electing two men who will work as a team in extending freedom and in keeping the peace without surrender--and no man could do a better job than Cabot Lodge.",rep,1960,True
2665,2132,"You know, somebody said to me the other day that Mr. Nixon has been acting like president so long that by November 5th people will think it is time for a change and vote me in. Yes, my friends, Mr. Nixon, the man who specializes in the doctrine of unemployment as the cure for economic ills. I want to ask the management of this great company what unemployment ever did for them.",dem,1968,True
50660,2300,"The answer is clear. Mr. Nixon and his campaigners are trying to trick you into voting against yourself. They understand how you will vote when you learn what I want to do, and what they have done.",dem,1972,False
33518,3334,"Well, I'm saying to senior citizens--I don't see any in the audience but they didn't show up...[missing text]. Don't be frightened with all those TV ads. I helped save Social Security in 1983. We're going to save and strengthen and preserve Medicare. You've got my word for it, you've got...[missing text]...'s word for it ...[missing text]..., and we're...[missing text].",rep,1996,False
43974,3187,"Now, let me ask you this: Imagine a year from today, picking up a newspaper in your house and seeing that somewhere in the world or somewhere right at home there is a significant domestic crisis, an unforeseen crisis. Imagine that in this dangerous situation an American leader, totally without experience, completely untested, a leader about really whom we know very little still, and what we do know is his troubling pattern of being on one side and then another and bringing this ingrained habit of trying to lead people by misleading them. And when that next crisis comes--and you know darn well it will--the entire world is going to be looking to the American president. Make no mistake about that. And they will look to his experience, and they will count on his character.",rep,1992,False
69051,2016-10-05-center-reno-nevada,"We have the worst so-called recovery since the Great Depression. On top of it all, our taxpaying citizens send troops and foreign aid all over the world even as their own cities can't provide the most basic services. America needs a turnaround.",rep,2016,True
43336,1551,"Theodore Roosevelt was a man of such understanding and such comprehension of the force of events that ultimately he left the Republican party or it left him. But Al Smith stood here on these steps and accepted the nomination in 1928. I do not believe this is 1928. I believe this is 1932 and 1948, and I think the Democrats can win this election here in the state of New York.",dem,1960,False
16481,1857,"My friends, the suggestion has been made, ""What harm would it have done to apologize? Wouldn't it, maybe, have saved the conference?"" If, for example, Mr. Kennedy had been there, and if he had apologized and expressed regrets, Mr. Khrushchev would have beaten him to a pulp. That's the kind of thing you're confronted with, with him. And then again on Cuba, a similar pattern--saying that our policy of quarantine was too little and too late, and then advocating policies that were universally interpreted as being intervention in that particular area, which would have violated every treaty we have with our sister Organization of American States, and also the U.N. Charter, in the process.",rep,1960,False
69519,2016-08-09-north-carolina-wilmington,"If these people knew there were guns in the good guys hands, right, they probably wouldn't have gone in in the first place, all right? All right? Gun free -- what do you think of these gun- free zones?",rep,2016,False
12591,902,"There's another text that I should like to take from the Democratic platform. The near unanimity with which the civil rights plank was adopted at the Democratic Convention this year is in great part the result of things that have happened to us as a nation during the past decade. At the moment, as on so many occasions during World War II, Negro Americans are fighting and working side by side with their white countrymen in many parts of the world. I venture to say that there are few men of either race who are not affected by that experience. And one could point to many other examples of the remarkable progress of the past decade, and I mean in the South as well as in the North.",dem,1952,False
4083,1983,"But here is another comparison. If you take an average worker with three dependents and you calculate his weekly earnings and his taxes and the change in the cost of living, he and his family are $9.84 a week better off than they were in January 1961 when John F. Kennedy became president. What does that mean? That is an 11.8 percent increase, really 12 percent increase, in these last forty-four months. And then if you look at what happened to that same average worker during the preceding forty-four months, he had a gain during that period of $1.31, or only 1.7 percent compared to 12 percent. You know which administration is best for you--1.7, less than 2 percent, compared to 12 percent, 6 to 1. So the improvement in that family situation during these forty-four months is exactly a little over six times what it was during the preceding forty-four months.",dem,1964,True
55749,2012-10-17-mount-vernon-iowa,"That's why they can pay lower taxes than you do or they can use offshore accounts. Or they can invest in a company, bankrupt it, fire the workers, take away their pensions, ship the jobs overseas, and still make money doing it. It's the one-point plan that says it's okay for Wall Street to keep engaging in the reckless behavior that got us into the mess we've been fighting back from for the last 4 years. It's the same philosophy that's been squeezing middle class families for more than a decade. It's the same philosophy that we saw in the previous administration. And I have seen too much pain and too much struggle to let this country go down that same road again.",dem,2012,True
21095,3103,"Thank you, Tom. Thank you very, very much, and what a wonderful welcome back to this state. Thank you all. Please be seated.",rep,1992,False
71215,2004-08-18-convention-cincinnati-ohio,"Military families are going through difficult times these days. Many of their loved ones are in faraway places, leaving them to care for their families alone. The last thing our servicemen and women need on their minds is the stress of wondering if their loved ones back home will be okay. What they need is a president who protects their families while they are putting their lives on the line protecting the American family. That means making sure families have competitive pay, good housing, decent health care and quality education for their children.",dem,2004,False
12145,2889,"Mr. Quayle has voted repeatedly against foreign assistance to Israel. Yesterday, he told the Washington Post that George Bush was leaning on him for foreign policy advice.  I'd rather listen to Lloyd Bentsen--and I'm sure you would, too.",dem,1988,True
50073,2260,"Thank you very much Chairman Joe Crangell, County Chairman Larry Kirwin, Abe Chapman, Jim Colombo, Midge Castanza, who just led us in a great cheer, Frank Lamb, Sam Slotnik, and my fellow Americans: Now I come here to Rochester this afternoon with some very good news. It may be that the Gallup Poll shows us behind, but the Liberty Poll here in Rochester shows that we are going to win this election. For the past three weeks, while Mr. Nixon has been sitting smugly on his Gallup Poll behind the White House, I have been out across this country talking to the people of America--to the old people, the young people and to those in between, and everywhere I have gone all across this land, what I have thought is an almost desperate hunger on the part of the people of this land to make America once again the kind of a great and good and peaceful and just land that it ought to be.",dem,1972,False
41662,1383,"The Republican claim credit for instituting desegregation in the Armed Forces. The fact of the matter is that desegregation was instituted in the Armed Forces under the administration of Franklin D. Roosevelt--and I know something about this, because I had a proud part in initiating this process in the United States Navy. But the real charter of desegregation in the Armed Forces is a document known as Executive Order 9981. This was the order which established desegregation as a uniform service policy. When was this order issued? Under the Eisenhower administration? Certainly not. It was issued on July 26, 1948--and it was signed by President Harry S. Truman.",dem,1956,False
26532,2005,"I said that I had hoped that this could happen and my hope--at least, it ha been indicated as a fact in the press.  Now, I always believe what I read in the papers. Now, the second thing is--the second question was:  Why hasn't the president endorsed me?",dem,1968,True
25890,3045,"I believe that we need a strong national defense that has fewer troops in Europe but emphasizes more high-tech work, like the kind of work done by the company that owns the structure we're in today. And I believe when we do reduce defense, every last cent of that money ought to be reinvested in the American economy, not squandered, but put back into jobs here at home, in building transportation, communication, environmental cleanup systems, putting the American people back to work and lifting this economy up. I believe that we live in a world in which what we earn depends on what we can learn. And I know that I have a heavy obligation to the American people, after the cynicism of the last four years, to be a real education president, and I will devote myself to that. What does that mean? It means, among other things, that we ought to teach everybody in America with a job to read and to have a high school diploma and to have access to job training in the next five years. It means we ought to tell everybody who gets out of high school, who doesn't go to college, that if you don't go to college, we'll at least give you two years of further education and training in an apprenticeship program so you can have a good job, not a dead-end job. You deserve that. It means that we ought to open the doors of college education to all Americans without regard to income. It's important to our economic future.",dem,1992,True
66717,2008-10-20-remarks-belton-missouri,"Well, that's the key to Barack Obama's whole plan: Since you can't reduce income taxes on those who pay zero, the government will write them all checks called a tax credit. And the Treasury will have to cover those checks by taxing other people, including a lot of folks just like Joe. In other words, Barack Obama's plan to raise taxes on some in order to give checks to others is not a tax cut; it's just another government giveaway.",rep,2008,False
40077,2066,"Yes, my friends.  And this man parades in the labor movement as a friend of the worker and some people fall for it. What is his economic program?  What assurance do you have you won't have unemployment; the lowest workmen's compensation in America?  And how does he get by with it?  What is he doing in the labor movement?  I will tell you what he is doing.  He is going around and he has got a lot of white workers saying, you know that this fellow Humphrey, he goes around trying to get a Negro a job and when he does, it threatens your job.",dem,1968,True
68468,2016-10-27-expo-springfield-ohio,"And who is going to pay for the wall? One hundred percent. Mexico, in terms of our trade deficits, is making a fortune off the United States. Their leaders are doing a much smarter job. But you know what? We'll be happy with Mexico. Mexico's gonna be wonderful, we're going to have a great relationship with Mexico, with China and with other - we don't even have good relationships now. They rip us off and we still don't get along. At least they should be nice to us. They're not even nice. They'll be nice.",rep,2016,True
60687,2004-10-20-discussion-rochester-minnesota,"I've got something else on my mind— two other things on my mind. I told you it's a changing world. Some things don't change, the values we try to live by, courage, compassion, reverence, and integrity. Our basic beliefs don't change. We stand for a culture of life in which every person matters and every being counts. We stand for marriage and family, which are the foundations of our society. And we stand for the appointment of Federal judges who know the difference between personal opinion and the strict interpretation of the law.",rep,2004,False
52851,2008-09-21-north-carolina-0,"Fourth, this plan has to help homeowners stay in their homes. Fifth, this is a global crisis, and the United States must insist that other nations join us in helping secure the financial markets. Sixth, we need to start putting in place the rules of the road I've been calling for for years to prevent this from ever happening again.",dem,2008,True
19913,3116,"We figured this out coming up here. Let me give you an example. Say you've got a good job earning 38,000 bucks a year in taxable income. Governor Clinton would have you give another $1,700 to the tax man. And I say you ought to be able to use that to pay for your kids' education, to meet the mortgage on the house, to put into the savings, not send it back to the IRS. ",rep,1992,False
66912,2008-10-17-miami-florida-4,"I have a plan to protect the value of your home and get it rising again by buying up bad mortgages and refinancing them so if your neighbor defaults he doesn't bring down the value of your house with him. I have a plan to let retirees and people nearing retirement keep their money in their retirement accounts longer so they can rebuild their savings. I will protect Social Security so that retirees get the benefits they have earned, and I will bring both parties together to fix Social Security so that it is there for future generations.",rep,2008,True
36111,3134,"You know what this means for the city, don't you? As the Saints' fans might say, ""Cha-ching!"" You know, today, Louisiana is the nation's eighth-largest export state, with over $16 billion in export sales. Almost 70,000 jobs come from manufactured exports. ",rep,1992,False
33251,2771,"The American people joined us and helped us. Let us ask for their help again to renew the mandate of 1980, to move us further forward on the road we presently travel--the road of common sense, of people in control of their own destiny; the road leading to prosperity and economic expansion in a world at peace. As we ask for their help, we should also answer the central question of public service: ""Why are we here? What do we believe in?"" Well, for one thing, we're here to see that government continues to serve the people and not the other way around. Yes, government should do all that is necessary, but only that which is necessary.",rep,1984,True
47863,2129,"Thank you very much.  Thank you very much, Moe Weinstein, for your introduction, and may I just call to your attention, you have congressman--two men that are working for you down in the House of Representatives. Ladies and gentlemen, my friends in Queens, they tell me that as Queens goes so goes New York, and as New York goes, so goes the nation.  And I guess that Queens is going Democratic on November 5th.",dem,1968,True
47618,1805,"That strength we must maintain.  Why?  Not because we are for war, because we are not; because we are for peace, because we are the guardians of peace, and because it is essential that as guardians of peace, America must have strength that will discourage any of those who would threaten the peace of the world--and I can assure you that decisions which will be made if I have the opportunity to make them, will be ones that will always put the security of America first.  That must come before any other consideration, and there will never be a dollar sign on what Americans will be able to do in the field of protecting the defense of this country.",rep,1960,False
