Speech_id,text,party,term,comp,populist_old_keywords,par_id,speech_par_id,length
1959,"You have an outstanding opportunity here in this state this year to elect not one great Senator, but two great Democratic Senators: Albert Gore is one of the real leaders of the Congress, and you have another man here who will be a source of pride to this state in the Senate. I have served with Albert in both the House and the Senate, and I look forward to having him help me put my program through the next Congress. Stand up, Albert.",dem,1964,FALSE,FALSE,2,1959_2,83
1781,"I remember Mr. Khrushchev saying, when we were in Moscow: we're going to catch you, we're going to pass you by, and when we go by you, we're going to wave, and say, """"Come on, follow us, do as we do or you'll fall hopelessly behind."""" He said he was going to catch us in seven years.  What's the answer?  The answer is he will not catch us, not in seven years or seventy years provided we remain true to the principles that have made America the richest, the strongest, the most productive nation in the world today. ",rep,1960,TRUE,TRUE,17,1781_17,98
1795,"And, so, I tell you what I know from having sat opposite this man who threatens the peace of the world, and his colleagues.  One, we will keep America the strongest nation in the world.  We will increase our strength and keep it at whatever level is necessary so that we can always be in a position to say to Mr. Khrushchev: """"If you start anything you will be destroyed.""""  This we must do. ",rep,1960,FALSE,FALSE,27,1795_27,74
2303,"Thank you very much. Here among my friends in South Dakota, where this campaign began almost twenty-three months ago, we now bring it to an end tonight and I have just sent the following telegram to President Nixon: """"Congratulations on your victory. I hope that in the next four years you will lead us to a time of peace abroad and justice at home. You have my full support in such efforts. With best wishes to you and your gracious wife, Pat. Sincerely, George McGovern.""""",dem,1972,TRUE,FALSE,0,2303_0,85
2471,"Thank you all. Thank you, Dick Rosenbaum. Senator Javits, Senator Buckley, Congressman Ben Gilman, distinguished guests, wonderful people from Rockland and Orange County:",rep,1976,FALSE,FALSE,0,2471_0,23
1178,"There you have it.  For the inescapable fact that, under the administration, """"honor and nobility"""" in government """"are empty phrases""""--for that, the fault belongs to """"you, the people.""""  How does that strike you here in South Carolina:  as true or false?  Is this Washington mess the fault of you, the people?  Will you accept the blame while the administration and its candidate get out from under?",rep,1952,TRUE,FALSE,8,1178_8,66
1178,"We will work out a program for peace that will express our own determination to put an end to war--a program that will be understood by both the friends and the enemies of peace abroad.  With a clear program and decisive leadership, we can bring the war in Korea to a speedier end; we can prevent future Koreas; we can greatly lessen the threat of a third world war. It was not for partisan reasons that I accepted the nomination of my party and it is not with partisan arguments that I am carrying this campaign into every part and section of our country.  I have only one purpose and, however the words may change, I have only one campaign theme.  I believe that in this year's election our country's future is at stake.  My only appeal to you--my only appeal to America--is that of Governor Byrnes:  """"to place loyalty to country above loyalty to a political party. . .""""",rep,1952,TRUE,FALSE,35,1178_35,160
1144,"You cannot cure a disease so long as its roots remain untouched.  We will get at its roots. Then we will have in Washington an administration which measures up to the standard set more than a hundred years ago by Henry Clay:  He said, """"Government is a trust, and the officers of government are trustees, and both the trust and the trustees are created for the benefit of the people.""""",rep,1952,TRUE,FALSE,19,1144_19,70
2115,"VOICES:  Humphrey!  Humphrey! Thank you, my friends.  You know, trust is a beautiful word--and a whole nation depends on it.",dem,1968,TRUE,FALSE,7,2115_7,20
2115,"VOICES:  No! VICE PRESIDENT HUMPHREY:  Well, Mr. Nixon was. VICE PRESIDENT HUMPHREY:  Are you willing to trust this country to a President Nixon?  ",dem,1968,TRUE,FALSE,13,2115_13,23
2115,VOICES:  No! VICE PRESIDENT HUMPHREY:  Are you willing to trust this country to a President LeMay?   VOICES:  No!,dem,1968,TRUE,FALSE,14,2115_14,18
2115,"VICE PRESIDENT HUMPHREY:  To a President Wallace?   VOICES: No! VICE PRESIDENT HUMPHREY:  Well, then, will you trust this country to the Democratic ticket?  ",dem,1968,TRUE,FALSE,15,2115_15,23
2115,"VOICES:  Yes! VICE PRESIDENT HUMPHREY:  You know, friends, we are on the point now, the season of tricks or treats.  Up to now, you have had the Nixon tricks.  And very shortly you are going to have the Humphrey-Muskie treats. ",dem,1968,TRUE,FALSE,16,2115_16,40
2115,VOICES:  Nothing! VICE PRESIDENT HUMPHREY:  What did you say?   VOICES:  Nothing!,dem,1968,TRUE,FALSE,18,2115_18,11
2115,"VICE PRESIDENT HUMPHREY:  Well, what do you plan on doing for Mr. Nixon on election day?   VOICES:  Nothing! VICE PRESIDENT HUMPHREY:  That is a fair deal if I ever heard one. ",dem,1968,TRUE,FALSE,19,2115_19,31
2115,"VOICES:  No! VICE PRESIDENT HUMPHREY:  Here is a man who in 1962 had his chance to help the schools of this country--when he could have broken a tie vote in the Senate, and he refused to do so.  He voted no for schools, he voted """"no"""" for higher education, he voted """"no"""" for elementary and secondary education.  And every property taxpayer--every property taxpayer here knows that the main source of property tax--the main source of revenue today for your schools is on your property.  And the only relief that you can get is from the federal government, through its federal aid to education.",dem,1968,TRUE,FALSE,28,2115_28,103
2129,VOICES:  Nothing! VICE PRESIDENT HUMPHREY:  What did he ever do for the young people up here?   VOICES:  Nothing!,dem,1968,TRUE,FALSE,3,2129_3,18
2129,VICE PRESIDENT HUMPHREY:  What did he ever do for the old people. VOICES:  Nothing! VICE PRESIDENT HUMPHREY:  What did he ever do for New York?,dem,1968,TRUE,FALSE,4,2129_4,25
2129,"VOICES:  Nothing! VICE PRESIDENT HUMPHREY:  Well, what are you going to do for Nixon on election day?   VOICES:  Nothing!",dem,1968,TRUE,FALSE,5,2129_5,19
2129,"VICE PRESIDENT HUMPHREY:  You have got the right idea.  How about a Democratic victory on election day?  How about you folks getting out now and making sure that everybody votes on election day?  I want every person here, every person regardless of their political choice, to make it their business to see that on election day we have the greatest turnout of voters that this nation has ever known.  Let's have no one stay home, for those that stay home, all they are doing is helping reaction.  For those that vote, you are having a decision in the future of your country.  So I call particularly upon the young people, the young people here in Queens; I call upon you to get out that vote, get the parents out, get people out, and get them to vote Democratic.  ",dem,1968,FALSE,FALSE,6,2129_6,138
2129,VOICES:  We want Humphrey!  VICE PRESIDENT HUMPHREY:  What's that?  VOICES:  We want Humphrey!,dem,1968,TRUE,FALSE,7,2129_7,13
2129,That is right.   VOICES:  We want Humphrey!  VICE PRESIDENT HUMPHREY:  Let's hear that a little louder.,dem,1968,TRUE,FALSE,8,2129_8,16
2129,"VOICES:  We want Humphrey!  VICE PRESIDENT HUMPHREY:  All right!  Well, Humphrey wants you, too.",dem,1968,TRUE,FALSE,9,2129_9,14
2129,VOICES:  Humphrey for president! VICE PRESIDENT HUMPHREY:  We want Queens to lead the way in New York.  What do you say?,dem,1968,TRUE,FALSE,11,2129_11,21
2129,"VOICES:  Humphrey for president!  VICE PRESIDENT HUMPHREY:  I want to ask you, how do you like my man for vice president, Mr. Muskie?  How do you think about the Republicans?  Now then, what do you say if we just elect the ticket of Humphrey and Muskie November 5th?",dem,1968,TRUE,FALSE,12,2129_12,48
908,"Mr. Carroll, Senator Johnson, these distinguished Democrats on the platform and my friends of Colorado: After Mr. Carroll's remarks I am reminded that a little flattery is all right, I suppose, if you don't inhale. And, if the things that you have enumerated have been an inspiration to the people of Colorado, Mr. Carroll, I can assure you that the people of Colorado have been an inspiration to me. After this reception, indeed, I have concluded to do all of my campaigning in Colorado. The only distress I have suffered at all is the fact that this is an auditorium, and auditoriums always remind me of the horror--the public speaker confronted with the solemn fact that """"auditorium"""" is derived from two Latin words, """"audio"""" meaning to hear, and """"Taurus"""" the bull.",dem,1952,TRUE,FALSE,0,908_0,131
2698,"That's right, Andrea: What Mr. Carter has done to this country's economy just isn't fair. It just isn't right. But Andrea has learned something as a fifth grader that Mr. Carter seems to have forgotten or not to have learned at all: inflation hurts people. It hurts when you want to buy a pair of roller skates--and it hurts when adults have to buy food and pay for heating and other necessities. It hurts older Americans who suffer unimaginably from what inflation does to the fixed incomes. And unemployment hurts even more.",rep,1980,TRUE,FALSE,52,2698_52,92
920,"Mr. Johnson, Mr. Dorr, and my friends here of San Jose: I have to confess to you that this is the first whistle-stop I ever made. In fact, practically everything I have done for the past several weeks is the first time I ever did it. Maybe it is appropriate that I am baptized in whistle-stopping in California because I was born in California. Maybe if my folks had left me here long enough to vote I would be here still. I am flattered indeed by this enormous turnout at such an unconscionable hour in the morning. Perhaps you get up earlier in California than we do in Illinois. It is very gratifying, and I am deeply impressed and deeply touched by your cordiality.",dem,1952,FALSE,FALSE,0,920_0,124
920,"If I can just hang on to my cousins and the people who voted for my grandfather, I will get in. On the basis of my baptism, I think I like whistle-stopping. VOICE: Governor, the AF of L presented this portrait to you. We want to call your attention to the fine horseshoe as the symbol of good luck that has been presented to you by the Santa Clara County of the American Federation of Labor.",dem,1952,TRUE,FALSE,6,920_6,76
1385,"I have only a few moments so let me hastily sum up the central facts of the situation. I can find no better way to do this than to read you a sentence from a special dispatch from Washington in today's New York Times: """"The United States has lost control of events in areas vital to its security. This is the main conclusion of serious and well-informed men here tonight concerning the U.S. role in the Middle East crisis.""""",dem,1956,FALSE,FALSE,1,1385_1,79
936,"Mayor Sullivan, Senator Benton, and all distinguished guests, and my friends of New Britain: I am glad to get here at last. I have been traveling all across the state with Abe Ribicoff and I have heard so much about New Britain that I began to think it was a legend. I am also glad to be here to meet your famous mayor, John Sullivan. I knew he was a great Democratic mayor, but I didn't know you had a Republican weatherman here. He said some very nice things about me here. If any of them are true you can attribute it to the fact that I was educated in the eastern part of the state of Connecticut. I am more interested, I think, than I ever have been since my first interest in politics, by this turnout here this afternoon. You touched my heart by the warmth and the enormity of your welcome. I always think it difficult enough to find people who can listen to political speeches at all, let alone listen to them in the rain. I want to thank you from the bottom of my heart.",dem,1952,TRUE,FALSE,0,936_0,190
1436,"It has been a long road from that first snowy day in New Hampshire to this crowded convention city. Now begins another long journey, taking me into your cities and homes all over America. Give me your help, your hand, your voice, your vote. Recall with me the words of Isaiah:",dem,1960,FALSE,FALSE,26,1436_26,51
2895,"My friends, the challenges we will make to the Soviet Union:  to draw back from confrontation in central Europe; to bring down the walls of repression in Eastern Europe; to control the spread of dangerous weapons systems; to fight terrorism; and to respect human rights; are offered not as hurdles to impede progress towards peace; rather, they are the rungs of a ladder which must be scaled if a true and lasting peace is to be maintained. Taken together, these challenges reflect not a set of standards that the Soviet Union alone must meet; they demand a pattern of behavior by which all nations may fairly be judged. We, in America, should stand ready to respond to progress with progress; to meet the Soviet Union at the bargaining table instead of the battlefield; to hold out the prospect of better economic ties; to open the door to closer cooperation on the environment; and to end human suffering.",dem,1988,TRUE,FALSE,27,2895_27,157
1422,(2) We have extended the coverage of Social Security and increased its benefits to give tens of millions of citizens the greatest protection they have ever known. (3) Housing: there have been more new homes built since January 1953 than in any comparable previous period in our history. Today three of every five families in our towns and cities own their own homes--a record without precedent. This year I called for--and Congress enacted--special assistance for housing for older persons.,rep,1956,TRUE,FALSE,10,1422_10,79
2117,"VOICES:  No! VICE PRESIDENT HUMPHREY:  All right, how about Humphrey and Muskie?  Well, I am going to let you in on a secret.  I like the way you think.  I think that is a great idea. ",dem,1968,TRUE,FALSE,4,2117_4,36
2117,"Now let me ask you, let me ask this audience of the sons and daughters of workers and men and women, husbands and wives of hardworking people: what has Richard Nixon ever done for the elderly?  What has he ever done?   VOICES:  Nothing!",dem,1968,TRUE,TRUE,15,2117_15,43
2117,VICE PRESIDENT HUMPHREY:  What has he ever done for young people in their schools?   VOICES:  Nothing! VICE PRESIDENT HUMPHREY:  What has he ever done for labor unions?,dem,1968,TRUE,FALSE,16,2117_16,27
2117,"VOICES:  Nothing! VICE PRESIDENT HUMPHREY:  Well, what are you going to do for him?   VOICES:  Nothing!",dem,1968,TRUE,FALSE,17,2117_17,16
2117,"VICE PRESIDENT HUMPHREY:  That is a fair deal.  There are many friends here today from the UAW, from the steel workers, from the building trades, from other unions, and let me tell you that the record of Mr. Nixon as a friend of labor is one great big fat zero.  He has never voted for you, never has, and he doesn't intend to help you, and there is only one way that we can stop it, and that is to make sure that he doesn't succeed in 1968 in doing what he tried to do in 1960.  And I want Ohio folks this time to redeem the mistake you made in '60, you didn't vote for Mr. Kennedy in Ohio in 1960.  You owe it to a friend of John Kennedy's to vote for me in 1968.",dem,1968,TRUE,FALSE,18,2117_18,137
1807,"Congressman Cramer, all the distinguished guests here on the platform, and this great audience here in St. Petersburg, at Al Lang Field: I want you to know, the reception we had today in Tampa, the motorcade through the city of St. Petersburg, and now this record audience here at the ballpark can mean only one thing: that this county is going to be bigger and better for our ticket in 1960, and this county will furnish the margin for carrying the state of Florida in 1960 for our ticket. It certainly, I can assure you, is a most inspiring occasion for Pat, my wife, and me to be here to see some of you who have taken the time and trouble to come out to hear us.  I remember, as a matter of fact, Bill, when we were here in 1956, we brought a little California rain with us, but tonight it's Florida weather, and we're grateful for that, too.",rep,1960,TRUE,FALSE,0,1807_0,160
2467,"Thank you all very much. 84TH STREET & FIFTH AVENUE: Hi, how are you? Nice to see you.",rep,1976,TRUE,FALSE,8,2467_8,18
3180,"But while he's knocking our record, I think it's only appropriate to take a quick look at his. Here it is for Arkansas: fiftieth--I think of Wisconsin as an environmental state--Arkansas, fiftieth in environmental initiatives; fiftieth in the percentage of adults with a college degree; and you go on and on and on. Unfortunately, the people of Arkansas deserve better. But here's the problem. Governor Clinton said, """"I want to do for the United States what I've done for Arkansas."""" No way! No way! Happy Halloween. We don't need that for the United States of America.",rep,1992,FALSE,FALSE,3,3180_3,96
1797,"Senator Kuchel, Senator Fong, all of the distinguished guests here on the platform, and my friends here in my home district, the twenty-fifth district of California: I want you to know that we will have many crowds in this campaign in the next three and a half weeks, and we've had many in the last couple of months, but there are none that will touch us more than this one, that will move us more, because this is our home, and we thank you for coming out and giving us this wonderful welcome as we return to our home district. As you can imagine, a great many thoughts went through Pat's and my mind as we were driving up the freeway to West Covina.  I recall the first campaign that we ever participated in in 1946, and I remember then the little towns we stopped in--Covina and Baldwin Park and El Monte.  All of them, of course, at the present time, put together, would probably not equal the population of even West Covina.",rep,1960,TRUE,FALSE,0,1797_0,173
3157,"I'm not the kind of guy that likes to attack the media. I like to needle them once in a while, though. You remember the bumper sticker--who's got one of those bumper stickers? I'd like to show it to you. It's my favorite, there it is! My favorite bumper sticker: """"Annoy the Media: Reelect President Bush."""" It's great. It's fantastic. I sure hope they've got a good sense of humor back there.",rep,1992,FALSE,FALSE,8,3157_8,72
1032,"Mayor Hynes, Governor Dever, my young friends of Boston: You know, those Ike signs reminded me of an incident that happened last week when I was speaking. I was traveling through the streets of Spokane, in the state of Washington, and a little boy ran out in front of the crowd, and he shouted at the top of his voice, """"Hurrah for Stevenhower."""" I don't know whether he was just confused or whether he was being cautious; but whatever he was being, I think he showed all of the instincts of a very good politician.",dem,1952,FALSE,FALSE,0,1032_0,95
2513,"Fritz Haneman, Senator Case, Mayor Lazarow: May I say I am deeply grateful to Dorothy and her warm welcome. She comes from Minnesota; that is Gopher country. I come from Michigan, and that is Wolverine country. And when a Gopher and a Wolverine get together, boy, you can't beat 'em.",rep,1976,TRUE,FALSE,0,2513_0,50
2261,"Thank you very much Stan Arnold and Herschel Warmack; my friend Ed Muskie; Congressman Conyers; the distinguished mayor of this city, Mayor Grebs, is with us this morning; Frank Kelly, the next United States Senator from the state of Michigan; and members and leaders and friends of organized labor in the Detroit area and the state of Michigan: I want to say first of all that I feel very much at home with this group here today. Many of you here have had the experience of starting out on what looked like a very tough and hard journey in organizing a shop or a plant and you have heard people say to you that it can't be done, but you have done it and that is what we are going to do on November 7th. You know what it is like to be called a troublemaker or a radical or other names of that kind by people who have a vested interest in preserving what is wrong with the status quo and so we have something in common there and we have some changes that we are going to make together beginning with January 20th next year.",dem,1972,FALSE,FALSE,0,2261_0,197
1768,"We turn now to the third phase of Operation Safeguard: full mobilization of the rural development program. This great program, started by President Eisenhower, is one that I look forward to pressing into greater service for low-income farm families.  For years on end these families were overlooked in price-support programs.",rep,1960,TRUE,FALSE,21,1768_21,50
2507,"Thank you very much, Mr. Burnham, Mayor Flaherty: It is a great privilege and pleasure to have the opportunity this morning to say a few words and answer a few questions before the Pittsburgh Economic Club. Some twenty years ago, speaking before the League of Women Voters, President Eisenhower was asked about the goals of the United States foreign policy. He said, and I quote, """"The foreign policy of our nation is not difficult to state. We are for peace--peace first, last and always.""""",rep,1976,TRUE,FALSE,0,2507_0,84
2507,"Q. Mr. President, I'm J. R. Ferguson, executive vice president of U.S. Steel. I would like to turn perhaps to an economic rather than a foreign policy question. Will you outline specific programs you will recommend to Congress which will stimulate capital formation and thereby the creation of jobs for our growing working forces?",rep,1976,FALSE,FALSE,28,2507_28,54
2507,"Q. Mr. President, my name is Henry Gailliot; I'm an economist for Federated Research Corp. Governor Carter has stated that a philosophical goal of his administration would be to keep the federal government's share of our gross national product in 1981 at a level that approximates that of today, that is, the federal government's share of our total economic pie would stay constant after decades of growth. Do you subscribe to this goal or would you promote the perhaps more ambitious goal of a slight reduction in the federal government's share of our total economic pie by the end of your next administration?",rep,1976,TRUE,FALSE,32,2507_32,103
2507,"Q. Mr. President, my name is Leonard Swanson; I'm vice president of Cox Broadcasting and general manager of WIIC television, the NBC station here in Pittsburgh. I would like to ask a question of a somewhat different nature, with the debates so fresh in our minds. As a representative of the television media, my station contributed six hours of prime time as a public service for the presidential and vice presidential debates which, incidentally, as we all know, were carried by all three TV networks, really leaving the television viewer with very little alternative. Also, many think that these debates have even set a precedent that all future presidential candidates will feel obliged to follow.",rep,1976,TRUE,FALSE,37,2507_37,115
2507,"Q. Mr. President, Gene Cookson, senior vice president, C. S. McKee and Company. Many people in our country, including myself, are somewhat confused as to the exact state of unemployment in this country. Governor Carter has stressed repeatedly that the unemployment is the highest in the nation's history, while you have stated more people are employed today than ever before. Could you clarify these seemingly contradictory statements?",rep,1976,FALSE,FALSE,40,2507_40,67
2507,"Q. Mr. President, I'm Glen Beeson, professor of economics, Duquesne University. Most economists recognize that plans such as the Humphrey-Hawkins bill, some forms of national economic planning, will necessitate wage-price controls. Would you advocate under any circumstances wage-price controls and, if so, what would be sufficient cause?",rep,1976,FALSE,FALSE,44,2507_44,47
2705,"And in 1980, Ronald Reagan beat the pants off us. So tonight, I want to say something to those of you across our country who voted for Mr. Reagan--to Republicans, to Independents, and yes, to some Democrats: I heard you.  And our party heard you.",dem,1984,TRUE,FALSE,11,2705_11,45
2705,One last word to those who voted for Mr. Reagan:  I know what you were saying.  But I also know what you were not saying. You did not vote for a $200 billion deficit.,dem,1984,TRUE,FALSE,18,2705_18,34
2063,"VOICES:  """"We want Gene."""" VICE PRESIDENT HUMPHREY:  I do, too.  Well, we agree on that.  You see how quickly you can resolve these things.  I want to ask my young friends of young America just a question or two.",dem,1968,TRUE,FALSE,17,2063_17,39
3368,"We had a bipartisan commission appointed by President Reagan: Tip O'Neill, a Democrat; Howard Baker, a Republican. And what did we do? We saved Social Security, so 40 million people still get their checks on time.",rep,1996,FALSE,FALSE,31,3368_31,36
2710,"NOTE:  Questions were inaudible. Q.   MONDALE RESPONSE.  I hinted very, very generally in my remarks, but two or three basic points.  One, there will be what I call a Fund for Excellence.  As you know, I am committed to a very, very tight budget that brings these deficits down.  But the one area where I've asked for substantial increase and support is for education and learning and science and training, because if we don't do that we'll be slipping backwards.  I think it's the best investment we make.  So, there's a $4.5 billion program over four years that goes to local school districts that is patterned on the Ford Foundation experience of trying to bring the community together to look at their schools with the advice of teachers, administrators, students, business community, legislators, to see what can be done to make those schools as effective as possible and to provide the resources that are needed:  teacher pay, school days, school years, curriculum, whatever the local community decides it needs.",dem,1984,TRUE,FALSE,0,2710_0,169
2710,"Q.   MONDALE RESPONSE.  I don't normally agree with Reagan.  But yesterday when he said, """"You ain't seen nothing yet,"""" when it comes to arms control, he's absolutely right.  We haven't seen nothing.  That's not very good grammar, but it's the point.  Let me say three or four facts I think are astonishing.  Mr. Reagan is the first president since Hoover not to meet with his Soviet counterpart.  Mr. Reagan has opposed every effort of every president since Kennedy, of both political parties, to control armaments--every one of the efforts.  Opposed every one of them.  He is the first president since the bomb went off not to make any programs on arms control.  We now not only have a dangerous arms race.  He is proposing to extend that arms race into the heavens.  He has a thing about arms control.  He says the supporters of the freeze are dupes of Moscow when, in fact, those of us who want to control armaments, who want a freeze, I believe are speaking not only for a vast majority of the American people, but we are saying what needs to be done to control this madness before it destroys us all.  Finally, he cracks jokes about this problem that aren't very funny.  We need a president who is committed and who understands that gaining control of those god-awful weapons is the issue of our lifetime, because if we don't control them it can destroy the human species.  And I am committed to that objective.",dem,1984,FALSE,TRUE,3,2710_3,250
2710,"Q.   MONDALE RESPONSE.  Look, we'll accept any help we can get.  It is not a case of asking corporate America to contribute to education, which I think they should.  But as most corporate leaders will tell you, they are profit-making organizations and that their duty under the law is to their stockholders.  And if you expect them to be the major source now for support for education, I don't think it's very likely.  Secondly, you get into some severe problems--and I've talked to many graduate schools where some corporations want to help provided the university does what it is told.  That destroys the function of a university.  Any help they give, I think it's important.  As a matter of fact, many of the enlightened corporations understand that already.",dem,1984,FALSE,FALSE,4,2710_4,128
2710,"Q.   MONDALE RESPONSE.  There are two or three things.  First of all, I think the president can begin honoring teaching as a profession again and honoring learning and the product of learning.  I think that contributes to the mobility and the satisfaction that comes from teaching.  I don't see that occurring today the way it should.",dem,1984,FALSE,FALSE,6,2710_6,56
2710,"Q.   MONDALE RESPONSE.  There was a host of efforts underway in alternative energy research that have been terminated by this administration--solar, geothermal, research into energy conservation.  As a matter of fact, the research on photovoltaics--which is one of the most exciting long-term possibilities--the costs of photovoltaics have dropped by geometric leaps.  We are still not competitive, and we got to the hard part.  But with some more time we could have made some progress.  I think we should resume those efforts because they make so much sense.",dem,1984,FALSE,FALSE,8,2710_8,87
1219,"Folks:  We have only got two minutes here altogether, but I want to tell you one or two things.  Now, it is true I am traveling with some distinguished Californians and they are on the team that I am, and I want you to send them where you know they have to be next year to help out. But they did make a mistake.  They said, """"You know, really we shouldn't stop in Martinez because they didn't have any notice and we won't have any crowd there.""""  They are wrong on that one.  But I insisted on stopping in Martinez because all over the United States I have been talking about the need to increase our industry and our agricultural potential because of the increase in population.  I said I was going to Martinez because that is the county that has increased its population three times in ten years and I wanted to see them.  Moreover, when I stopped in that county they told me Richmond was the stop and I said, """"You had better let me stop in Martinez, too.""""",rep,1952,TRUE,TRUE,0,1219_0,181
1231,"We will strengthen both liberty and security.  That is the aim of this crusade. Next:  what is true of government is true of labor.  In addressing the American Federation of Labor Convention last month in New York, I summed up my principles in two firm convictions.  First, I pledged a government that would give fair and just hearing to all labor's needs and problems.  Second: I declared slanted appeals to labor--that treated our working men as a race apart, rather than in the fullness of their dignity as free American citizens wanting no kind of special treatment--stern and patronizing.",rep,1952,TRUE,FALSE,18,1231_18,99
1231,"Next: What is true of these problems of government and of labor is equally true of problems of foreign policy.  Bluster in words could here mean national humiliation.  So, too, would meek appeasement in deeds.  The way to true national security is something different from either extreme: quiet firmness in words, effective strength in purpose, in productivity, and in arms.",rep,1952,FALSE,FALSE,20,1231_20,60
